Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H2CA06093,"CREIGHTON, HOWARD",O,3,LIB,10720,0,9450,0,0,0,0,0,0,0,0,0,0,CA,6,,W,,L,2,0,0,10/13/1982,0,0
H6CA07043,"MILLER, GEORGE III",I,1,DEM,183820,0,133739,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,W,67,0,0,12/31/1982,0,0
H0CA07020,"ST CLAIR, GILES",,2,REP,46666,0,49626,0,0,0,0,0,0,0,0,0,0,CA,7,,L,,,0,0,0,6/30/1982,0,0
H2CA07018,"PRINCE, GARY AUGUSTUS",,2,REP,7633,0,7630,0,0,0,0,0,0,0,0,0,0,CA,7,,L,,,0,0,0,10/15/1982,0,0
H2CA07026,"VALLELY, PAUL EUGENE",,2,REP,111393,0,110982,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,L,30,0,0,12/31/1982,0,0
H2CA07034,"LAMANNA, FRED",,2,REP,7433,0,7432,0,0,0,0,0,0,0,0,0,0,CA,7,,L,,,0,0,0,12/31/1982,0,0
H8CA07023,"LAYSON, WALTER WELLS",,2,REP,12,0,0,0,0,0,0,0,0,0,0,0,0,CA,7,,,,,,0,0,10/10/1981,0,0
H2CA07059,"WELLS, TERRY LEE",,3,AIP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,L,1,0,0,11/16/1982,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,820918,0,798419,0,0,0,0,0,0,0,0,0,0,CA,8,,W,,W,56,0,0,12/31/1982,0,0
H2CA08016,"SORENSEN, LEO KJELDBJERG",,2,REP,106681,0,105096,0,0,0,0,0,0,0,0,0,0,CA,8,,L,,,0,0,0,12/31/1982,0,0
H2CA08024,"HUTCHISON, CLAUDE B JR",,2,REP,423500,0,469873,0,0,0,0,0,0,0,0,0,0,CA,8,,W,,L,44,0,0,12/31/1982,0,0
H8CA08013,"HUGHES, CHARLES V.",,2,REP,6888,0,7062,0,0,0,0,0,0,0,0,0,0,CA,8,,L,,,0,0,0,6/30/1982,0,0
H2CA09014,"O'DONNELL, JOHN",,1,DEM,38956,0,39488,0,0,0,0,0,0,0,0,0,0,CA,9,,L,,,0,0,0,1/31/1983,0,0
H6CA09023,"STARK, FORTNEY H JR",I,1,DEM,318117,0,329628,0,0,0,0,0,0,0,0,0,0,CA,9,,W,,W,61,0,0,1/1/1983,0,0
H0CA09018,"KENNEDY, BILL",,2,REP,140840,0,154311,0,0,0,0,0,0,0,0,0,0,CA,9,,W,,L,39,0,0,12/31/1982,0,0
H8CA09029,"ALLEN, ROBERT S.",,2,REP,0,0,78,0,0,0,0,0,0,0,0,0,0,CA,9,,,,,,0,0,6/30/1981,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,162864,0,162680,0,0,0,0,0,0,0,0,0,0,CA,10,,W,,W,63,0,0,12/31/1982,0,0
H2CA10020,"HERRIOTT, ROBERT PAUL",,2,REP,128583,0,125527,0,0,0,0,0,0,0,0,0,0,CA,10,,W,,L,34,0,0,12/31/1982,0,0
H2CA10038,"JARRETT, JOHN P.",,2,REP,6912,0,7571,0,0,0,0,0,0,0,0,0,0,CA,10,,L,,,0,0,0,6/30/1982,0,0
H0CA10024,"FUHRIG, BRAIN JOSEPH",,3,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,10,,,,,,0,0,12/31/1981,0,0
H0CA11022,"LANTOS, THOMAS P",I,1,DEM,1115101,0,1120615,0,0,0,0,0,0,0,0,0,0,CA,11,,W,,W,57,0,0,12/31/1982,0,0
H0CA11170,"COREY, GEORGE RAYMOND",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1982,0,0
H0CA11014,"ROYER, BILL",C,2,REP,406372,0,460959,0,0,0,0,0,0,0,0,0,0,CA,11,,W,,L,40,0,0,12/31/1982,0,0
H0CA11162,"MAKAR, BRUCE BERNARD",O,2,REP,28,0,0,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1982,0,0
H2CA12026,"RAFFEL, KEITH",O,1,DEM,28368,0,23218,0,0,0,0,0,0,0,0,0,0,CA,12,,L,,,0,0,0,12/31/1982,0,0
H2CA12034,"LYNCH, EMMETT",O,1,DEM,61073,0,60950,0,0,0,0,0,0,0,0,0,0,CA,12,,W,,L,33,0,0,12/31/1982,0,0
H8CA12015,"OLSEN, KIRSTEN",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,7/31/1981,0,0
H2CA12018,"ZSCHAU, EDWIN V W",O,2,REP,647779,0,630770,0,0,0,0,0,0,0,0,0,0,CA,12,,W,,W,63,0,0,12/31/1982,0,0
H6CA12043,"MCCLOSKEY, PAUL N JR",I,2,REP,888,0,42615,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,6/30/1981,0,0
H8CA12023,"ZINGALE, JOSEPH ANTHONY",,2,REP,14439,0,14452,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,12/31/1981,0,0
H0CA12038,"EVERS, WILLIAMSON M",,3,LIB,0,0,7750,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,7/7/1981,0,0
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,352170,0,320802,0,0,0,0,0,0,0,0,0,0,CA,13,,W,,W,66,0,0,12/31/1982,0,0
H0CA13028,"GAGNE, WILFRED EDWARD",,2,REP,0,0,5,0,0,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,12/31/1981,0,0
H2CA13016,"KELLY, THOMAS F",,2,REP,16617,0,13743,0,0,0,0,0,0,0,0,0,0,CA,13,,W,,L,31,0,0,10/21/1982,0,0
H6CA13108,"KONNYU, MR. ERNEST L.",,2,REP,1309,0,1309,0,0,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,12/31/1982,0,0
H8CA13013,"O'KEEFE, DANIEL P.",,2,REP,20482,0,18520,0,0,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,12/31/1982,0,0
H0CA14018,"CERNEY, ANNE",,1,DEM,5786,0,6028,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,12/31/1981,0,0
H0CA14026,"RICHARDS, RONALD C",,1,DEM,900,0,1177,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,12/31/1982,0,0
H2CA14014,"COLBURN, JON EDGAR",,1,DEM,9208,0,9097,0,0,0,0,0,0,0,0,0,0,CA,14,,L,,,0,0,0,5/23/1982,0,0
H2CA14022,"REED, BARON",,1,DEM,58509,0,54663,0,0,0,0,0,0,0,0,0,0,CA,14,,W,,L,37,0,0,10/13/1982,0,0
H6CA01053,"STEELE, BILL",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,14,,L,,,0,0,0,6/30/1981,0,0
H8CA01034,"LOREE, TIMOTHY RICHARD",,1,DEM,2476,0,1868,0,0,0,0,0,0,0,0,0,0,CA,14,,L,,,0,0,0,5/23/1982,0,0
H8CA14086,"SHUMWAY, NORMAN DAVID",I,2,REP,324319,0,323702,0,0,0,0,0,0,0,0,0,0,CA,14,,W,,W,63,0,0,12/31/1982,0,0
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,745425,0,768570,0,0,0,0,0,0,0,0,0,0,CA,15,,W,,W,64,0,0,12/31/1982,0,0
H2CA15011,"BATES, EDWARD BRYANT",,2,REP,107631,0,107543,0,0,0,0,0,0,0,0,0,0,CA,15,,W,,L,34,0,0,12/31/1982,0,0
H6CA16036,"PANETTA, LEON",I,1,DEM,124773,0,72390,0,0,0,0,0,0,0,0,0,0,CA,16,,W,,W,84,0,0,12/31/1982,0,0
H0CA16013,"ROTH, WALLACE A. (JACK)",,2,REP,5559,0,5610,0,0,0,0,0,0,0,0,0,0,CA,16,,,,,,0,0,7/31/1981,0,0
H0CA17011,"JOHNSON, WILLARD H. ""BILL""",,1,DEM,20575,0,21643,0,0,0,0,0,0,0,0,0,0,CA,17,,,,,,0,0,6/30/1981,0,0
H2CA17017,"TACKETT, GENE",,1,DEM,141879,0,139480,0,0,0,0,0,0,0,0,0,0,CA,17,,W,,L,46,0,0,12/31/1982,0,0
H6CA17026,"KREBS, JOHN",C,1,DEM,416,0,654,0,0,0,0,0,0,0,0,0,0,CA,17,,,,,,0,0,12/31/1982,0,0
H8CA17014,"PASHAYAN, CHARLES JR",I,2,REP,427259,0,433229,0,0,0,0,0,0,0,0,0,0,CA,17,,W,,W,54,0,0,12/31/1982,0,0
H0CA18027,"TIMMERMANS, MARY ""PAT""",,1,DEM,30,0,4964,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,3/31/1981,0,0
H2CA18015,"LEHMAN, RICHARD H",O,1,DEM,160274,0,150229,0,0,0,0,0,0,0,0,0,0,CA,18,,W,,W,59,0,0,12/31/1982,0,0
H8CA18012,"SOGGE, BOB",C,1,DEM,2325,0,315,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,6/30/1981,0,0
H2CA18023,"FONDSE, ADRIAN",O,2,REP,69613,0,68246,0,0,0,0,0,0,0,0,0,0,CA,18,,W,,L,38,0,0,12/31/1982,0,0
H2CA19013,"FROST, FRANK",,1,DEM,49592,0,48057,0,0,0,0,0,0,0,0,0,0,CA,19,,W,,L,36,0,0,1/26/1983,0,0
H6CA19022,"LAGOMARSINO, ROBERT J",I,2,REP,236607,0,233356,0,0,0,0,0,0,0,0,0,0,CA,19,,W,,W,61,0,0,12/31/1982,0,0
H2CA20029,"BETHEA, ROBERT J",,1,DEM,7166,0,7166,0,0,0,0,0,0,0,0,0,0,CA,20,,W,,L,32,0,0,1/14/1983,0,0
H6CA20061,"LEAR, PAT",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,20,,,,,,0,0,6/30/1981,0,0
H6CA20020,"GOLDWATER, BARRY M JR",I,2,REP,6658,0,76837,0,0,0,0,0,0,0,0,0,0,CA,20,,,,,,0,0,9/30/1981,0,0
H8CA18020,"THOMAS, BILL (WILLIAM M THOMAS)",I,2,REP,198775,0,178320,0,0,0,0,0,0,0,0,0,0,CA,20,,W,,W,68,0,0,12/31/1982,0,0
H6CA21010,"CORMAN, JAMES C.",C,1,DEM,33936,0,37952,0,0,0,0,0,0,0,0,0,0,CA,21,,,,,,0,0,6/30/1981,0,0
H0CA21013,"FIEDLER, BOBBI",I,2,REP,357285,0,318810,0,0,0,0,0,0,0,0,0,0,CA,21,,W,,W,72,0,0,12/31/1982,0,0
H0CA22011,"O'DONNELL, PIERCE HENRY",,1,DEM,1831,0,2134,0,0,0,0,0,0,0,0,0,0,CA,22,,,,,,0,0,12/31/1981,0,0
H8CA22014,"HENRY, ROBERT S.",,1,DEM,3000,0,2990,0,0,0,0,0,0,0,0,0,0,CA,22,,,,,,0,0,12/31/1981,0,0
H6CA22026,"MOORHEAD, CARLOS J",I,2,REP,208741,0,107690,0,0,0,0,0,0,0,0,0,0,CA,22,,W,,W,74,0,0,12/31/1982,0,0
H6CA23024,"BEILENSON, ANTHONY",I,1,DEM,244131,0,268055,0,0,0,0,0,0,0,0,0,0,CA,23,,W,,W,60,0,0,12/31/1982,0,0
H8CA23012,"KRIST, HENRY",,1,DEM,200,0,200,0,0,0,0,0,0,0,0,0,0,CA,23,,,,,,0,0,6/30/1981,0,0
H2CA23015,"GREENE, JEFFREY BENNETT",,2,REP,46150,0,47011,0,0,0,0,0,0,0,0,0,0,CA,23,,L,,,0,0,0,12/31/1982,0,0
H2CA23023,"ARMOR, DAVID",,2,REP,262721,0,260679,0,0,0,0,0,0,0,0,0,0,CA,23,,W,,L,40,0,0,12/31/1982,0,0
H2CA23031,"WINCKLER, ROBERT PATRICK MITCHELL",,2,REP,1965,0,1965,0,0,0,0,0,0,0,0,0,0,CA,23,,L,,,0,0,0,12/31/1982,0,0
H6CA24048,"WAXMAN, HENRY A.",I,1,DEM,114637,0,87618,0,0,0,0,0,0,0,0,0,0,CA,24,,W,,W,65,0,0,12/31/1982,0,0
H0CA24041,"ZERG, JEROME",,2,REP,114110,0,113841,0,0,0,0,0,0,0,0,0,0,CA,24,,W,,L,31,0,0,12/31/1982,0,0
H2CA24021,"MEDVID, NICK",,2,REP,19405,0,19399,0,0,0,0,0,0,0,0,0,0,CA,24,,L,,,0,0,0,12/31/1982,0,0
H8CA24028,"CAYARD, ROLAND",,2,REP,0,0,2,0,0,0,0,0,0,0,0,0,0,CA,24,,L,,,0,0,0,6/30/1981,0,0
H8CA25017,"ROYBAL, EDWARD R",I,1,DEM,110105,0,40336,0,0,0,0,0,0,0,0,0,0,CA,25,,W,,W,85,0,0,12/31/1982,0,0
