Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H0AL03077,"ADAMS, CHARLES H",O,1,DEM,277954,0,276975,0,0,978,0,0,118194,0,63194,55000,122590,AL,3,L,L,,,0,19400,200,12/31/1990,1000,0
H0AL03101,"DIAL, GERALD OSCAR",O,1,DEM,111460,0,111459,0,0,0,24290,50000,0,12105,0,37894,22420,AL,3,L,L,,,0,14750,0,12/31/1990,0,0
H0AL03119,"FORD, JOHNNY",O,1,DEM,94150,0,94150,0,0,1019,15,500,0,500,0,0,72705,AL,3,R,L,L,,0,20375,0,12/31/1989,0,250
H0AL03127,"HOLMES, DONALD G",O,1,DEM,69328,0,69328,0,0,0,0,40000,0,6666,0,0,26578,AL,3,L,L,,,0,2750,0,7/31/1989,0,0
H0AL03143,"PREUITT, JAMES E",O,1,DEM,655910,0,655771,0,0,137,300000,300000,10000,300000,10000,0,35460,AL,3,L,L,,,0,10450,0,12/31/1990,650,0
H6AL03025,"NICHOLS, BILL",C,1,DEM,22900,0,489799,0,466898,0,0,0,0,0,0,0,0,AL,3,,,,,,0,0,12/31/1989,0,0
H0AL03044,"ROBBINS, RAY F II",O,2,REP,78242,0,78242,0,0,0,500,20500,0,500,0,50000,25217,AL,3,L,L,,,0,250,0,12/31/1990,0,0
H0AL03051,"RICE, JOHN",O,2,REP,471297,24322,467297,24322,0,0,0,32000,0,0,0,62846,240497,AL,3,L,L,,,0,112750,60250,12/31/1989,1350,2500
H0AL03093,"JAMES, MICHAEL K",O,2,REP,59767,0,59766,0,0,0,0,20000,0,4089,0,0,32095,AL,3,L,L,,,0,5750,0,6/30/1989,0,0
H0AL03168,"SLEDGE, DON",,2,REP,22990,0,22989,0,0,0,7487,0,0,0,0,0,14842,AL,3,,W,,L,26,100,300,12/31/1990,0,0
H6AL03017,"GUERIN, WHITCOMB HALSEY",,2,REP,0,0,200,0,207,7,0,0,0,200,0,19007,0,AL,3,,,,,,0,0,12/31/1990,0,0
H0AL03150,"EVANS, CHARLES RAY",,3,UNK,20,0,20,1,0,0,20,0,0,0,0,0,0,AL,3,,,,,,0,0,5/3/1989,0,0
H6AL04023,"BEVILL, TOM",I,1,DEM,220907,0,168054,11150,513647,566499,0,0,0,0,0,0,17730,AL,4,,W,,W,100,106550,1000,12/31/1990,0,1000
H0AL05049,"CRAMER, ROBERT E JR",O,1,DEM,631867,0,611092,0,0,20771,1500,87000,0,0,0,87000,302163,AL,5,,R,W,W,67,240932,0,12/31/1990,1400,0
H0AL05056,"FROST, JAMES EDDIE",O,1,DEM,71769,0,71768,0,0,0,1158,0,0,0,0,0,63761,AL,5,,L,,,0,6750,0,12/31/1990,0,0
H0AL05064,"GREER, BAYLESS LYNN",O,1,DEM,217299,0,210240,0,0,7056,526,67350,0,19200,0,48150,88623,AL,5,,R,L,,0,60700,100,12/31/1990,1100,0
H0AL05080,"TERRY, GARLAND DOUGLAS",O,1,DEM,81560,0,81558,0,0,0,8000,38500,0,2449,0,36050,33560,AL,5,,L,,,0,1500,0,7/12/1990,0,0
H0AL05098,"PRATT, EVELYN",O,1,DEM,59678,0,59677,0,0,0,0,30543,4000,0,4000,30543,20135,AL,5,,L,,,0,5000,0,12/31/1990,0,0
H0AL05122,"WOOD, DAVID ANDREW",O,1,DEM,4509,0,4508,0,3000,0,4509,0,0,0,0,0,0,AL,5,,L,,,0,0,0,7/15/1990,0,0
H0AL05148,"SPEARS, WILLIAM EARL",O,1,DEM,5050,0,4560,0,0,1094,0,5050,0,0,0,5050,0,AL,5,,L,,,0,0,0,12/31/1990,0,0
H6AL05038,"FLIPPO, RONNIE G",I,1,DEM,384322,0,755382,0,810958,439898,0,0,0,0,0,0,32950,AL,5,,,,,,243673,0,12/31/1990,0,3000
H0AL05031,"ASQUITH, JAMES EDWARD",O,2,REP,3103,0,3101,0,0,0,1000,0,0,0,0,0,2101,AL,5,,L,,,0,0,2,7/31/1990,0,0
H0AL05072,"BOHANNON, CLYDE LEO JR",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,5,,,,,,0,0,3/31/1990,0,0
H0AL05106,"MCDONALD, ALBERT CLYDE",O,2,REP,184089,0,184188,0,0,0,7800,4400,0,4400,0,0,133069,AL,5,,W,,L,33,27200,9981,12/31/1990,0,0
H0AL05114,"WELLS, ANNIE BULLARD",O,2,REP,14156,0,13511,0,0,645,1706,11290,0,298,0,11091,1920,AL,5,,L,,,0,0,0,7/15/1990,0,0
H8AL05042,"MCDONALD, STAN",,2,REP,29,0,29,0,0,0,29,0,0,0,0,0,0,AL,5,,,,,,0,0,7/31/1989,0,0
H0AL05130,"JOHNSON, JEFFREY ADAM",O,3,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/1/1990,0,0
H2AL06019,"ERDREICH, BENJAMIN L",I,1,DEM,237722,0,113168,7000,239472,364025,0,0,0,0,0,0,32063,AL,6,,W,,W,93,172819,50,12/31/1990,0,0
H6AL07075,"HARRIS, CLAUDE JR",I,1,DEM,237577,0,238466,0,78631,77742,0,0,0,5000,0,0,73745,AL,7,,W,,W,71,151307,2935,12/31/1990,200,0
H0AL07052,"BARKER, MICHAEL DEAN",,2,REP,59802,0,58952,0,0,847,0,21562,0,0,0,27062,36630,AL,7,,W,,L,29,0,1075,12/31/1990,0,0
H4AL07021,"MCFARLAND, BILL",C,2,REP,8478,0,8933,0,455,0,8478,0,0,8933,0,0,0,AL,7,,,,,,0,0,6/30/1989,0,0
H0AR01018,"GIBSON, MICHAEL LEE",,1,DEM,596190,0,581189,0,0,15001,23186,212500,0,20122,0,203500,340010,AR,1,,L,,,0,19550,0,12/31/1990,2149,0
H6AR01023,"ALEXANDER, WILLIAM VOLLIE JR",I,1,DEM,773016,0,785626,0,17381,4763,0,80000,0,8000,0,112834,282620,AR,1,,W,,W,64,405150,2000,12/31/1990,0,0
H8AR01011,"GLASCOCK, DARRELL",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,15023,0,AR,1,,,,,,0,0,12/31/1989,0,0
H0AR01026,"HAYES, TERRY OWEN",,2,REP,36792,0,36731,0,0,0,0,0,8401,0,1000,13719,26311,AR,1,,W,,L,36,2000,0,12/31/1990,50,0
H6AR04019,"THORNTON, RAY",O,1,DEM,697067,0,678429,0,0,18638,0,30000,12683,0,0,42683,376229,AR,2,,W,,W,60,242900,5067,12/31/1990,300,500
H0AR02040,"FULLER, RON",O,2,REP,77153,4000,77152,18445,0,0,0,0,0,0,0,0,66983,AR,2,,,,,,5899,0,3/31/1990,7100,2450
H0AR02065,"KEET, JAMES HOLLAND III ""JIM KEET""",O,2,REP,436883,0,430932,0,0,5950,0,105174,0,0,0,105174,292095,AR,2,,W,,L,40,24157,12850,12/31/1990,391,0
H4AR02091,"ROBINSON, TOMMY FRANKLIN",I,2,REP,19822,0,112249,0,92815,385,0,0,0,0,0,0,6537,AR,2,,,,,,4240,1155,12/31/1990,1998,0
H0AR03014,"IVY, DANNY CHRIS",,1,DEM,15876,0,15730,0,0,144,6299,0,0,0,0,0,2777,AR,3,,W,,L,29,4000,2800,12/31/1990,0,0
H6AR03029,"HAMMERSCHMIDT, JOHN PAUL",I,2,REP,266438,0,105354,0,339600,500684,0,0,0,0,0,0,41505,AR,3,,W,,W,71,166500,513,12/31/1990,0,0
H8AR04023,"ANTHONY, BERYL FRANKLIN JR",I,1,DEM,530662,0,480853,0,314855,364662,0,0,0,0,0,0,73054,AR,4,,W,,W,72,374300,1996,12/31/1990,3200,0
H0AR04020,"ROOD, ROY ELMER",,2,REP,520,0,511,0,85,193,0,0,0,0,0,0,0,AR,4,,W,,L,28,0,0,12/7/1990,0,0
H6AR04027,"KEELS, LAMAR",,2,REP,0,0,0,0,0,0,0,0,0,0,0,22225,0,AR,4,,,,,,0,0,12/31/1990,0,0
H8AR04072,"BELL, ROGER NEAL",,2,REP,832,0,1000,0,167,0,832,0,0,1000,0,0,0,AR,4,,,,,,0,0,12/31/1989,0,0
H0AS00018,"FALEOMAVAEGA, ENI FA'AUA'A HUNKIN",I,1,DEM,122104,0,116439,0,278,5940,625,14300,300,16450,3000,19605,89602,AS,0,,,,W,55,9850,7250,12/31/1990,1200,0
H4AS00028,"AMOEUALOGO SALANOA, SOLI",C,2,REP,1800,0,1800,0,0,0,1800,0,0,0,0,6936,0,AS,0,,,,,,0,0,12/31/1990,0,0
H0AS00042,"TAGO, ACE A",,3,IND,85208,0,90180,0,4221,-450,3945,1451,0,1450,0,0,79713,AS,0,,,,L,23,0,0,12/31/1990,1000,0
H0AS00067,"LUTU, AFOA MOEGA",,3,IND,52424,0,52363,0,0,60,0,0,0,0,0,0,8401,AS,0,,,,L,18,0,44023,11/26/1990,0,0
H8AZ01047,"FILLMORE, JOHN M",,1,DEM,0,0,487,0,487,0,0,0,0,487,0,2829,0,AZ,1,,,,,,0,0,6/30/1989,0,0
H0AZ01150,"WRZESINSKI, JOHN T",,2,REP,146973,0,148237,0,0,-1255,0,101694,0,0,0,101694,38297,AZ,1,,L,,,0,3720,0,12/31/1990,0,0
H2AZ01040,"RUSSELL, RAY L",C,2,REP,9930,0,11161,0,1231,0,0,9930,0,3803,0,109556,0,AZ,1,,,,,,0,0,12/31/1990,0,0
H6AZ01033,"SELLERS, DEAN K",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,149692,0,AZ,1,,,,,,0,0,12/31/1990,0,0
H6AZ01108,"RHODES, JOHN JACOB III",I,2,REP,326640,0,323328,0,6309,9621,0,0,0,0,0,0,154036,AZ,1,,W,,W,100,170339,0,12/31/1990,250,0
H6AZ02049,"UDALL, MORRIS KING",I,1,DEM,153320,0,112373,0,32804,73749,0,0,0,0,0,0,10816,AZ,2,,W,,W,66,135250,0,12/31/1990,0,0
H4AZ02010,"SWEENEY, JOSEPH D",,2,REP,1470,0,1445,0,0,25,855,0,0,0,0,0,615,AZ,2,,W,,L,34,0,0,12/31/1990,0,0
H0AZ03222,"HARTSTONE, ROGER D",,1,DEM,9735,0,9353,0,0,381,0,0,0,0,0,0,7060,AZ,3,,W,,L,43,2650,0,12/31/1990,0,100
H8AZ03043,"MOSS, DAVID R",,1,DEM,0,0,0,0,268,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,6/30/1990,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,231127,0,225149,0,107674,113651,0,0,0,0,0,0,79863,AZ,3,,W,,W,57,132850,0,12/31/1990,3500,0
H8AZ03050,"PARSONS, JOHN",,3,UNK,0,0,1017,0,1018,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,7/27/1990,21,0
H0AZ04451,"IVEY, MARK JR",,1,DEM,39515,0,38851,0,0,665,2434,4000,0,2504,0,1495,28011,AZ,4,,W,,L,39,4500,500,12/31/1990,0,0
H6AZ04060,"DAVIS, PHILIP RICHARD",C,1,DEM,0,0,389,0,1291,902,0,0,0,0,0,18333,0,AZ,4,,,,,,0,0,12/31/1990,0,0
H6AZ04110,"KYL, JON L",I,2,REP,588180,0,442366,0,189890,335702,0,0,0,0,0,6797,373560,AZ,4,,W,,W,61,171389,1490,12/31/1990,3044,1000
H2AZ04036,"BROWN, JACK E",,3,,0,0,0,0,0,0,0,0,0,0,0,47135,0,AZ,4,,,,,,0,0,12/31/1990,0,0
H2AZ02014,"KOLBE, JIM",I,2,REP,325457,0,250642,0,6272,81087,0,0,0,0,0,0,185434,AZ,5,,W,,W,65,133605,1452,12/31/1990,0,0
H8AZ05014,"WEBER, WALTER ULRICH",,2,REP,0,0,414,0,414,0,0,0,0,414,0,5610,0,AZ,5,,,,,,0,0,12/31/1990,0,0
H0CA00017,"BARBIERI, JOHN MICHAEL",,2,REP,7632,0,0,0,0,7632,0,0,0,0,0,0,7475,CA,0,,,,,,0,0,12/31/1990,0,0
H2CA01011,"BOSCO, DOUGLAS H",I,1,DEM,409380,531,413744,531,5201,832,0,13500,0,13853,0,24578,200807,CA,1,,W,,L,42,190421,0,12/31/1990,2510,0
H8CA01067,"GAMBILL, LIONEL",,1,DEM,4556,0,4501,0,0,134,0,0,2000,0,0,2000,2476,CA,1,,L,,,0,0,0,7/14/1990,0,0
H0CA01064,"RIGGS, FRANK DUNCAN",C,2,REP,253481,0,254074,0,0,-585,3158,134712,1100,9000,1100,148055,91619,CA,1,,W,,W,43,6500,16041,12/31/1990,0,0
H0CA01072,"STOEN, TIMOTHY OLIVER",,2,REP,32768,0,33136,0,0,438,0,16343,0,6771,0,5248,15781,CA,1,,L,,,0,0,0,12/31/1990,0,0
H8CA01042,"VANDERBILT, SAMUEL ""MARK""",,2,REP,1791,0,1791,0,0,0,1163,78,0,1663,0,0,550,CA,1,,,,,,0,0,9/30/1990,0,0
H0CA01080,"COMINGORE, DARLENE G",,3,PAF,9377,0,9291,0,0,81,20,150,100,450,100,516,8747,CA,1,,W,,L,15,0,60,12/31/1990,0,0
H8CA01091,"FRIED, ERIC",,3,UNK,1000,0,1020,0,20,20,0,0,0,0,0,0,1000,CA,1,,,,,,0,0,6/30/1989,0,0
H0CA02013,"WINDREM, PETER FOLGER",,1,DEM,1924,0,1924,0,0,0,1924,0,0,0,0,0,0,CA,2,,,,,,0,0,6/12/1989,0,0
H0CA02070,"RUSH, ERWIN E ""BILL""",,1,DEM,6271,0,6271,100,0,0,2000,0,0,0,0,0,1185,CA,2,,W,,L,31,2000,924,1/28/1991,0,0
H6CA02127,"MEYER, WAYNE R",C,1,DEM,8080,0,8333,0,253,0,0,0,0,0,0,0,8080,CA,2,,,,,,0,0,12/31/1989,0,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",I,2,REP,616075,0,515020,0,13809,114862,0,0,0,0,0,0,382079,CA,2,,W,,W,64,212749,1336,12/31/1990,2016,0
H6CA02150,"KIRKPATRICK, HOWARD DELANE",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,21794,0,CA,2,,,,,,0,0,12/31/1990,0,0
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,1212175,0,718201,0,654798,1148773,0,0,0,0,0,32895,486852,CA,3,,W,,W,60,587296,0,12/31/1990,600,6206
H0CA03037,"BORMAN, EUGENE ROY",,2,REP,5155,0,5160,0,0,6,1961,0,0,0,0,0,3194,CA,3,,L,,,0,0,0,7/1/1990,0,0
H6CA03018,"LANDOWSKI, LOWELL PATRICK",,2,REP,4545,0,4628,0,0,50,458,0,0,0,0,0,4334,CA,3,,W,,L,35,250,0,12/31/1990,0,0
H0CA04068,"WARNER, STANLEY WESLEY (STAN)",,1,DEM,2350,0,2350,0,0,0,2350,0,0,0,0,0,0,CA,4,,L,,,0,0,0,5/16/1990,0,0
H8CA04053,"FAZIO, VIC",I,1,DEM,1217430,371808,1401112,371808,378618,194935,0,0,0,0,0,533,320147,CA,4,,W,,W,55,451245,0,12/31/1990,4650,800
H0CA04043,"KOZIOL, THOMAS L",,2,REP,14068,0,14074,0,0,0,500,0,0,0,0,0,13418,CA,4,,L,,,0,150,0,12/31/1990,0,0
H0CA04050,"BAUGHMAN, MARK",,2,REP,40439,0,40040,0,0,395,0,0,0,0,0,16035,36810,CA,4,,W,,L,39,3500,147,12/31/1990,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,465814,0,440973,0,72852,97689,0,0,0,0,0,0,202424,CA,5,,W,,W,77,262900,0,12/31/1990,0,7500
H8CA05043,"BRITT, HARRY G",C,1,DEM,7159,0,7368,0,209,0,0,0,0,0,3080,0,5950,CA,5,,,,,,0,0,12/31/1990,250,0
H8CA05050,"SILVER, CAROL RUTH",C,1,DEM,0,0,0,0,25,25,0,0,0,0,0,37750,0,CA,5,,,,,,0,0,6/30/1989,0,0
H0CA05032,"NICHOLS, ALAN H",,2,REP,153947,0,154858,0,0,-909,0,60000,0,0,0,80451,88313,CA,5,,W,,L,23,5190,100,12/31/1990,0,0
H2CA05012,"MARKS, MILTON",,2,REP,1101,0,3000,0,31009,29111,0,0,0,0,0,78729,0,CA,5,,,,,,0,0,6/30/1989,0,0
H2CA06028,"BOXER, BARBARA",I,1,DEM,929732,7066,663468,8066,233086,499349,3000,0,0,0,0,0,542898,CA,6,,W,,W,68,337124,0,12/31/1990,755,1890
H2CA06036,"RENNE, LOUISE HORNBECK",C,1,DEM,0,0,0,0,156,156,0,0,0,0,0,126550,0,CA,6,,,,,,0,0,12/31/1990,0,0
H0CA06055,"BOERUM, BILL",,2,REP,34234,0,34154,0,0,79,2300,0,900,0,1150,0,23838,CA,6,,W,,L,32,6000,850,1/31/1991,0,0
H4CA06016,"BINDERUP, DOUGLAS FREDRICK",,2,REP,0,0,0,0,262,262,0,0,0,0,0,21458,0,CA,6,,,,,,0,0,12/31/1990,0,0
H4CA06032,"BAKA, GREGORY VINCENT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,11254,0,CA,6,,,,,,0,0,12/31/1990,0,0
H6CA06144,"ERNST, FRANKLIN ""HARRY"" III",,2,REP,0,0,0,0,0,0,0,0,0,0,0,921,0,CA,6,,,,,,0,0,12/31/1990,0,0
H8CA06025,"STEINMETZ, WILLIAM G",,2,REP,6127,0,6550,0,423,0,5661,0,0,5391,0,0,0,CA,6,,,,,,0,0,12/31/1989,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,469400,0,448026,0,416855,438229,0,0,0,0,0,0,129790,CA,7,,W,,W,61,262657,0,12/31/1990,1450,0
H0CA07053,"PAYTON, ROGER ALLEN",,2,REP,47918,0,47912,0,0,6,0,7870,0,2045,0,0,36811,CA,7,,W,,L,39,1150,1300,12/31/1990,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,779275,0,828917,0,132270,82629,0,0,130000,0,85000,45000,540991,CA,8,,W,,W,61,71935,175,12/31/1990,530,0
H6CA08017,"EIGENBERG, STEVEN",,2,REP,0,0,407,0,407,0,0,0,0,0,0,0,0,CA,8,,,,,,0,0,11/19/1990,0,0
H8CA08039,"CUDDIHY, JOHN JOSEPH JR",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,8,,L,,,0,0,0,6/16/1989,0,0
H4CA05091,"LANTZ, EVELYN K",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1186,0,CA,9,,,,,,0,0,12/30/1990,0,0
H6CA09023,"STARK, FORTNEY",I,1,DEM,525271,0,300996,0,131730,356004,0,0,0,0,0,0,137760,CA,9,,W,,W,58,345170,0,12/31/1990,0,0
H0CA09018,"KENNEDY, BILL",,2,REP,0,0,0,0,0,0,0,0,0,0,0,2416,0,CA,9,,,,,,0,0,12/31/1990,0,0
H0CA09034,"ROMERO, VICTOR ARNOLD",,2,REP,206798,0,210089,0,0,753,0,127828,0,4000,0,106914,75680,CA,9,,W,,L,42,1000,2249,12/31/1990,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,224999,0,209243,0,39708,55464,0,0,0,0,0,0,47880,CA,10,,W,,W,63,171050,0,12/31/1990,0,250
H0CA10032,"KING, LOWELL A.",,2,REP,7825,0,7822,0,0,0,42,200,0,371,0,0,6588,CA,10,,L,,,0,800,30,9/14/1990,0,0
H0CA10040,"PATROSSO, MARK STEVEN",,2,REP,2702,0,2581,0,0,91,0,1207,0,900,0,0,1495,CA,10,,W,,L,37,0,0,9/30/1990,0,0
H0CA11022,"LANTOS, THOMAS P",I,1,DEM,788298,80096,646730,0,470219,611787,69964,0,0,0,0,0,597361,CA,11,,W,,W,66,120550,34025,12/31/1990,0,0
H0CA11170,"COREY, GEORGE RAYMOND",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,100718,0,CA,11,,,,,,0,0,12/31/1990,0,0
H6CA11011,"QURAISHI, G M (BILL)",,2,REP,97638,0,97030,0,107,714,10700,24930,0,9614,0,38689,55654,CA,11,,W,,L,29,6300,50,12/31/1990,0,0
H0CA12046,"PALMER, ROBERT",,1,DEM,109410,0,103839,0,0,2723,0,70663,0,0,0,56563,9560,CA,12,,W,,L,34,27550,0,12/31/1990,0,0
H4CA12014,"CARNOY, MARTIN",,1,DEM,0,0,0,0,23,23,0,0,0,0,0,1048,0,CA,12,,,,,,0,0,12/31/1990,0,0
H8CA10035,"GARRISON, JAMES A",,1,DEM,4580,0,8895,0,4326,10,2700,0,0,0,800,30608,1880,CA,12,,,,,,0,0,12/31/1990,1505,0
H8CA12098,"ESHOO, ANNA G",,1,DEM,30839,0,34014,0,3207,33,0,0,0,4500,0,99831,16317,CA,12,,,,,,3276,0,12/31/1990,0,0
H8CA12106,"BOND, GARY JOSEPH",,1,DEM,12635,0,12348,0,228,515,0,5836,0,0,0,41261,6750,CA,12,,L,,,0,0,0,12/31/1990,0,0
H6CA12019,"MERCER, JOHN EDWARD",C,2,REP,3368,0,3368,0,0,0,3368,0,0,0,0,0,0,CA,12,,,,,,0,0,12/31/1989,0,0
H6CA12100,"SKORNIA, THOMAS A",C,2,REP,78,0,164,0,1162,1164,0,0,0,0,0,401822,0,CA,12,,,,,,0,0,12/31/1990,0,0
H6CA13108,"KONNYU, ERNEST L",C,2,REP,33600,0,36442,0,3159,317,0,14250,0,31000,0,15308,10108,CA,12,,,,,,0,0,12/31/1990,0,0
H8CA12080,"CAMPBELL, THOMAS J",I,2,REP,1286200,0,658135,0,5132,633197,0,0,0,10722,1500,362,992893,CA,12,,W,,W,61,249581,458,12/31/1990,5550,0
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,666915,0,644962,0,320749,342701,0,0,0,0,0,0,259155,CA,13,,W,,W,58,361274,0,12/31/1990,4149,0
H0CA13036,"SMITH, DAVID ELLIOTT",,2,REP,670,0,624,12,0,17,0,0,0,0,0,0,660,CA,13,,W,,L,36,0,10,11/26/1990,0,0
H8CA13047,"SOMMER, LUKE ELLIOTT",,2,REP,100,0,187,0,169,81,0,0,0,0,0,6180,100,CA,13,,,,,,0,0,6/30/1989,0,0
H8CA14110,"MALBERG, PATRICIA ANNE",O,1,DEM,222011,0,220379,0,1960,3592,0,0,0,200,0,0,172156,CA,14,,W,,L,48,44161,5275,12/31/1990,50,150
H0CA14042,"DOOLITTLE, JOHN T",O,2,REP,537313,7500,525168,7500,0,12142,0,0,0,0,0,24097,289247,CA,14,,W,,W,52,234764,4222,12/31/1990,500,0
H8CA14086,"SHUMWAY, NORMAN DAVID",I,2,REP,301015,0,337998,0,36984,0,0,0,0,0,0,0,208157,CA,14,,,,,,77015,621,12/31/1990,1600,0
H0CA15031,"CONDIT, GARY",I,1,DEM,1394470,216442,1379924,216442,0,14541,0,135000,5000,135000,0,45326,541796,CA,15,W,W,,W,66,472600,20317,12/31/1990,4490,6000
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,122973,0,201701,0,79049,322,0,0,0,0,0,3258,75170,CA,15,,,,,,35438,0,12/31/1990,6225,0
H0CA15049,"BURRIS, CLIFF",C,2,REP,62365,0,60697,0,0,15,15243,0,0,0,0,0,36525,CA,15,L,W,,L,34,0,0,12/31/1990,0,0
H0CA15056,"WHITESIDE, CAROL LOUISE GORDON",O,2,REP,15287,0,15302,0,0,69,0,0,0,0,0,16251,14533,CA,15,L,,,,0,1000,0,12/31/1990,500,0
H0CA15064,"WEIMER, ROBERT JOHN",O,2,REP,8510,0,8623,0,0,0,0,0,2200,0,2200,0,6310,CA,15,L,,,,0,0,0,10/15/1990,0,0
H0CA15072,"BERRYHILL, CLARE L",O,2,REP,310912,0,310912,0,0,0,0,5000,0,5000,0,0,225977,CA,15,L,,,,0,56810,15500,12/31/1989,4700,0
H0CA15080,"PATTERAKIS, CHRIS G",O,2,REP,28359,0,28359,0,0,0,0,0,0,0,0,0,26059,CA,15,L,,,,0,2000,0,8/12/1989,100,0
H2CA15011,"BATES, EDWARD BRYANT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,11411,0,CA,15,,,,,,0,0,12/31/1990,0,0
H0CA15098,"SHIMP, ROY",O,3,LIB,2220,0,2220,0,0,0,500,0,0,0,0,0,1270,CA,15,L,,,,0,0,450,12/31/1989,0,0
H6CA16036,"PANETTA, LEON EDWARD",I,1,DEM,295399,0,272710,0,181908,204599,0,0,0,0,0,0,137400,CA,16,,W,,W,74,133750,650,12/31/1990,0,4500
H0CA16047,"REISS, JERRY M",,2,REP,23939,0,23849,0,0,88,0,10000,0,0,0,10000,12789,CA,16,,W,,L,22,0,1150,12/31/1990,0,0
H8CA16024,"MONTEITH, STANLEY KIMBALL MD",,2,REP,3289,0,916,0,605,2978,0,0,0,0,0,0,2716,CA,16,,,,,,0,0,12/31/1989,0,0
H0CA17045,"DOOLEY, CALVIN M",C,1,DEM,547763,0,538354,0,0,9409,1100,65750,10000,9750,10000,62140,291011,CA,17,,W,,W,55,171985,7499,12/31/1990,715,0
H0CA17052,"NAHIGIAN, ARCHIE H JR",,1,DEM,242857,0,242869,0,0,0,0,23000,0,0,0,81827,203235,CA,17,,L,,,0,12900,100,12/31/1990,2500,0
H8CA15042,"LAVERY, VINCENT",,1,DEM,0,0,230,0,230,0,0,0,0,230,0,0,0,CA,17,,,,,,0,0,5/25/1989,0,0
