Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H0AL03036,"BROWDER, JOHN GLEN",I,1,DEM,95286,0,171912,0,242422,165794,0,0,0,0,0,0,76769,AL,3,,W,,W,64,0,1500,12/31/1994,0,0
H0AL03077,"ADAMS, CHARLES H",C,1,DEM,11683,0,11683,0,0,0,11683,0,0,7717,0,29101,0,AL,3,,,,,,0,0,12/31/1994,0,0
H0AL03101,"DIAL, GERALD OSCAR",C,1,DEM,15750,0,15750,0,0,0,5000,0,0,15750,0,19344,500,AL,3,,,,,,10250,0,6/30/1994,0,0
H4AL03020,"FITE, LEAMON M JR",,1,DEM,42075,0,41696,0,0,378,0,41000,0,0,0,41000,575,AL,3,,L,,,0,500,0,7/14/1994,0,0
H0AL03168,"SLEDGE, ROLAND DONALD",,2,REP,0,0,231,0,231,0,0,0,0,231,0,0,0,AL,3,,,,,,0,0,6/17/1994,0,0
H4AL03038,"HAND, BENNY CHARLES JR",,2,REP,44048,0,41265,0,0,2780,0,20700,0,300,0,20400,18463,AL,3,,W,,L,36,0,3000,12/31/1994,0,0
H6AL04023,"BEVILL, TOM",I,1,DEM,324350,0,274164,0,365281,415460,0,0,0,0,0,0,94445,AL,4,,W,,W,100,213300,0,12/31/1994,500,1000
H0AL05049,"CRAMER, ROBERT E (BUD) JR",I,1,DEM,559632,13559,582575,13559,32112,7885,0,0,0,0,0,0,247211,AL,5,,W,,W,51,289300,5187,12/31/1994,7475,0
H0AL05148,"SPEARS, WILLIAM EARL",C,1,DEM,0,0,0,0,1094,1094,0,0,0,0,0,5050,0,AL,5,,,,,,0,0,12/31/1994,0,0
H6AL05038,"FLIPPO, RONNIE G",C,1,DEM,41001,0,29066,0,430364,442288,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1994,0,0
H2AL05037,"SMITH, TERRY ALLEN",,2,REP,1635,0,1954,0,319,0,1635,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1993,0,0
H4AL05025,"PARKER, WAYNE JR",,2,REP,436787,100,430822,0,0,6673,0,0,0,0,0,0,401734,AL,5,,R,W,L,49,4525,29571,12/31/1994,450,0
H4AL05033,"MCINNISH, HUGH",,2,REP,40973,0,39911,0,0,1060,2672,15493,0,0,0,15493,22699,AL,5,,R,L,,0,0,0,12/31/1994,0,0
H4AL05041,"PALICKI, BERNARD M",,2,REP,18470,0,18085,0,0,0,3289,9799,0,2005,0,0,740,AL,5,,L,,,0,0,0,12/31/1994,120,0
H2AL06019,"ERDREICH, BENJAMIN L",C,1,DEM,0,0,16421,0,16422,0,0,0,0,0,0,0,0,AL,6,,,,,,0,0,9/30/1994,0,0
H2AL06035,"BACHUS, SPENCER THOMAS III",I,2,REP,458345,0,332233,0,24609,145719,0,0,0,0,0,0,257381,AL,6,,W,,W,79,198575,165,12/31/1994,1150,1500
H2AL06043,"CONNORS, MARTIN J (MARTY) III",,2,REP,26,0,0,0,373,3,0,0,0,0,0,33333,0,AL,6,,,,,,0,0,12/31/1994,0,0
H2AL07025,"SANDERS, HENRY",C,1,DEM,114409,16962,114527,0,3565,2446,200,91340,3750,112552,0,93304,205,AL,7,,,,,,0,0,12/30/1994,0,0
H2AL07033,"MCCLAIN, EDWARD B",C,1,DEM,117,0,502,0,385,0,0,0,0,0,0,1233,117,AL,7,,,,,,0,0,7/15/1993,0,0
H2AL07041,"HILLIARD, EARL FREDERICK",I,1,DEM,334130,0,337772,0,6322,4110,1905,17705,12607,15600,3654,53254,36216,AL,7,,W,,W,77,260900,450,12/31/1994,0,0
H2AL07058,"KNIGHT, JOHN F JR",C,1,DEM,8625,0,8153,0,560,73,0,0,0,2682,1078,71306,3525,AL,7,,,,,,5000,0,12/31/1994,0,0
H2AL07066,"THOMAS, JAMES LOUIS",C,1,DEM,24146,0,25770,0,0,0,0,12800,0,0,0,3025,3096,AL,7,,,,,,250,0,3/31/1993,8000,0
H6AL07075,"HARRIS, CLAUDE JR",C,1,DEM,6102,0,107466,0,101364,0,0,0,0,0,0,0,0,AL,7,,,,,,0,0,12/31/1994,0,0
H0AL07052,"BARKER, MICHAEL DEAN",,2,REP,0,0,0,0,0,0,0,0,0,0,0,26257,0,AL,7,,,,,,0,0,12/31/1994,0,0
H0AR01018,"GIBSON, MICHAEL LEE",,1,DEM,34669,0,34669,0,777,777,34669,0,0,20000,0,173500,0,AR,1,,,,,,0,0,12/31/1994,0,0
H2AR01022,"LINCOLN, BLANCHE M LAMBERT",I,1,DEM,475429,0,505453,0,112243,82219,0,0,0,0,0,0,143276,AR,1,,W,,W,53,313867,4428,12/31/1994,700,0
H4AR01028,"WAGNER, WAYNE",,1,DEM,10012,0,10012,0,0,0,0,0,0,0,0,0,10000,AR,1,,,,,,0,0,3/31/1994,500,0
H6AR01023,"ALEXANDER, WILLIAM VOLLIE JR",C,1,DEM,175,0,1394,0,1219,0,0,0,0,0,0,5017,0,AR,1,,,,,,0,0,6/30/1994,0,0
H0AR01026,"HAYES, TERRY OWEN",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AR,1,,,,,,0,0,6/30/1993,0,0
H4AR01036,"DUPWE, WARREN E",,2,REP,211113,0,210360,0,0,753,15841,0,0,0,0,3055,184772,AR,1,,W,,L,47,2750,5125,12/31/1994,250,0
H6AR04019,"THORNTON, RAY",I,1,DEM,361122,0,423597,0,115739,53263,0,0,0,0,0,0,179260,AR,2,,W,,W,57,169504,1550,12/31/1994,0,0
H0AR02065,"KEET, JAMES HOLLAND III ""JIM KEET""",C,2,REP,14416,0,13596,0,113,930,0,1000,0,13416,0,78464,0,AR,2,,,,,,0,0,12/31/1994,0,0
H2AR02020,"SCOTT, DENNIS D",,2,REP,0,0,139,0,139,0,0,0,0,2500,0,0,0,AR,2,,,,,,0,0,6/30/1993,139,0
H4AR02109,"POWELL, WILLIAM E ""BILL""",,2,REP,63600,0,60918,0,0,2681,0,0,0,0,0,0,60986,AR,2,,W,,L,43,200,1750,12/31/1994,0,0
H0AR03014,"IVY, DANNY CHRIS",C,1,DEM,66,0,164,0,35,0,62,0,0,0,0,0,0,AR,3,,,,,,0,0,12/31/1993,0,0
H2AR03051,"HARRISON, BILL",C,1,DEM,20842,0,28298,0,7456,0,20842,0,0,25000,0,0,0,AR,3,,,,,,0,0,6/30/1993,0,0
H2AR03085,"NELMS, DON",C,1,DEM,3278,0,3278,0,0,0,0,3278,0,0,0,213352,0,AR,3,,,,,,0,0,12/31/1994,0,0
H2AR03119,"VANWINKLE, JOHN R",C,1,DEM,9155,0,9223,0,67,0,0,0,0,9155,0,0,9155,AR,3,,,,,,0,0,12/31/1993,0,0
H4AR03016,"SEITZ, BERTA LENA",,1,DEM,63386,0,61131,0,0,2254,1044,5000,0,0,0,5000,35832,AR,3,,W,,L,32,10500,8615,12/31/1994,0,0
H2AR03069,"HUTCHINSON, Y TIM",I,2,REP,327690,0,288412,0,4246,43525,0,0,0,0,0,0,175432,AR,3,,W,,W,68,145617,5368,12/31/1994,775,0
H2AR03077,"BARCLAY, RICHARD L",C,2,REP,3289,0,1185,0,-2096,0,2861,0,0,0,0,0,428,AR,3,,,,,,0,0,3/31/1993,0,0
H6AR03029,"HAMMERSCHMIDT, JOHN PAUL",C,2,REP,5258,0,433232,0,429628,1654,0,0,0,0,0,0,0,AR,3,,,,,,0,0,11/19/1993,0,0
H2AR03010,"MCDOUGAL, JAMES BERT",,1,DEM,28251,0,28364,0,113,0,28251,0,0,0,0,0,0,AR,4,,L,,,0,0,0,5/24/1994,0,0
H2AR04034,"MCCUEN, WILLIAM JAMES",,1,DEM,5156,0,20328,0,15171,0,0,0,0,0,0,0,500,AR,4,,,,,,750,0,1/17/1995,6540,0
H4AR04014,"PARKERSON, JOHN W",,1,DEM,87383,0,87382,0,0,0,1500,0,0,0,0,0,67792,AR,4,,L,,,0,17500,0,9/30/1994,150,0
H4AR04022,"BRADFORD, JAY T",,1,DEM,799791,0,797708,0,0,2080,23900,80000,0,0,42000,39393,528213,AR,4,,W,,L,48,159178,8500,12/31/1994,1100,400
H8AR04023,"ANTHONY, BERYL FRANKLIN JR",C,1,DEM,6616,0,15527,0,10659,1747,0,0,0,0,0,0,0,AR,4,,,,,,0,0,12/31/1994,0,0
H2AR04067,"DICKEY, JAY WOODSON JR",I,2,REP,821053,0,832117,0,14621,3557,0,0,0,123895,0,4398,776086,AR,4,,W,,W,52,1000,42337,12/31/1994,6275,10
H6AR04027,"KEELS, LAMAR",,2,REP,0,0,0,0,0,0,0,0,0,0,0,22225,0,AR,4,,,,,,0,0,1/31/1994,0,0
H0AS00018,"FALEOMAVAEGA, ENI F H",I,1,DEM,80046,0,78912,0,556,1667,200,208,200,211,800,17645,66277,AS,0,,,,W,64,13000,0,12/31/1994,625,0
H4AS00028,"AMOEUALOGO SALANOA, SOLI",C,2,REP,475,0,475,0,0,0,475,0,0,0,0,0,0,AS,0,,,,,,0,0,12/31/1993,0,0
H4AS00036,"RADEWAGEN, AMATA C",,2,REP,18203,1000,17848,0,0,354,0,0,0,0,0,4371,15749,AS,0,,,,L,21,1454,0,12/30/1994,0,0
H2AS00030,"TUIKA, TUIKA",,3,UNK,1800,0,1800,0,500,0,1000,0,0,0,0,0,800,AS,0,,,,L,3,0,0,11/17/1994,0,0
H2AZ01099,"COPPERSMITH, SAMUEL G",I,1,DEM,204308,5125,207782,126515,3474,0,0,0,0,0,2000,30000,99910,AZ,1,,,,,,97251,2000,12/31/1994,0,0
H4AZ01046,"BLANCHARD, CHUCK",O,1,DEM,468005,0,440372,0,0,27632,1025,30000,0,0,0,30741,266380,AZ,1,,W,,L,39,150558,6103,12/31/1994,1350,0
H2AZ01040,"RUSSELL, RAY L",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,110314,0,AZ,1,,,,,,0,0,6/30/1993,0,0
H2AZ01073,"BARNES, STANLY OSCAR JR",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,1,,,,,,0,0,5/13/1993,0,0
H2AZ01123,"BARTLETT, TRACE A",,2,REP,24,0,30,0,6,0,0,0,0,30,0,308,0,AZ,1,,,,,,0,0,12/31/1994,0,0
H2AZ06023,"MUNDELL, WILLIAM A",C,2,REP,139,0,1423,0,1283,0,0,0,0,0,0,0,0,AZ,1,,,,,,0,0,7/31/1993,0,0
H4AZ01020,"RAWLES, LINDA",O,2,REP,165517,0,165227,0,0,29,0,26000,0,608,0,26392,135847,AZ,1,,L,,,0,2100,0,12/31/1994,5750,0
H4AZ01038,"SALMON, MATTHEW J",O,2,REP,539023,0,508421,0,0,30601,0,0,0,0,0,41739,273102,AZ,1,,W,,W,56,234251,21700,12/31/1994,0,1000
H4AZ01053,"HERMON, BEVERLY ELAINE",O,2,REP,75505,0,75324,0,0,178,0,32250,0,0,0,40634,41567,AZ,1,,L,,,0,1350,0,12/31/1994,200,0
H4AZ01061,"SMITH, SUSAN BITTER",O,2,REP,98397,0,97133,0,0,1263,0,29134,0,18250,0,10885,49112,AZ,1,,L,,,0,20149,0,1/31/1995,0,0
H6AZ01033,"SELLERS, DEAN K",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,149692,0,AZ,1,,,,,,0,0,6/30/1993,0,0
H6AZ01108,"RHODES, JOHN JACOB III",C,2,REP,38048,0,48953,0,13274,2267,0,25000,0,0,0,25000,0,AZ,1,,,,,,0,0,12/31/1994,0,0
H2AZ02055,"PASTOR, EDWARD LOPEZ",I,1,DEM,368594,0,349627,0,33368,52628,0,0,0,0,0,0,151401,AZ,2,,W,,W,62,209725,1050,12/31/1994,0,0
H2AZ02089,"YRUN, VIRGINIA L",C,1,DEM,0,0,99,0,99,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,6/30/1993,0,0
H2AZ02071,"KAITES, JOHN PETER",C,2,REP,12900,0,13195,0,296,0,0,0,0,1875,1500,0,8000,AZ,2,,,,,,4650,0,7/27/1994,0,0
H0AZ03222,"HARTSTONE, ROGER DAVID",,1,DEM,564,0,3787,0,3222,0,505,0,0,0,0,0,0,AZ,3,,,,,,0,0,11/30/1993,0,0
H4AZ03034,"SPRAGUE, HOWARD LEE",,1,DEM,6919,0,6756,0,0,0,1380,600,0,1200,0,0,3314,AZ,3,,W,,L,30,500,250,12/31/1994,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,189792,0,152718,0,43638,80712,0,0,0,0,0,0,74497,AZ,3,,W,,W,70,110075,1029,12/31/1994,0,0
H0AZ04451,"IVEY, MARK JR",,1,DEM,835,0,1495,0,659,0,835,0,0,1495,0,0,0,AZ,4,,,,,,0,0,4/5/1993,0,0
H4AZ04040,"CURE, CAROL",O,1,DEM,282024,0,281562,0,0,461,900,75814,0,47000,0,29648,153980,AZ,4,,W,,L,36,49507,200,12/31/1994,0,0
H6AZ04060,"DAVIS, PHILIP RICHARD",C,1,DEM,0,0,109,0,785,676,0,0,0,0,0,18333,0,AZ,4,,,,,,0,0,6/30/1993,0,0
H4AZ04016,"SHADEGG, JOHN BARDEN",O,2,REP,604923,0,592499,0,0,12423,4910,33000,0,20000,2698,31717,392217,AZ,4,,W,,W,60,159184,9999,12/31/1994,350,0
H4AZ04024,"FRANKS, TRENT",O,2,REP,313506,0,313367,0,0,136,390,130825,0,22600,0,111225,182291,AZ,4,,L,,,0,0,0,12/31/1994,680,0
H4AZ04032,"JUGLOFF, JOAN T",O,2,REP,3120,0,3119,0,0,0,1000,0,0,0,0,0,2120,AZ,4,,L,,,0,0,0,9/30/1994,1543,0
H4AZ04057,"BRUNER, JAMES D",O,2,REP,537985,0,536880,0,0,1105,3569,120000,0,24900,0,95100,392340,AZ,4,,L,,,0,19275,0,12/31/1994,7424,0
H6AZ04110,"KYL, JON L",I,2,REP,76010,0,567483,522123,493753,2279,0,0,0,0,0,1368,36595,AZ,4,,,,,,33259,0,12/31/1994,1029,0
H2AZ04077,"COLLINGS, DEBORAH S (DEBBIE)",,3,IND,0,0,3611,0,3611,0,0,0,0,2907,0,0,0,AZ,4,,,,,,0,0,6/15/1993,0,0
H2AZ04036,"BROWN, JACK E",O,3,,0,0,0,0,0,0,0,0,0,0,0,47135,0,AZ,4,,,,,,0,0,6/30/1994,0,0
H2AZ05058,"TOEVS, JIM",,1,DEM,163,0,209,0,116,70,0,0,0,200,0,18715,0,AZ,5,,,,,,0,0,6/30/1993,0,0
H4AZ05021,"AUERBACH, GARY",,1,DEM,114496,0,113889,0,0,605,860,19000,0,19000,0,10000,66086,AZ,5,,W,,L,30,27600,950,12/31/1994,0,0
H4AZ05039,"ORMS, KEN",,1,DEM,102034,0,80,0,0,101953,10000,92000,0,0,0,96170,0,AZ,5,,,,,,0,0,3/31/1994,0,0
H2AZ02014,"KOLBE, JAMES THOMAS",I,2,REP,496848,0,478730,0,21918,40033,0,0,0,0,0,9985,326282,AZ,5,,W,,W,70,158365,985,12/31/1994,1070,0
H4AZ02010,"SWEENEY, JOSEPH DUDLEY",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,5,,L,,,0,0,0,9/30/1994,0,0
H2AZ03020,"ENGLISH, KARAN",I,1,DEM,820720,0,809265,0,3238,14693,0,23500,0,32500,1000,34459,394461,AZ,6,,W,,L,41,380361,7300,12/31/1994,500,0
H2AZ06056,"STEPHENS, ALAN J",C,1,DEM,3527,0,3660,0,418,185,0,1400,0,520,0,16049,800,AZ,6,,,,,,0,0,12/31/1994,0,0
H2AZ06080,"HALE, ALBERT A",C,1,DEM,1837,0,1837,0,0,0,200,0,0,0,0,0,1000,AZ,6,,,,,,0,0,12/31/1994,0,0
H2AZ06031,"WEAD, ROY DOUGLAS",C,2,REP,59458,0,60725,0,1608,343,0,6962,0,37500,0,100133,47057,AZ,6,,,,,,0,0,12/31/1994,522,0
H2AZ06049,"MEYER, MICHAEL F",C,2,REP,14380,0,14476,0,96,0,7758,0,0,0,0,12559,6290,AZ,6,,,,,,0,0,12/31/1994,0,0
H2AZ06064,"MACDONNELL, PHILIP JOSEPH",C,2,REP,45091,0,46514,0,1423,0,16281,0,0,35000,0,0,27754,AZ,6,,,,,,700,0,6/30/1993,150,0
H4AZ06011,"LISTON, RAMONA",,2,REP,91943,0,81384,0,0,0,6000,29139,20000,27069,0,20515,39384,AZ,6,,L,,,0,250,100,12/31/1994,0,0
H4AZ06029,"HARRIS, KENNETH MICHAEL",,2,REP,5000,0,5000,0,0,0,5000,0,0,0,0,0,0,AZ,6,,,,,,0,0,1/31/1994,0,0
H4AZ06037,"SMITH, DAVID BURNELL",,2,REP,68568,0,68568,0,0,0,6561,41700,0,2741,0,38958,16139,AZ,6,,L,,,0,0,1349,12/31/1994,0,0
H4AZ06045,"SCHWEIKERT, DAVID",,2,REP,211610,0,211334,0,0,274,9254,0,0,0,0,10312,173843,AZ,6,,L,,,0,28511,0,12/31/1994,0,0
H4AZ06052,"HAYWORTH, JOHN DAVID",,2,REP,565170,0,554283,0,0,10887,0,20000,1000,20000,0,1000,360798,AZ,6,,W,,W,55,158151,19011,12/31/1994,1600,0
H4AZ06060,"HUSK, GARY ANTHONY",,2,REP,100317,0,99722,410,0,593,215,18113,0,6348,0,11550,79723,AZ,6,,L,,,0,750,0,12/31/1994,400,0
H2CA01011,"BOSCO, DOUG",C,1,DEM,214878,0,213277,0,0,1600,0,59000,0,0,0,96034,125408,CA,1,,L,,,0,30470,0,12/31/1994,1149,0
H2CA01060,"HAMBURG, DAN",I,1,DEM,808620,5125,816208,0,6938,2128,0,10000,1000,14040,4040,18940,362421,CA,1,,W,,L,47,401340,24000,12/31/1994,2085,500
H0CA01064,"RIGGS, FRANK DUNCAN",C,2,REP,594860,0,605185,0,12821,2495,0,0,3000,29270,0,98967,386396,CA,1,,W,,W,53,140907,50970,12/31/1994,500,0
H0CA01072,"STOEN, TIMOTHY OLIVER",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,134864,CA,1,,,,,,0,0,12/31/1993,0,0
H4CA01033,"DERONDE, GLEN ALLEN",,2,REP,51441,0,41897,0,0,1,12498,0,0,0,0,0,38943,CA,1,,L,,,0,0,0,11/9/1994,0,0
H2CA02050,"FREEDMAN, ELLIOT ROY",,1,DEM,28,0,1056,0,2035,1006,0,0,0,0,0,0,0,CA,2,,,,,,25,0,12/31/1994,24,0
H4CA02056,"JACOBS, MARY FLORENCE",,1,DEM,168931,0,167907,0,0,1400,0,44354,0,0,0,44359,79457,CA,2,,W,,L,26,39050,5517,12/31/1994,0,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",I,2,REP,617958,0,572629,0,225763,271092,0,0,0,0,0,0,328971,CA,2,,W,,W,64,261146,1636,12/31/1994,3165,2250
H6CA02150,"KIRKPATRICK, HOWARD DELANE",C,2,REP,21794,0,21794,0,0,0,14000,0,0,14000,0,7794,7794,CA,2,,,,,,0,0,12/31/1993,0,0
H4CA02064,"KIDD, DEVVY",,3,IND,2698,0,3080,0,723,340,381,0,0,0,0,0,2698,CA,2,,W,,L,7,0,0,11/29/1994,0,0
H8CA04053,"FAZIO, VIC",I,1,DEM,1757508,0,1972033,0,281802,67278,0,0,0,0,0,10429,644501,CA,3,,W,,W,50,1073488,400,12/31/1994,11651,12100
H2CA03041,"RICHARDSON, HUBERT L",,2,REP,49273,0,52395,0,3120,0,0,0,0,11138,0,2410,47774,CA,3,,,,,,0,0,6/30/1994,0,0
H4CA03021,"LEFEVER, TIMOTHY",,2,REP,253321,0,251369,0,0,1949,0,52700,0,41500,0,19692,162512,CA,3,,W,,L,46,11100,25859,12/31/1994,0,0
H4CA03039,"FOWLER, LARRY",,2,REP,59980,0,56046,0,0,3923,0,20000,0,0,0,37624,36142,CA,3,,L,,,0,3838,0,6/30/1994,0,0
H6CA03018,"LANDOWSKI, LOWELL PATRICK",,2,REP,0,0,2,0,2,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,12/31/1994,0,0
H4CA04037,"GLENNON, MICHAEL J",,1,DEM,21962,0,21962,0,0,0,5850,0,0,5000,0,0,15087,CA,4,,,,,,525,0,3/31/1994,0,0
H4CA04045,"HIRNING, KATIE",,1,DEM,354191,0,354786,0,0,2402,0,74500,0,15000,0,95429,138830,CA,4,,W,,L,35,134050,6250,12/31/1994,0,0
H8CA14110,"MALBERG, PATRICIA",C,1,DEM,231,0,9575,0,13307,3962,0,0,0,0,0,0,0,CA,4,,,,,,0,0,12/31/1994,0,0
H0CA04050,"BAUGHMAN, MARK",,2,REP,0,0,0,0,0,0,0,0,0,0,0,3234,0,CA,4,,,,,,0,0,3/10/1994,0,0
H0CA14042,"DOOLITTLE, JOHN T",I,2,REP,680288,0,664109,0,217,16395,6,0,0,0,0,7776,446301,CA,4,,W,,W,61,214811,5389,12/31/1994,2575,1150
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,841836,0,929976,0,384523,296383,0,0,0,0,0,17413,234245,CA,5,,W,,W,68,573554,300,12/31/1994,150,4000
H0CA05032,"NICHOLS, ALAN H",,2,REP,0,0,1398,0,1446,48,0,0,0,0,1398,79053,0,CA,5,,,,,,0,0,12/31/1993,0,0
H2CA00054,"DINSMORE, ROBERT SUNDERLAND",,2,REP,78694,0,75741,0,0,1750,0,65799,1000,3500,0,57299,11558,CA,5,,W,,L,29,0,337,12/31/1994,0,0
H4CA05216,"RIORDAN, MARK",,2,REP,3176,0,3175,0,0,0,1336,0,0,0,0,0,1840,CA,5,,L,,,0,0,0,9/30/1994,0,0
H2CA05038,"HARTER, TIAN",,3,UNK,0,0,16,0,40,16,0,0,0,0,0,0,0,CA,5,,,,,,0,0,8/12/1993,0,0
H2CA01045,"WOOLSEY, LYNN",I,1,DEM,655259,0,649388,0,3112,8981,0,0,0,23700,0,35068,310660,CA,6,,W,,W,58,341349,0,12/31/1994,0,0
H2CA06101,"NATION, JOSEPH EDWARD",C,1,DEM,11737,0,11737,0,321,321,0,10022,0,3860,10022,33969,1715,CA,6,,,,,,0,0,12/31/1994,0,0
H2CA06127,"RICE, DENIS T",C,1,DEM,14647,0,14572,0,2321,2394,0,14547,0,0,0,123949,100,CA,6,,,,,,0,0,12/31/1994,0,0
H2CA06135,"STRAND, DAVID N",C,1,DEM,17702,0,16601,0,15,1115,6450,295,0,9200,0,46807,3950,CA,6,,,,,,0,0,12/31/1994,0,0
H2CA06143,"JOHNSTON, JOHN BENNETT III",C,1,DEM,500,0,1974,0,1474,0,0,0,0,0,0,0,0,CA,6,,,,,,0,0,5/31/1993,0,0
H2CA06168,"KOENIGSHOFER, ERIC JOSEF",C,1,DEM,65060,0,64991,0,41,110,52993,14000,0,48067,0,20433,0,CA,6,,,,,,0,0,12/31/1994,0,0
H2CA06150,"FILANTE, WILLIAM J MD",C,2,REP,5319,0,6159,0,837,0,0,0,0,0,0,0,4849,CA,6,,,,,,0,0,3/16/1993,1823,0
H4CA06016,"BINDERUP, DOUGLAS FREDRICK",,2,REP,0,0,0,0,262,262,0,0,0,0,0,21458,0,CA,6,,,,,,0,0,6/30/1993,0,0
H4CA06032,"BAKA, GREGORY VINCENT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,14208,0,CA,6,,,,,,0,0,6/30/1993,0,0
H4CA06040,"HUGHES, DUANE CHARLES",,2,REP,92869,0,90308,0,0,2560,0,13847,0,1500,0,14164,75709,CA,6,,L,,,0,0,0,12/31/1994,0,0
H4CA06057,"MCCORVEY, LEX MARSHALL",,2,REP,84186,0,84184,0,0,0,1000,50000,0,45462,0,0,33186,CA,6,,L,,,0,0,0,6/30/1994,0,0
H4CA06065,"ROSANELLI, TOM",,2,REP,67198,0,65439,0,0,1788,0,65000,0,9887,0,55113,2198,CA,6,,L,,,0,0,0,10/15/1994,0,0
