Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H6AL05178,"BURTON, CHARLES HERBERT",C,2,REP,210,0,1021,0,824,16,0,0,0,800,0,1060,100,AL,5,,,,,,0,0,12/31/2000,100,0
H8AL05067,"AUST, GILBERT MONROE JR",C,2,REP,58990,0,64682,0,5692,0,0,58980,0,64082,0,0,0,AL,5,,,,,,0,0,12/31/1999,0,0
H8AL05083,"DIXON, HERBERT MAHLON",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,29436,0,AL,5,,,,,,0,0,9/30/2000,0,0
H6AL06085,"BATES, MARY LYNN DOVITH",C,1,DEM,0,0,0,0,1201,1201,0,0,0,0,0,0,0,AL,6,,,,,,0,0,12/31/2000,0,0
H2AL06035,"BACHUS, SPENCER T III",I,2,REP,672429,0,577565,0,143439,238302,0,0,22000,0,0,0,266008,AL,6,,W,,W,88,351503,708,12/31/2000,1000,0
H2AL06043,"CONNORS, MARTIN J (MARTY) III",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,26635,0,AL,6,,,,,,0,0,12/31/1999,0,0
H0AL07060,"DAVIS, ARTUR GENESTRE",C,1,DEM,84872,0,86788,0,2150,0,5055,15000,0,1664,0,50798,57817,AL,7,,L,,,0,7000,0,12/31/2000,350,0
H2AL07025,"SANDERS, HENRY",C,1,DEM,0,0,0,0,2446,2446,0,0,0,0,0,130881,0,AL,7,,,,,,0,0,12/31/1999,0,0
H2AL07041,"HILLIARD, EARL FREDERICK",I,1,DEM,483046,0,484630,0,780,8146,0,57850,35,51900,0,21836,107718,AL,7,,W,,W,75,137150,178200,12/31/2000,4000,0
H6AL07117,"SOWELL, MIRKO DEWAYNE",C,1,DEM,4625,0,4688,0,145,27,4625,0,0,0,0,0,0,AL,7,,L,,,0,0,0,6/30/2000,0,0
H0AL07078,"MARTIN, ED",C,2,REP,18665,0,18431,0,0,231,570,500,0,0,0,0,11695,AL,7,,W,,L,23,1000,5000,1/31/2001,400,0
H6AL07133,"BETHUNE, MILTON R",C,2,REP,4672,0,4711,0,48,9,0,4572,0,0,0,48087,0,AL,7,,L,,,0,0,0,12/31/2000,0,0
H6AL07141,"WALKER, CLIFF",C,2,REP,0,0,0,0,1181,1181,0,0,0,0,0,0,0,AL,7,,,,,,0,0,1/31/2001,0,0
H0AR01018,"GIBSON, MICHAEL LEE",C,1,DEM,29040,0,29040,0,777,777,29040,0,0,20000,0,83650,0,AR,1,,,,,,0,0,12/31/1999,0,0
H6AR01072,"BERRY, MARION",I,1,DEM,1147693,0,1169274,0,131577,109997,0,0,0,0,0,9992,703989,AR,1,,W,,W,59,421800,10579,12/31/2000,1500,500
H6AR01080,"DONALDSON, THOMAS F JR",C,1,DEM,27500,0,27500,0,0,0,2500,25000,0,25000,0,23843,0,AR,1,,,,,,0,0,12/31/2000,0,0
H0AR01059,"SUTFIN, JASON ERIC",C,2,REP,27894,0,27391,0,0,-107,6172,0,0,0,0,0,21722,AR,1,,L,,,0,0,0,5/15/2000,0,0
H0AR01067,"MYSHKA, SUSAN J",C,2,REP,298618,0,298491,0,0,126,17000,0,0,0,0,3100,245450,AR,1,,W,,L,41,15362,20077,12/31/2000,150,0
H6AR02146,"STODOLA, MARK",C,1,DEM,9602,0,11209,0,1606,0,9599,0,0,9000,0,9000,0,AR,2,,,,,,0,0,12/31/1999,1000,0
H6AR02203,"SNYDER, VICTOR FREDERICK",I,1,DEM,641516,0,624989,120319,4215,20809,0,1500,0,1500,0,0,406026,AR,2,,W,,W,57,217172,8800,12/31/2000,100,0
H0AR02073,"MARTIN, ROD D",C,2,REP,94302,0,93192,0,0,1109,0,0,300,0,300,7300,93902,AR,2,,L,,,0,0,100,12/31/2000,0,0
H0AR02081,"THOMAS, ROBERT GRANT",C,2,REP,261970,0,261969,0,0,0,0,12499,0,769,0,0,210621,AR,2,,W,,L,43,22500,16600,12/31/2000,0,0
H2AR03085,"NELMS, DON",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,211790,0,AR,3,,,,,,0,0,6/30/2000,0,0
H6AR03045,"DAVIS, BOYCE RAY",C,1,DEM,0,0,9365,0,0,0,0,0,0,8365,0,1250,0,AR,3,,,,,,0,0,12/31/2000,0,0
H6AR03011,"HUTCHINSON, ASA",I,2,REP,1151689,0,949743,0,118123,320069,0,0,0,0,0,0,784114,AR,3,,W,,W,100,284229,4946,12/31/2000,4021,2000
H0AR04038,"ROSS, MICHAEL AVERY",C,1,DEM,1671793,0,1641164,0,0,30629,1800,15000,60000,15000,0,62393,857967,AR,4,,R,W,W,51,674362,49594,12/31/2000,3200,0
H0AR04046,"HARRIS, BRUCE C",C,1,DEM,167064,0,166891,0,0,172,0,5000,0,0,0,218,149364,AR,4,,L,,,0,12700,0,12/31/2000,0,500
H0AR04053,"GRAHAM, CECIL DEWAYNE",C,1,DEM,66610,0,78138,8385,0,0,3500,39416,0,17330,0,22468,23543,AR,4,,R,L,,0,0,0,12/31/2000,0,0
H6AR04043,"COPLEY, STEPHEN JEAN",C,1,DEM,0,0,0,0,105,105,0,0,0,0,0,630,0,AR,4,,,,,,0,0,12/31/2000,0,0
H8AR04056,"WYNNE, TOM",C,1,DEM,8926,0,8926,0,0,0,8926,0,0,0,0,0,0,AR,4,,,,,,0,0,1/12/2000,0,0
H8AR04080,"SMITH, JUDY",C,1,DEM,295340,0,266726,0,16316,202,0,0,0,0,0,1928,269790,AR,4,,L,,,0,24350,1000,12/31/2000,0,0
H2AR04067,"DICKEY, JAY W JR",I,2,REP,1696189,0,1760978,0,71443,6655,0,0,4000,0,0,4000,1544311,AR,4,,W,,L,49,0,113746,12/31/2000,6947,0
H0AS00018,"FALEOMAVAEGA, ENI F H",I,1,DEM,91636,0,85967,0,2916,8582,0,0,0,0,0,22349,48536,AS,0,,W,,W,61,42500,500,12/31/2000,0,0
H4AS00036,"COLEMAN, AUMUA AMATA",C,2,REP,30763,0,24572,0,0,6188,0,0,0,0,0,0,22763,AS,0,,L,,,0,5500,2500,12/31/2000,0,0
H2AZ01099,"COPPERSMITH, SAMUEL G",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,29000,0,AZ,1,,,,,,0,0,12/31/2000,0,0
H8AZ01062,"MENDOZA, DAVID ARMIJO",O,1,DEM,78017,0,74451,0,1106,4670,0,0,0,0,0,0,18317,AZ,1,,W,,L,43,59500,0,12/31/2000,0,0
H0AZ01184,"FLAKE, JEFFRY LANE",O,2,REP,558483,0,505210,6000,0,61511,1000,0,0,0,0,0,420998,AZ,1,,W,,W,53,129869,4750,12/31/2000,0,0
H0AZ01218,"LIDDY, THOMAS PURCELL",O,2,REP,431669,0,418067,0,0,13600,0,61703,0,0,0,61704,359934,AZ,1,,L,,,0,8000,0,12/31/2000,1030,0
H0AZ01226,"DICICCIO, SALVATORE A",O,2,REP,330721,0,365060,0,0,664,0,0,0,0,0,0,307608,AZ,1,,L,,,0,56662,0,12/31/2000,0,0
H4AZ01020,"RAWLES, LINDA",C,2,REP,15512,0,15512,0,0,0,15512,0,0,15512,0,0,0,AZ,1,,,,,,0,0,6/30/1999,0,0
H4AZ01038,"SALMON, MATT",I,2,REP,7745,0,84059,1750,95411,19096,0,0,0,0,0,0,283,AZ,1,,,,,,2879,0,12/31/2000,0,0
H4AZ01061,"SMITH, SUSAN BITTER",O,2,REP,352231,0,347146,0,3379,7727,23558,56149,0,0,0,67036,209564,AZ,1,,L,,,0,62468,98,12/31/2000,0,0
H4AZ01087,"TOLLEFSON, BERT",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,1,,L,,,0,0,0,8/27/2000,0,0
H2AZ02055,"PASTOR, EDWARD L",I,1,DEM,743176,0,569648,50000,229699,403227,0,0,0,0,0,0,299273,AZ,2,,W,,W,68,419050,969,12/31/2000,0,0
H8AZ02060,"BARENHOLTZ, BILL",C,2,REP,85222,0,90263,0,471,78,750,2000,0,4500,0,0,80472,AZ,2,,W,,L,27,2000,0,12/8/2000,200,0
H0AZ03248,"SCHARER, GENE PAUL",C,1,DEM,7265,0,7233,9,0,30,1645,0,240,240,0,1747,3780,AZ,3,,W,,L,32,1200,400,12/31/2000,0,0
H6AZ04136,"STARKY, STUART M",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,3/31/2000,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,419796,0,377426,0,75676,117909,0,0,0,0,0,0,188547,AZ,3,,W,,W,65,227679,0,12/31/2000,0,0
H8AZ03076,"HENSLEY, RICHARD FRANKLIN",C,2,REP,3203,0,3035,0,0,466,3203,0,0,0,0,0,0,AZ,3,,L,,,0,0,0,12/31/2000,0,0
H4AZ03042,"TURNANSKY, STUART MICHAEL",C,1,DEM,0,0,0,0,564,564,0,0,0,0,0,15779,0,AZ,4,,,,,,0,0,12/31/1999,0,0
H6AZ04151,"MILTON, MARIA ELENA",C,1,DEM,4195,0,4494,0,401,0,0,0,0,0,0,0,3795,AZ,4,,,,,,0,0,12/31/1999,0,0
H8AZ03084,"JANKOWSKI, BEN H",C,1,DEM,4275,0,1250,0,553,284,0,0,2000,0,0,2000,1275,AZ,4,,W,,L,33,1000,0,10/18/2000,0,0
H4AZ04016,"SHADEGG, JOHN BARDEN",I,2,REP,707996,24821,573748,0,68546,202893,0,0,0,0,0,0,324153,AZ,4,,W,,W,63,345218,1538,12/31/2000,1300,0
H0AZ05037,"RYAN, MARY JUDGE",C,1,DEM,135176,0,116588,0,0,18584,10500,35700,0,0,0,35700,86112,AZ,5,,L,,,0,2250,0,12/31/2000,0,0
H0AZ05045,"CUNNINGHAM, GEORGE",C,1,DEM,554939,0,553700,0,0,1480,49953,58414,4166,799,4166,58051,340216,AZ,5,,W,,L,35,97384,2500,12/31/2000,4462,0
H6AZ02056,"VOLGY, TOM",C,1,DEM,67357,0,25454,0,10938,52840,0,0,0,0,0,0,67357,AZ,5,,,,,,0,0,12/31/2000,885,0
H2AZ02014,"KOLBE, JAMES T",I,2,REP,1409933,1000,1364823,1000,92972,137081,0,0,0,0,0,0,781791,AZ,5,,W,,W,60,584911,11009,12/31/2000,2208,1000
H8AZ05055,"MURPHY, PHILLIP WAYNE",C,3,LIB,75,0,176,0,101,0,0,0,0,0,0,0,0,AZ,5,,,,,,0,0,1/31/1999,0,0
H0AZ06019,"HARRIS, KEVIN BRUCE",C,1,DEM,18704,0,17188,0,0,1515,1950,0,0,0,0,0,16715,AZ,6,,L,,,0,0,0,12/31/2000,0,0
H0AZ06027,"NELSON, LAWRENCE ROBERT",C,1,DEM,46475,0,44198,0,0,1106,0,11073,0,9000,0,1188,5720,AZ,6,,W,,L,37,11500,0,12/31/2000,0,0
H2AZ06056,"STEPHENS, ALAN J",C,1,DEM,0,0,0,0,185,185,0,0,0,0,0,16049,0,AZ,6,,,,,,0,0,12/31/1999,0,0
H6AZ06016,"OWENS, STEVE",C,1,DEM,7904,0,24886,0,23695,6711,0,0,0,0,0,0,550,AZ,6,,,,,,0,0,12/31/2000,0,0
H2AZ06031,"WEAD, ROY DOUGLAS",C,2,REP,5820,0,0,0,629,6449,0,0,0,0,0,64317,5820,AZ,6,,,,,,0,0,12/31/1999,0,0
H2AZ06049,"MEYER, MICHAEL F",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,12559,0,AZ,6,,,,,,0,0,12/31/1999,0,0
H4AZ06052,"HAYWORTH, J D",I,2,REP,1364334,0,1167745,0,109683,281253,0,0,0,0,0,0,724563,AZ,6,,W,,W,60,622962,280,12/31/2000,3880,1017
H2CA01011,"BOSCO, DOUG",C,1,DEM,0,0,0,0,1600,1600,0,0,0,0,0,73917,0,CA,1,,,,,,0,0,6/30/1999,0,0
H2CA01060,"HAMBURG, DAN",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,7440,0,CA,1,,,,,,0,0,6/30/2000,0,0
H6CA01103,"ALIOTO, MICHELA A",C,1,DEM,0,0,0,0,15241,15241,0,0,0,0,0,549678,0,CA,1,,,,,,0,0,12/31/2000,0,0
H8CA01109,"THOMPSON, C MICHAEL",I,1,DEM,932639,0,851612,0,227558,308586,0,0,0,0,0,27125,536443,CA,1,,W,,W,65,361798,1188,12/31/2000,7391,450
H8CA01125,"HENNEFER, JIM",C,1,DEM,6669,0,8435,0,3765,1982,6067,0,0,4067,0,0,0,CA,1,,,,,,0,0,12/31/2000,0,0
H0CA01064,"RIGGS, FRANK D",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,,,,,,0,0,12/31/2000,0,0
H0CA01114,"HITT, KENNETH ALLAN",C,2,REP,23681,0,23512,0,0,169,6219,11044,0,0,0,11044,6416,CA,1,,L,,,0,0,0,12/31/2000,0,0
H8CA01117,"LUCE, MARK CHRISTOPHER",C,2,REP,162,0,1025,0,862,0,0,0,0,0,0,0,120,CA,1,,,,,,0,0,6/30/1999,0,0
H8CA01133,"CHASE, RUSSEL J ""JIM""",C,2,REP,17130,0,17730,0,600,0,5549,5500,76,6000,77,0,3050,CA,1,,,,L,28,299,0,12/31/2000,0,0
H6CA02168,"BRADEN, ROBERTS A",C,1,DEM,2434,2038,9192,2038,6756,0,0,0,0,6734,0,0,0,CA,2,,,,,,0,0,6/30/1999,0,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",I,2,REP,692904,0,664374,0,473829,502358,0,0,0,0,0,0,308950,CA,2,,W,,W,66,331836,44,12/31/2000,2210,2000
H8CA03113,"BEEMAN, HOWARD",C,1,DEM,1610,0,1568,0,316,358,0,500,0,0,0,32955,1110,CA,3,,,,,,0,0,12/31/2000,0,0
H8CA03121,"DUNN, SANDIE",C,1,DEM,8914,0,4448,0,5761,10227,0,0,0,0,0,91460,5010,CA,3,,,,,,481,0,12/31/2000,0,0
H8CA03139,"KENT, ROBERT DEAN",C,1,DEM,306128,0,303024,0,24,2955,0,182793,0,44500,12000,141119,65348,CA,3,,W,,L,41,47836,0,12/31/2000,2000,0
H8CA04053,"FAZIO, VICTOR",C,1,DEM,10675,0,190471,0,184232,4435,0,0,0,0,0,0,0,CA,3,,,,,,0,0,12/31/2000,3000,0
H8CA03097,"ALBY, BARBARA",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,6/30/1999,0,0
H8CA03105,"OSE, DOUG",I,2,REP,857443,0,593164,0,12349,276628,0,0,0,0,0,1433125,496697,CA,3,,W,,W,57,341436,93,12/31/2000,950,1250
H0CA04100,"NORBERG, MARK A",C,1,DEM,15140,0,14540,0,0,0,0,0,0,0,0,0,9573,CA,4,,W,,L,32,3600,1967,12/31/2000,0,0
H4CA04045,"HIRNING, KATHLEEN M",C,1,DEM,12600,0,12600,0,100,100,12600,0,0,0,5628,81810,0,CA,4,,,,,,0,0,6/30/2000,0,0
H0CA14042,"DOOLITTLE, JOHN T",I,2,REP,555081,0,587722,0,101981,69337,0,0,0,0,0,6147,340751,CA,4,,W,,W,62,190121,0,12/31/2000,5000,2000
H8CA03014,"MATSUI, ROBERT",I,1,DEM,744829,0,770062,0,231339,206105,0,0,0,0,0,10055,196596,CA,5,,W,,W,69,527490,0,12/31/2000,750,2500
H0CA05040,"PAYNE, KENNETH J",C,2,REP,45517,0,44395,0,0,1118,0,26010,0,0,0,28156,19337,CA,5,,W,,L,26,150,0,12/31/2000,250,0
H8CA05142,"GORRE, EDWARD EDELLON",C,2,REP,327,0,141,0,13,0,327,0,0,0,0,0,0,CA,5,,,,,,0,0,12/31/1999,0,0
H8CA05134,"TUMA, DOUGLAS ARTHUR",C,3,LIB,454,0,488,0,49,15,20,100,0,0,0,1713,334,CA,5,,,,,,0,0,12/31/2000,0,0
H2CA01045,"WOOLSEY, LYNN C",I,1,DEM,634080,0,576539,0,223519,281057,0,0,0,0,0,0,371021,CA,6,,W,,W,64,247235,439,12/31/2000,0,0
H2CA06101,"NATION, JOSEPH EDWARD",C,1,DEM,0,0,418,0,418,0,0,0,0,418,0,22848,0,CA,6,,,,,,0,0,6/30/1999,0,0
H2CA06135,"STRAND, DAVID N",C,1,DEM,7850,0,8338,0,541,53,3925,0,0,4325,0,30381,0,CA,6,,,,,,0,0,12/31/1999,0,0
H4CA06073,"NUGENT, MICHAEL J",C,2,REP,0,0,0,0,1045,1045,0,0,0,0,0,286389,0,CA,6,,,,,,0,0,12/31/1999,0,0
H8CA06041,"MCAULIFFE, KENNETH SCOTT",C,2,REP,17835,0,17979,0,532,385,2200,6700,0,0,0,80039,8435,CA,6,,W,,L,28,0,500,12/31/2000,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,382248,0,443578,0,219433,158106,0,0,0,0,0,0,147740,CA,7,,W,,W,77,227032,304,12/31/2000,500,11500
H0CA07079,"HOFFMAN, CHRISTOPHER",C,2,REP,6699,0,5293,0,0,77,0,568,310,200,0,825,5145,CA,7,,W,,L,21,100,0,12/7/2000,0,0
H0CA07087,"MRAOVICH, NICHOLAS (""NICK"")",C,2,REP,7604,0,7481,0,0,121,0,800,0,200,0,600,6629,CA,7,,L,,,0,0,0,12/31/2000,0,0
H4CA07048,"REECE, NORMAN H",C,2,REP,110,0,2960,2960,2850,0,0,0,0,0,0,0,110,CA,7,,,,,,0,0,12/31/1999,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,410465,0,608318,0,224845,35787,0,0,0,0,0,0,113810,CA,8,,W,,W,85,280979,0,12/31/2000,1500,0
H8CA09060,"LEE, BARBARA",I,1,DEM,492132,0,452812,0,7280,46598,0,0,0,0,0,0,275246,CA,9,,W,,W,85,215983,0,12/31/2000,250,0
H8CA09078,"HARPER, GREG",C,1,DEM,0,0,11270,0,5635,0,0,0,0,11270,0,0,0,CA,9,,,,,,0,0,4/2/1999,0,0
H8CA09086,"SANDERS, CLAIBORNE (CLAY)",C,2,REP,0,0,0,0,1112,977,0,0,0,0,0,10000,0,CA,9,,,,,,0,0,12/31/1999,0,0
H4CA10042,"HORAN, TIMOTHY EARL III",C,1,DEM,0,0,0,0,447,447,0,0,0,0,0,8542,0,CA,10,,,,,,0,0,6/30/1999,0,0
H6CA10088,"TAUSCHER, ELLEN O",I,1,DEM,1566172,0,1540830,0,38890,64232,0,0,0,0,0,20132,704222,CA,10,,W,,W,53,831376,40,12/31/2000,9020,0
H0CA10057,"KILIAN, DENNIS M",C,2,REP,54056,0,53934.34,0,0,120,14437,18500,0,0,0,18500,21119,CA,10,,L,,,0,0,0,12/31/2000,0,0
H0CA10065,"HUTCHISON, CLAUDE B JR",C,2,REP,1138999,0,1127901,0,0,11096,1367,100000,0,0,0,100000,909618,CA,10,,W,,L,44,94860,29049,12/31/2000,2650,0
H2CA00047,"BAKER, WILLIAM P",C,2,REP,6167,0,20592,0,19073,4647,0,0,0,0,0,0,50,CA,10,,,,,,0,0,12/31/2000,0,0
H6CA07084,"BLAKE, GORDON THOMAS",C,2,REP,52148,0,52255,0,280,140,0,4516,0,0,0,4516,44635,CA,10,,L,,,0,2967,0,12/31/2000,1000,0
H8CA10068,"BALL, CHARLES JOKL",C,2,REP,45791,0,72884,0,27323,880,0,0,0,18000,0,107000,36110,CA,10,,,,,,0,0,12/31/2000,24505,0
H6CA10112,"JANLOIS, VALERIE T",C,3,NLP,5800,0,5836,0,1894,1586,5000,0,0,0,0,0,4100,CA,10,,W,,L,3,0,0,12/31/2000,0,0
H0CA11253,"SANTOS, TOM Y",C,1,DEM,12980,0,12980,0,0,0,0,0,1970,470,1500,0,3140,CA,11,,W,,L,38,7500,0,1/31/2001,0,0
H8CA11066,"FIGUEROA, ROBERT L",C,1,DEM,1490,0,1530,0,53,12,1490,0,0,0,0,0,0,CA,11,,L,,,0,0,0,12/31/2000,0,0
H2CA11036,"SIEGLOCK, JACK A",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,72295,0,CA,11,,,,,,0,0,12/31/1999,0,0
H2CA11051,"POMBO, RICHARD",I,2,REP,512691,0,518633,81000,213000,210513,0,0,0,0,0,0,223211,CA,11,,W,,W,58,273965,0,12/31/2000,50,0
H8CA03048,"SMOLEY, SANDRA R",C,2,REP,0,0,0,0,2068,2068,0,0,0,0,0,57479,0,CA,11,,,,,,0,0,12/31/1999,0,0
H0CA11246,"HOFFMANN, JAMES VERNON JR",C,3,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,11,,W,,,0,0,0,1/23/2001,0,0
H0CA11022,"LANTOS, TOM",I,1,DEM,510024,0,310957,0,474608,678675,0,0,0,0,0,0,347039,CA,12,,W,,W,74,119350,300,12/31/2000,0,0
H6CA09023,"STARK, FORTNEY PETE",I,1,DEM,446284,0,414879,0,417943,449348,0,0,0,0,0,0,53145,CA,13,,W,,W,71,298938,1500,12/31/2000,0,0
H0CA13044,"DUFFY, SAUNDRA SUE",C,2,REP,5436,0,5434,0,0,0,2385,0,0,0,0,0,3050,CA,13,,L,,,0,0,0,9/30/2000,0,0
H0CA12046,"PALMER, ROBERT",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,54749,0,CA,14,,,,,,0,0,12/31/1999,0,0
H8CA12098,"ESHOO, ANNA G",I,1,DEM,807567,0,642146,0,209211,374633,0,0,0,0,0,27084,410141,CA,14,,W,,W,70,374897,780,12/31/2000,2500,3150
H8CA14128,"HAUGEN, JOHN C ""CHRIS""",C,2,REP,100,0,2317,0,2218,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,12/28/1999,0,0
H0CA15114,"PEACOCK, WILLIAM E",O,1,DEM,1384537,0,1373020,0,0,11517,1748,1258000,0,0,0,1268344,100263,CA,15,,L,,,0,6500,0,12/31/2000,6000,0
H0CA15122,"PARKER, ROBIN N",O,1,DEM,61505,0,61504,0,0,0,1000,0,0,0,0,0,60505,CA,15,,L,,,0,0,0,3/31/2000,0,0
H0CA15148,"HONDA, MICHAEL MAKOTO",O,1,DEM,2150311,0,2013116,0,0,137194,0,0,0,0,0,125157,1476585,CA,15,,W,,W,54,595609,5000,6/30/2001,4150,138096
H4CA16056,"LANE, RICHARD RENO",O,1,DEM,19790,0,19826,0,82,44,0,18600,0,0,0,66332,1190,CA,15,,L,,,0,0,0,12/31/2000,0,0
H6CA13116,"MINETA, NORMAN Y",C,1,DEM,2311,0,67470,0,67698,2537,0,0,0,0,0,0,0,CA,15,,,,,,0,0,12/31/2000,0,0
