Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H6CA00014,"LOCKYER,BILL",,3,UNK,236,0,5,0,0,230,0,0,0,0,0,0,0,CA,0,,,,,,0,0,12/31/1986,0,0
H2CA01011,"BOSCO, DOUGLAS H",I,1,DEM,197849,6000,219608,6000,22417,653,0,3977,0,6000,0,977,0,CA,1,,W,,W,67,97923,0,12/31/1986,500,0
H4CA01017,"REDICK, DAVID",C,2,REP,2821,0,4562,0,190,0,1851,2500,0,0,0,0,0,CA,1,,,,,,0,0,12/31/1986,0,0
H6CA01087,"MCFARLAND, ELDEN RAYMOND",,3,PAF,9615,0,9421,0,0,192,0,1060,0,0,0,1060,0,CA,1,,W,,L,6,0,0,12/31/1986,11,0
H0CA02013,"WINDREM, PETER FOLGER",,1,DEM,862,0,921,0,59,0,532,0,0,0,430,1924,0,CA,2,,,,,,0,0,12/31/1986,0,0
H4CA02015,"COZAD, HARRY WORK",,1,DEM,400,0,4035,0,3635,0,0,0,0,3704,0,0,0,CA,2,,,,,,0,0,5/14/1985,0,0
H6CA02127,"MEYER, WAYNE R",O,1,DEM,44608,219,44272,0,0,333,3500,0,0,0,0,2455,0,CA,2,,L,,,0,3100,0,12/31/1986,0,0
H6CA02135,"SWENDIMAN, STEPHEN C",O,1,DEM,246930,2073,244097,0,0,2831,400,7600,0,7600,0,7597,0,CA,2,,W,,L,40,92669,0,12/31/1986,500,0
H0CA01015,"CHAPPIE, EUGENE A",I,2,REP,118322,0,157807,0,40079,594,0,0,0,0,0,0,0,CA,2,,,,,,34347,0,10/10/1986,887,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",O,2,REP,646951,59377,628361,0,0,18589,0,1000,7000,0,0,121927,0,CA,2,,W,,W,58,198046,0,12/31/1986,405,689
H6CA02028,"WAREHAM, ROBERT BRENT",O,2,REP,13594,0,13592,0,0,0,0,1500,0,1500,0,1502,0,CA,2,,L,,,0,0,0,11/4/1986,0,0
H6CA02150,"KIRKPATRICK, HOWARD DELANE",O,2,REP,67656,0,67577,0,0,78,0,14000,0,0,0,21947,0,CA,2,,L,,,0,2400,0,12/31/1986,0,0
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,661793,0,563150,0,277820,376464,0,0,0,0,0,0,0,CA,3,,W,,W,76,306634,0,12/31/1986,300,4000
H6CA03018,"LANDOWSKI, LOWELL PATRICK",,2,REP,3044,0,3043,0,0,0,971,960,0,145,0,833,0,CA,3,,W,,L,24,0,0,12/31/1986,0,0
H6CA03059,"SKOW, JAMES D",,2,REP,663,0,454,0,653,861,0,0,0,0,0,0,0,CA,3,,L,,,0,0,0,5/14/1986,0,0
H8CA04053,"FAZIO, VICTOR H",I,1,DEM,634656,0,386346,0,36397,285596,0,0,0,0,0,0,0,CA,4,,W,,W,70,330157,0,12/31/1986,615,6000
H4CA04011,"WALTRIP, STEPHEN MARSHALL",,2,REP,0,0,120,0,73,0,48,0,0,0,0,67885,0,CA,4,,,,,,0,0,12/31/1986,0,0
H6CA04081,"HITE, JACK DALE",,2,REP,9354,0,9344,0,0,8,0,3314,417,0,0,6072,0,CA,4,,W,,L,30,0,0,12/31/1986,0,0
H4CA05018,"BURTON, SALA",I,1,DEM,167047,0,176174,0,96039,86910,0,0,0,0,0,0,0,CA,5,,W,,W,75,82011,0,12/31/1986,200,0
H6CA05013,"MOBERG, MICHAEL",,1,DEM,4252,0,4255,0,0,-3,0,0,0,0,0,0,0,CA,5,,L,,,0,0,0,7/15/1986,0,0
H2CA05012,"MARKS, MILTON",,2,REP,476830,0,242894,0,0,10519,0,215527,15450,200000,30000,78729,0,CA,5,,,,,,22200,0,12/31/1986,4115,0
H2CA06010,"GEE, HOOVER MARK",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,5,,,,,,0,0,12/31/1986,0,0
H4CA05067,"HOWARD, DUNCAN LENT",C,2,REP,0,0,0,0,837,837,0,0,0,0,0,138,0,CA,5,,,,,,0,0,12/31/1986,0,0
H2CA06028,"BOXER, BARBARA",I,1,DEM,358015,0,279727,0,56179,134467,0,0,0,0,0,0,0,CA,6,,W,,W,74,167111,0,12/31/1986,100,2500
H2CA06036,"RENNE, LOUISE HORNBECK",C,1,DEM,118510,0,118542,0,189,156,0,95000,0,114300,0,126550,0,CA,6,,,,,,0,0,12/31/1986,0,0
H4CA06016,"BINDERUP, DOUGLAS FREDRICK",,2,REP,0,0,294,0,409,262,0,0,0,0,0,21458,0,CA,6,,,,,,0,0,1/31/1987,0,0
H4CA06032,"BAKA, GREGORY VINCENT",,2,REP,200,0,200,0,0,0,200,0,0,200,0,11254,0,CA,6,,,,,,0,0,12/31/1986,0,0
H6CA06144,"ERNST, FRANKLIN ""HARRY"" III",,2,REP,10175,0,10171,0,0,103,4636,0,0,0,0,0,0,CA,6,,W,,L,26,0,0,12/31/1986,117,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,391356,0,312522,0,178602,257437,0,0,0,0,0,0,0,CA,7,,W,,W,67,152243,0,12/31/1986,3540,0
H4CA07014,"THAKAR, ROSEMARY",,2,REP,96662,0,92496,0,0,4164,0,26400,0,4000,0,103400,0,CA,7,,W,,L,33,1200,0,12/31/1986,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,1370820,700,1223490,0,5929,153259,0,0,175076,0,175076,0,0,CA,8,,W,,W,60,93123,0,12/31/1986,2330,0
H4CA08012,"HEFFERAN, ROGER L",,2,REP,9143,0,9552,0,473,44,0,0,0,1500,0,39500,0,CA,8,,,,,,0,0,6/30/1986,0,0
H4CA08020,"CONNOR, CHARLES",,2,REP,0,0,0,0,0,0,0,0,0,0,0,51101,0,CA,8,,,,,,0,0,12/31/1985,0,0
H6CA08017,"EIGENBERG, STEVEN",,2,REP,76785,0,74567,0,0,2055,0,3500,0,3500,0,0,0,CA,8,,W,,L,38,15565,0,12/31/1986,0,0
H4CA05091,"LANTZ, EVELYN K",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1186,0,CA,9,,L,,,0,0,0,12/31/1986,0,0
H6CA09023,"STARK, FORTNEY HILLMAN JR",I,1,DEM,566745,0,533314,100,4136,37565,0,26400,0,192794,0,6048,0,CA,9,,W,,W,70,356263,0,12/31/1986,1080,1000
H0CA09018,"KENNEDY, BILL",,2,REP,0,0,0,0,0,0,0,0,0,0,0,2416,0,CA,9,,,,,,0,0,12/31/1986,0,0
H6CA09015,"WILLIAMS, DAVID M",,2,REP,63326,0,61483,0,0,1639,0,14000,0,8500,0,5500,0,CA,9,,W,,L,30,1099,0,12/31/1986,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,188165,0,156410,0,14802,46556,0,0,0,0,0,0,0,CA,10,,W,,W,70,112625,0,12/31/1986,0,0
H2CA10020,"HERRIOTT, ROBERT PAUL",,2,REP,30832,0,35076,0,4243,0,26982,0,0,26982,0,0,0,CA,10,,,,,,0,0,11/5/1985,0,0
H0CA11022,"LANTOS, THOMAS P",I,1,DEM,299231,0,325435,0,379480,353277,0,0,0,0,0,0,0,CA,11,,W,,W,74,58850,0,12/31/1986,0,0
H0CA11170,"COREY, GEORGE RAYMOND",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,100718,0,CA,11,,,,,,0,0,12/31/1986,0,0
H0CA11162,"MAKAR, BRUCE BERNARD",C,2,REP,0,0,9,0,1075,1066,0,0,0,0,0,107338,0,CA,11,,,,,,0,0,12/31/1986,0,0
H6CA11011,"QURAISHI, G M (BILL)",,2,REP,69374,0,63996,0,0,5376,4025,19625,0,8946,0,10802,0,CA,11,,W,,L,26,2750,0,12/31/1986,0,0
H4CA12014,"CARNOY, MARTIN",,1,DEM,5506,0,9345,0,3864,23,0,0,0,3000,0,8792,0,CA,12,,,,,,0,0,12/31/1986,0,0
H6CA12092,"WEIL, LANCE T",O,1,DEM,62710,0,62377,0,0,303,751,4698,0,0,0,9107,0,CA,12,,W,,L,37,10600,0,12/31/1986,270,0
H2CA12018,"ZSCHAU, ED",I,2,REP,20208,0,235173,201457,214965,0,0,0,0,0,0,0,0,CA,12,,,,,,2550,0,3/31/1986,0,0
H6CA12019,"MERCER, JOHN EDWARD",O,2,REP,19861,0,19825,0,0,35,1648,700,0,0,0,5518,0,CA,12,,L,,,0,750,0,12/31/1986,0,0
H6CA12035,"QUACKENBUSH, CHARLES W",O,2,REP,50156,0,48956,0,0,1198,1076,22000,0,0,0,22000,0,CA,12,,,,,,1500,0,12/31/1986,0,0
H6CA12050,"HUGHES, LADDIE W",O,2,REP,53811,0,51914,0,0,1894,1000,20000,0,3000,0,33545,0,CA,12,,L,,,0,6125,0,12/31/1986,775,2000
H6CA12100,"SKORNIA, THOMAS A",O,2,REP,484694,0,484478,0,0,215,42631,365189,0,0,0,412573,0,CA,12,,L,,,0,1500,0,12/31/1986,0,0
H6CA13108,"KONNYU, ERNEST L",O,2,REP,760618,47076,756479,53242,1004,4139,63,85000,2000,32500,0,72822,0,CA,12,,W,,W,59,199026,0,12/31/1986,2166,117
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,546210,0,443820,0,162868,265258,0,0,0,0,0,0,0,CA,13,,W,,W,70,232546,0,12/31/1986,1595,625
H4CA13020,"WILLIAMS, JOHN DAVIS",,2,REP,817,0,1359,0,542,0,6737,-6323,0,0,0,0,0,CA,13,,,,,,0,0,5/1/1985,220,0
H6CA13017,"NASH, ROBERT J",,2,REP,34066,0,33297,0,0,769,0,24845,0,14784,0,11362,0,CA,13,,W,,L,30,315,0,12/31/1986,0,0
H8CA13013,"O'KEEFE, DANIEL P.",,2,REP,0,0,9,0,9,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,7/31/1985,0,0
H4CA14036,"MALBERG, DONALD R",,1,DEM,260,0,928,0,668,0,0,0,0,642,0,3317,0,CA,14,,,,,,0,0,12/31/1985,0,0
H8CA14086,"SHUMWAY, NORMAN D",I,2,REP,323671,0,257431,0,72811,139098,0,0,0,0,0,0,0,CA,14,,W,,W,72,139565,0,12/31/1986,1600,0
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,728561,0,676170,0,160941,213331,0,0,0,0,0,0,0,CA,15,,W,,W,71,338367,0,12/31/1986,0,500
H2CA15011,"BATES, EDWARD BRYANT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,11411,0,CA,15,,,,,,0,0,12/31/1986,0,0
H6CA16036,"PANETTA, LEON EDWARD",I,1,DEM,166791,0,115446,0,64824,116169,0,0,0,0,0,0,0,CA,16,,W,,W,78,78875,0,12/31/1986,850,0
H4CA16015,"RAMSEY, PATRICIA SMITH",,2,REP,405620,0,442680,0,36735,0,399281,0,0,425000,0,0,0,CA,16,,,,,,0,0,6/28/1985,0,0
H6CA16077,"DARRIGO, LOUIS",,2,REP,9437,0,9557,0,193,79,0,7706,0,0,0,7937,0,CA,16,,W,,L,19,2156,0,12/31/1986,0,0
H6CA16085,"WRIGHT, RONALD W",,3,PAF,1150,0,808,0,0,341,440,500,0,0,0,500,0,CA,16,,W,,L,1,0,0,12/31/1986,0,0
H2CA17017,"TACKETT, GENE",,1,DEM,1517,1300,2102,0,585,0,0,0,0,164,0,0,0,CA,17,,,,,,0,0,6/30/1985,0,0
H4CA17013,"LAKRITZ, SIMON",,1,DEM,0,0,92,0,92,0,0,0,0,0,0,0,0,CA,17,,,,,,0,0,3/10/1985,0,0
H6CA17034,"HARTNETT, JOHN",,1,DEM,233877,0,228592,0,0,5285,0,5000,0,5000,0,35228,0,CA,17,,W,,L,40,89675,0,12/31/1986,25,0
H8CA17014,"PASHAYAN, CHARLES JR",I,2,REP,307169,0,304194,0,57466,60440,0,0,0,3500,0,3500,0,CA,17,,W,,W,60,105931,0,12/31/1986,60,0
H2CA18015,"LEHMAN, RICHARD HENRY",I,1,DEM,253791,0,290626,0,43934,7099,0,0,0,0,0,6239,0,CA,18,,W,,W,71,151710,0,12/31/1986,365,0
H6CA18073,"CREVELT, DAVID C",,2,REP,32548,0,32503,0,0,45,260,1000,3000,0,1000,10200,0,CA,18,,W,,L,29,1800,0,12/31/1986,0,0
H4CA18011,"EWEN, DALE L",,3,UNK,495,0,604,0,109,0,0,0,0,0,0,2880,0,CA,18,,,,,,0,0,6/30/1986,0,0
H4CA19035,"NORRIS, WAYNE BRUCE",,1,DEM,16744,0,16041,0,0,707,19,8177,0,0,0,9027,0,CA,19,,W,,L,27,205,0,12/31/1986,0,0
H6CA19014,"KNECHT,ROBERT W",,1,DEM,2762,0,2762,0,0,0,657,0,0,0,0,0,0,CA,19,,,,,,0,0,12/31/1985,2355,0
H6CA19022,"LAGOMARSINO, ROBERT J",I,2,REP,341497,0,333464,0,264453,272488,0,0,0,0,0,0,0,CA,19,,W,,W,72,63736,0,12/31/1986,11,100
H4CA20017,"LESAGE, MICHAEL T",,1,DEM,0,0,954,0,955,0,0,0,0,833,0,0,0,CA,20,,,,,,0,0,3/17/1986,0,0
H6CA20095,"MOQUIN, JULES H.",,1,DEM,5602,0,5573,0,0,28,0,0,0,0,0,400,0,CA,20,,W,,L,27,1000,0,12/31/1986,0,0
H8CA18020,"THOMAS, WILLIAM M",I,2,REP,260680,0,255261,0,215057,220486,0,0,0,0,0,0,0,CA,20,,W,,W,73,188550,0,12/31/1986,0,0
H4CA21015,"SMITH, DAVID KENT",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,21,,,,,,0,0,1/1/1986,0,0
H4CA21023,"DAVIS, CHARLIE",,1,DEM,4851,0,4918,0,1105,39,0,0,0,0,0,0,0,CA,21,,,,,,0,0,12/31/1985,0,0
