Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H6AL04098,"ADERHOLT, ROBERT",I,2,REP,1638268,0,1605092,637,15927,49105,0,125000,0,258612,0,0,820486,AL,4,,W,,W,56,657850,22624,12/31/1998,10282,2500
H8AL07071,"BARKSDALE, ALAN FULTON",C,3,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,4,,,,,,0,0,6/17/1997,0,0
H0AL05049,"CRAMER, ROBERT E ""BUD""",I,1,DEM,1166469,0,1122250,2000,10653,54894,0,0,1000,15000,1000,0,674904,AL,5,,W,,W,70,468750,5250,12/31/1998,5450,500
H6AL05038,"FLIPPO, RONNIE G",C,1,DEM,121111,0,55275,0,557031,622850,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1998,0,0
H4AL05025,"PARKER, WAYNE JR",,2,REP,4451,0,8329,0,2870,0,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1998,0,0
H4AL05033,"MCINNISH, HUGH",,2,REP,13,0,2758,0,3354,609,0,0,0,2500,0,12993,0,AL,5,,,,,,0,0,12/31/1998,0,0
H6AL05178,"BURTON, CHARLES HERBERT",,2,REP,0,0,0,0,824,824,0,0,0,0,0,1860,0,AL,5,,,,,,0,0,12/31/1998,0,0
H8AL05067,"AUST, GILBERT MONROE JR",C,2,REP,825683,0,819992,0,0,5692,8739,202480,0,149530,0,67571,490244,AL,5,,W,,L,30,103585,11023,12/31/1998,3000,0
H8AL05083,"DIXON, HERBERT MAHLON",C,2,REP,26771,0,26771,0,0,0,0,25201,0,766,0,29436,310,AL,5,,L,,,0,0,0,12/31/1998,0,0
H8AL05075,"WILHITE, KENNETH JAMES",C,3,IND,0,0,8,0,8,0,5,0,0,0,0,0,0,AL,5,,W,,,0,0,0,10/13/1998,0,0
H6AL06085,"BATES, MARY LYNN DOVITH",,1,DEM,51,0,206,0,1455,1201,0,0,0,0,0,0,0,AL,6,,,,,,0,0,12/31/1998,0,0
H8AL06073,"HARRIS, GEORGE",C,1,DEM,84428,0,84425,0,0,0,0,0,0,0,0,0,77756,AL,6,,,,,,2000,1800,12/31/1998,21322,520
H8AL06081,"SMALLEY, DONNA WESSON",C,1,DEM,30146,0,27860,0,0,2284,0,2500,0,0,0,3500,20760,AL,6,,W,,L,28,4300,2586,10/14/1998,0,0
H2AL06035,"BACHUS, SPENCER T III",I,2,REP,648464,0,603504,0,98477,143439,0,0,2500,0,0,0,329679,AL,6,,W,,W,72,295872,2223,12/31/1998,3100,795
H2AL06043,"CONNORS, MARTIN J (MARTY) III",,2,REP,5125,0,5125,0,0,0,0,0,0,4698,0,26635,0,AL,6,,,,,,0,0,12/31/1998,0,0
H2AL07025,"SANDERS, HENRY",C,1,DEM,49960,0,49960,0,2446,2446,0,49960,0,49960,0,133660,0,AL,7,,,,,,0,0,12/31/1998,0,0
H2AL07041,"HILLIARD, EARL FREDERICK",I,1,DEM,204705,0,212829,0,9280,780,0,9425,0,9525,0,3550,15930,AL,7,,W,,W,100,73500,105350,12/31/1998,0,0
H6AL07125,"POWELL, JOSEPH EDWARD",,2,REP,68837,0,69219,0,382,0,67137,0,0,38387,0,0,1200,AL,7,,,,,,500,0,6/30/1997,0,0
H6AL07133,"BETHUNE, MILTON R",,2,REP,2400,0,2479,0,28,48,0,100,0,2217,0,26400,0,AL,7,,,,,,0,0,12/31/1998,0,0
H6AL07141,"WALKER, CLIFF",,2,REP,30,0,129,0,1278,1181,0,0,0,0,0,0,0,AL,7,,,,,,0,0,12/31/1998,0,0
H0AR01018,"GIBSON, MICHAEL LEE",,1,DEM,53636,0,53636,0,777,777,53636,0,0,30000,0,103650,0,AR,1,,,,,,0,0,12/31/1998,0,0
H6AR01072,"BERRY, ROBERT MARION",I,1,DEM,433103,0,303952,0,2430,131577,0,0,0,72072,0,0,212792,AR,1,,W,,W,100,215378,1311,12/31/1998,429,859
H6AR01080,"DONALDSON, THOMAS F JR",C,1,DEM,25746,0,26827,0,1082,0,746,25000,0,22500,0,23843,0,AR,1,,,,,,0,0,12/31/1998,0,0
H4AR01036,"DUPWE, WARREN E",C,2,REP,7635,0,8209,0,573,0,0,3500,0,2267,0,0,0,AR,1,,,,,,4000,0,8/31/1998,0,4000
H6AR02146,"STODOLA, MARK",C,1,DEM,7557,0,7846,0,1897,1606,7438,0,0,0,6000,9000,0,AR,2,,,,,,0,0,12/31/1998,0,0
H6AR02203,"SNYDER, VICTOR FREDERICK",I,1,DEM,966100,0,963053,0,1170,4215,0,1000,0,1000,0,0,607734,AR,2,,W,,W,58,334210,10150,12/31/1998,150,0
H6AR04019,"THORNTON, RAY",C,1,DEM,0,0,22,0,22,0,0,0,0,0,0,0,0,AR,2,,,,,,0,0,1/15/1997,0,0
H0AR02065,"KEET, JAMES HOLLAND III ""JIM KEET""",C,2,REP,0,0,0,0,898,898,0,0,0,0,0,78464,0,AR,2,,,,,,0,0,12/31/1998,0,0
H6AR02179,"CUMMINS, H E ""BUD""",C,2,REP,8510,0,8901,0,391,0,0,0,0,5865,0,0,4967,AR,2,,,,,,2000,0,3/31/1998,0,1000
H8AR02092,"WYRICK, PHILLIP",C,2,REP,609496,10000,607999,0,0,244,5000,50000,0,36500,0,0,320357,AR,2,,W,,L,42,203035,19950,11/23/1998,0,0
H2AR03085,"NELMS, DON",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,211790,0,AR,3,,,,,,0,0,12/31/1998,0,0
H6AR03045,"DAVIS, BOYCE RAY",C,1,DEM,351,0,672,0,321,0,0,350,0,8,0,10615,0,AR,3,,,,,,0,0,12/31/1998,0,0
H6AR03060,"HENRY, ANN",C,1,DEM,15612,0,40408,0,24796,0,0,0,0,40262,0,89737,1150,AR,3,,,,,,0,0,12/31/1998,0,0
H0AR03014,"IVY, DANNY CHRIS",,2,REP,0,0,18,0,18,0,0,0,0,0,0,0,0,AR,3,,,,,,0,0,12/31/1997,0,0
H2AR03069,"HUTCHINSON, Y TIM",C,2,REP,442,0,737,329,295,0,0,0,0,0,0,0,0,AR,3,,,,,,0,0,6/30/1997,0,0
H6AR03011,"HUTCHINSON, WILLIAM ASA",I,2,REP,412992,0,296736,119633,1868,118123,0,0,0,0,0,0,220031,AR,3,,W,,W,80,175850,8517,12/31/1998,1000,4000
H4AR04022,"BRADFORD, JAY T",,1,DEM,23529,0,25138,0,1610,0,3555,0,0,23652,0,0,11825,AR,4,,,,,,7750,0,10/15/1997,0,0
H6AR04043,"COPLEY, STEPHEN JEAN",,1,DEM,3519,0,3418,0,4,105,3375,0,0,0,0,630,0,AR,4,,,,,,0,0,12/31/1998,0,0
H8AR04023,"ANTHONY, BERYL FRANKLIN JR",C,1,DEM,0,0,5631,0,1747,0,0,0,0,0,0,0,0,AR,4,,,,,,0,0,2/6/1997,0,0
H8AR04056,"WYNNE, TOM",C,1,DEM,40458,0,40458,0,0,0,0,13600,0,4673,0,8926,19858,AR,4,,,,,,0,2000,12/31/1998,19300,0
H8AR04080,"SMITH, JUDY",C,1,DEM,330169,0,313544,0,0,16316,2550,0,0,0,0,1240,173460,AR,4,,W,,L,43,120891,32506,12/31/1998,387,550
H2AR04067,"DICKEY, JAY W JR",I,2,REP,705993,0,842243,0,207692,71443,0,0,0,0,0,0,651928,AR,4,,W,,W,57,0,21575,12/31/1998,11862,0
H0AS00018,"FALEOMAVAEGA, ENI F H",I,1,DEM,25548,0,29249,0,6621,2916,200,2587,0,5340,1000,16737,17361,AS,0,,,,W,100,4500,800,12/31/1998,0,0
H4AS00036,"COLEMAN, AUMUA AMATA",,2,REP,1000,0,923,0,165,241,0,0,0,0,0,0,0,AS,0,,,,,,0,1000,6/30/1998,0,0
H2AZ01099,"COPPERSMITH, SAMUEL G",C,1,DEM,1000,0,1000,0,0,0,0,0,0,1000,0,29000,1000,AZ,1,,,,,,0,0,12/31/1998,0,0
H6AZ01116,"COX, JOHN ALBERT",C,1,DEM,0,0,2436,0,2436,0,0,0,0,0,0,0,0,AZ,1,,W,,,0,0,0,6/30/1997,0,0
H8AZ01062,"MENDOZA, DAVID ARMIJO",C,1,DEM,26774,0,23666,0,0,1106,0,2000,3750,0,750,0,8024,AZ,1,,,,L,36,15000,0,12/31/1998,0,0
H4AZ01020,"RAWLES, LINDA",C,2,REP,100,0,200,0,100,0,0,0,0,200,0,15512,100,AZ,1,,,,,,0,0,12/31/1998,0,0
H4AZ01038,"SALMON, MATTHEW J",I,2,REP,388422,0,362374,26100,69365,95411,0,0,0,0,0,0,188333,AZ,1,,W,,W,64,186739,598,12/31/1998,0,0
H4AZ01061,"SMITH, SUSAN BITTER",C,2,REP,2420,0,256,0,1217,3379,0,0,0,0,0,10885,2100,AZ,1,,,,,,0,0,12/31/1998,0,0
H2AZ02055,"PASTOR, EDWARD LOPEZ",I,1,DEM,514344,0,418113,0,133468,229699,0,0,0,0,0,0,248413,AZ,2,,W,,W,68,247532,500,12/31/1998,200,0
H6AZ02114,"FLOREZ, VIDA ZOE",,2,REP,0,0,503,0,503,0,0,0,0,483,0,0,0,AZ,2,,,,,,0,0,3/31/1997,0,0
H6AZ02122,"BARRON, EDWARD CLYDE",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,2,,W,,L,28,0,0,12/31/1997,0,0
H6AZ02130,"BUSTER, JIM",,2,REP,12430,0,12553,0,2568,2445,7765,4150,0,0,0,750,7665,AZ,2,,,,,,200,0,12/31/1997,100,0
H8AZ02060,"BARENHOLTZ, BILL",,2,REP,16130,0,15658,0,0,471,1350,2500,0,0,0,2500,12280,AZ,2,,,,,,0,0,12/31/1998,0,0
H8AZ02078,"SCHULTZ, GREGORY RUSSELL",C,3,REF,300,0,10,0,0,290,300,0,0,0,0,0,0,AZ,2,,,,L,1,0,0,11/23/1998,0,0
H6AZ03138,"SCHNEIDER, ALEXANDER G SR",,1,DEM,0,0,1148,0,1148,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,7/31/1998,0,0
H6AZ04136,"STARKY, STUART M",C,1,DEM,32065,0,29211,0,0,1813,0,0,0,0,0,0,5966,AZ,3,,W,,L,33,30788,0,9/30/1998,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,230243,0,246233,0,90501,75676,0,0,0,0,0,0,89670,AZ,3,,W,,W,67,131575,750,12/31/1998,0,0
H8AZ03068,"EDGE, GARY MICHAEL",C,2,REP,3000,0,3160,0,0,0,3162,0,0,0,0,0,0,AZ,3,,,,,,0,0,9/30/1998,0,0
H8AZ03076,"HENSLEY, RICHARD FRANKLIN",C,2,REP,435,0,435,0,0,0,435,0,0,0,0,0,0,AZ,3,,,,,,0,0,12/31/1998,0,0
H4AZ03042,"TURNANSKY, STUART MICHAEL",,1,DEM,0,0,0,0,564,564,0,0,0,0,0,15779,0,AZ,4,,,,,,0,0,12/31/1998,0,0
H6AZ04151,"MILTON, MARIA ELENA",C,1,DEM,18280,0,18747,0,916,449,0,0,0,0,0,1953,16196,AZ,4,,L,,,0,350,0,12/31/1998,100,0
H8AZ04082,"EHST, ERIC",C,1,DEM,14362,0,14206,0,0,155,0,982,0,0,0,982,9768,AZ,4,,W,,L,33,3500,0,12/31/1998,0,0
H4AZ04016,"SHADEGG, JOHN BARDEN",I,2,REP,588891,0,524849,0,4504,68546,0,10000,0,10000,0,0,386226,AZ,4,,W,,W,67,178051,1108,12/31/1998,600,0
H6AZ02056,"VOLGY, THOMAS JOHN",C,1,DEM,268590,0,257651,0,0,10938,669,5000,0,5000,0,0,259814,AZ,5,,W,,L,45,0,0,12/31/1998,0,0
H8AZ05048,"BRYANT, WILLIAM WAYNE",C,1,DEM,14995,0,15643,0,0,-631,0,5800,1000,0,999,7207,3195,AZ,5,,L,,,0,5000,0,12/31/1998,0,0
H2AZ02014,"KOLBE, JAMES",I,2,REP,755494,0,707776,0,45254,92972,0,0,0,0,0,0,445180,AZ,5,,W,,W,52,287867,1715,12/31/1998,500,0
H8AZ05055,"MURPHY, PHILLIP WAYNE",C,3,LIB,15708,0,15606,0,0,101,0,0,0,0,0,0,15498,AZ,5,,,,L,2,209,0,12/2/1998,0,209
H2AZ06056,"STEPHENS, ALAN J",C,1,DEM,0,0,0,0,185,185,0,0,0,0,0,16049,0,AZ,6,,,,,,0,0,12/31/1998,0,0
H6AZ06016,"OWENS, STEVE",C,1,DEM,820265,0,836074,0,39505,23695,0,0,0,0,0,0,544882,AZ,6,,W,,L,44,259455,1060,12/31/1998,200,0
H2AZ06031,"WEAD, ROY DOUGLAS",C,2,REP,10367,0,30492,0,20754,629,7120,0,0,27000,0,64317,3247,AZ,6,,,,,,0,0,12/31/1998,0,0
H2AZ06049,"MEYER, MICHAEL F",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,12559,0,AZ,6,,,,,,0,0,12/31/1998,0,0
H4AZ06052,"HAYWORTH, J D",I,2,REP,1928985,0,1841815,0,22513,109683,0,0,0,0,1000,0,1039072,AZ,6,,W,,W,53,847337,5000,12/31/1998,12400,3537
H8CA00044,"WHEELING,ROBERT L",C,3,UNK,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,,,,,,0,0,3/31/1998,0,0
H2CA01011,"BOSCO, DOUG",C,1,DEM,0,0,0,0,1600,1600,0,0,0,0,0,73917,0,CA,1,,,,,,0,0,12/31/1998,0,0
H2CA01060,"HAMBURG, DAN",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,7440,0,CA,1,,,,,,0,0,12/31/1998,0,0
H6CA01103,"ALIOTO, MICHELA A",C,1,DEM,81784,0,106598,0,40054,15241,0,40000,0,0,0,549678,32872,CA,1,,,,,,1000,0,12/31/1998,0,5000
H8CA01109,"THOMPSON, MIKE",O,1,DEM,1169339,37564,941795,0,0,227543,0,0,1000,0,0,24643,755233,CA,1,,W,,W,62,364062,0,12/31/1998,4325,4500
H8CA01125,"HENNEFER, JIM",O,1,DEM,894844,0,891080,0,0,3765,444481,444066,700,440000,700,4067,1700,CA,1,,L,,,0,0,0,12/31/1998,0,0
H0CA01064,"RIGGS, FRANK D",I,2,REP,325292,0,325846,101642,554,0,0,0,0,0,1000,0,186442,CA,1,,,,,,130850,6935,12/31/1998,0,1000
H8CA01117,"LUCE, MARK CHRISTOPHER",O,2,REP,123926,0,123061,0,0,862,0,5000,0,5000,0,10030,100167,CA,1,,W,,L,33,9500,9210,12/31/1998,0,0
H6CA02168,"BRADEN, ROBERTS A",C,1,DEM,37713,1000,35424,1000,5519,6756,8582,0,0,0,0,68600,16771,CA,2,,W,,L,34,2500,7786,12/31/1998,0,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",I,2,REP,605076,0,608996,0,477749,473829,0,0,0,0,0,0,240726,CA,2,,W,,W,61,312065,285,12/31/1998,50,2000
H8CA03113,"BEEMAN, HOWARD",O,1,DEM,51584,0,51166,0,0,316,0,32655,0,450,0,32455,18929,CA,3,,L,,,0,0,0,12/31/1998,0,0
H8CA03121,"DUNN, SANDIE",O,1,DEM,628727,0,622964,0,0,5761,0,91460,0,0,0,92236,297202,CA,3,,W,,L,45,232841,4065,12/31/1998,800,1650
H8CA03139,"KENT, ROBERT (BOB) DEAN",O,1,DEM,18678,0,18653,0,0,24,1226,2500,12000,0,0,14500,2952,CA,3,,L,,,0,0,0,12/31/1998,0,0
H8CA03147,"BASRAI, SARB S",O,1,DEM,52972,0,52972,0,0,0,23930,27267,0,25430,0,0,1775,CA,3,,L,,,0,0,0,12/31/1998,0,0
H8CA04053,"FAZIO, VICTOR",I,1,DEM,472197,0,447284,0,159321,184232,0,0,0,0,0,6094,138101,CA,3,,,,,,264217,16,12/31/1998,14887,5600
H4CA03021,"LEFEVER, TIMOTHY J",,2,REP,10542,0,16099,0,5555,0,3286,0,0,0,0,0,5786,CA,3,,,,,,0,0,12/31/1998,0,0
H6CA03067,"SCHAUPP, CHARLES EUGENE",O,2,REP,24841,0,25025,0,156,0,12418,0,0,0,0,0,7423,CA,3,,L,,,0,5000,0,12/31/1998,0,0
H8CA03097,"ALBY, BARBARA",O,2,REP,297425,0,288455,0,0,8969,0,0,47300,0,42300,39658,128610,CA,3,,L,,,0,121515,0,6/30/1998,2050,0
H8CA03105,"OSE, DOUGLAS A",O,2,REP,2175562,0,2163213,0,0,12349,0,1430000,0,10000,0,1458666,352379,CA,3,,W,,W,53,349295,30236,12/31/1998,150,0
H4CA04045,"HIRNING, KATHLEEN M",,1,DEM,15357,0,17794,0,2536,100,11900,1075,0,0,6462,87438,0,CA,4,,,,,,0,0,12/31/1998,0,0
H0CA14042,"DOOLITTLE, JOHN T",I,2,REP,461656,0,489083,0,128974,101981,0,0,0,0,0,0,292787,CA,4,,W,,W,62,153300,0,12/31/1998,0,0
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,674038,0,587811,0,145113,231339,0,0,0,0,0,4483,159216,CA,5,,W,,W,72,499021,0,12/31/1998,3450,500
H2CA00054,"DINSMORE, ROBERT SUNDERLAND",,2,REP,17413,0,17530,0,120,0,0,16550,0,4383,0,99665,863,CA,5,,W,,L,26,0,0,12/5/1998,0,0
H6CA05161,"STEIN, WILLIAM FRANCIS",,2,REP,2413,0,2918,0,505,0,2300,0,0,500,0,532,113,CA,5,,,,,,0,0,8/8/1997,0,0
H8CA05142,"GORRE, EDWARD EDELLON",C,2,REP,2892,0,2877,0,0,13,2792,0,0,0,0,0,100,CA,5,,L,,,0,0,0,12/31/1998,0,0
H8CA05134,"TUMA, DOUGLAS ARTHUR",C,3,LIB,1813,0,982,0,0,49,0,1813,0,0,0,1613,0,CA,5,,W,,L,2,0,0,12/31/1998,0,0
H2CA01045,"WOOLSEY, LYNN C",I,1,DEM,758927,0,634563,0,99155,223519,0,0,0,0,0,0,523387,CA,6,,W,,W,68,224664,300,12/31/1998,250,0
H2CA06101,"NATION, JOSEPH EDWARD",C,1,DEM,0,0,418,0,418,0,0,0,0,418,0,22848,0,CA,6,,,,,,0,0,12/31/1998,0,0
H2CA06135,"STRAND, DAVID N",C,1,DEM,11710,0,11451,0,282,541,5855,0,0,5451,0,34706,5855,CA,6,,,,,,0,0,12/31/1998,0,0
H4CA06040,"HUGHES, DUANE CHARLES",,2,REP,12540,0,17086,0,4546,0,0,5250,0,5565,0,5721,5340,CA,6,,,,,,0,0,6/30/1998,0,0
H4CA06073,"NUGENT, MICHAEL J",,2,REP,0,0,0,0,1045,1045,0,0,0,0,0,286389,0,CA,6,,,,,,0,0,12/31/1998,0,0
H8CA06033,"STAVERT, GISELE",C,2,REP,204508,0,204082,0,0,264,3031,12703,0,8500,0,4203,167934,CA,6,,L,,,0,11050,0,9/30/1998,600,0
H8CA06041,"MCAULIFFE, KENNETH SCOTT",C,2,REP,97485,0,97352,0,0,532,13336,61250,0,0,0,65591,22619,CA,6,,W,,L,30,250,0,12/31/1998,100,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,346025,0,343658,0,217068,219433,0,0,0,0,0,0,198037,CA,7,,W,,W,77,123850,2744,12/31/1998,2110,0
H4CA07048,"REECE, NORMAN H",C,2,REP,30620,0,30272,0,2500,2850,4055,0,0,10000,0,0,25014,CA,7,,W,,L,23,1000,450,12/31/1998,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,675517,0,523136,0,72465,224845,0,0,0,0,0,0,512973,CA,8,,W,,W,87,156644,0,12/31/1998,7660,490
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,146171,0,170157,0,23985,0,0,0,1000,0,0,0,84662,CA,9,,,,,,59575,0,12/31/1998,0,0
H6CA09056,"STEWART, RANDAL M",O,1,DEM,26398,0,26707,0,310,0,18790,4450,0,1084,0,0,3156,CA,9,L,L,,,0,0,0,6/30/1998,0,0
H8CA09052,"HARRIS, ELIHU MASON",O,1,DEM,28063,0,28063,0,0,0,0,0,0,0,0,0,22863,CA,9,,,,,,5000,200,3/5/1998,0,0
H8CA09060,"LEE, BARBARA",I,1,DEM,511523,0,504240,0,0,7280,0,0,0,0,0,15000,303779,CA,9,W,W,,W,83,202239,0,12/31/1998,0,0
H8CA09078,"HARPER, GREG",O,1,DEM,47591,0,41953,0,0,5635,0,25612,0,4775,0,20838,21979,CA,9,L,L,,,0,0,0,12/31/1998,0,0
H4CA09036,"WRIGHT, DEBORAH",,2,REP,7801,0,8903,0,1102,0,7738,0,0,0,0,0,0,CA,9,,,,,,0,0,12/18/1997,0,0
H8CA09086,"SANDERS, CLAIBORNE (CLAY)",O,2,REP,10669,0,9555,0,0,1112,0,10000,0,0,0,10000,295,CA,9,,W,,L,13,0,0,12/31/1998,0,0
H4CA10042,"HORAN, TIMOTHY EARL III",,1,DEM,0,0,0,0,447,447,0,0,0,0,0,8542,0,CA,10,,,,,,0,0,12/31/1998,0,0
H6CA10088,"TAUSCHER, ELLEN O",I,1,DEM,1393272,0,1355053,0,671,38890,0,2344,0,20000,0,108642,795511,CA,10,,W,,W,53,574522,5825,12/31/1998,8570,1300
H6CA07084,"BLAKE, GORDON THOMAS",C,2,REP,25854,0,25573,0,0,280,0,0,0,0,0,0,25574,CA,10,,L,,,0,0,0,12/31/1998,0,0
H8CA10068,"BALL, CHARLES JOKL",C,2,REP,1094133,10055,1066829,0,0,27323,0,223617,25000,123617,0,139700,674618,CA,10,,W,,L,44,124258,33799,12/31/1998,250,0
H8CA10076,"AMADOR, DONALD CHARLES",C,2,REP,14555,0,14555,928,0,0,0,3145,0,3145,0,3024,11410,CA,10,,L,,,0,0,0,7/13/1998,0,0
H6CA10112,"JANLOIS, VALERIE I",C,3,NLP,2000,0,580,0,300,1030,2000,0,0,0,0,0,0,CA,10,,W,,L,2,0,0,12/3/1998,0,0
H6CA10120,"PLACE, JOHN HUGH",C,3,REF,109650,0,37886,0,2510,74265,0,105000,0,0,0,0,2338,CA,10,,W,,L,1,0,0,12/31/1998,0,0
H4CA11057,"PERRY, RANDY A",,1,DEM,188,0,5819,0,5631,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1998,0,0
H6CA11078,"SILVA, JASON SCOTT",,1,DEM,0,0,314,0,867,553,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1997,0,0
H8CA11066,"FIGUEROA, ROBERT L",C,1,DEM,12678,0,12625,0,0,53,12678,0,0,0,0,0,0,CA,11,,W,,L,36,0,0,12/31/1998,0,0
H2CA11036,"SIEGLOCK, JACK A",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,72295,0,CA,11,,,,,,0,0,12/31/1998,0,0
H2CA11051,"POMBO, RICHARD",I,2,REP,474715,0,517830,30000,256117,213000,0,0,0,0,0,0,267752,CA,11,,W,,W,61,176901,1805,12/31/1998,0,0
