Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H6AL03025,"NICHOLS, HON. BILL",I,1,DEM,45284,0,16434,0,0,0,0,0,0,0,0,0,0,AL,3,,W,,W,100,0,0,12/31/1980,0,0
H6AL04023,"BEVILL, TOM",I,1,DEM,59988,0,16495,0,0,0,0,0,0,0,0,0,0,AL,4,,,,W,98,0,0,12/31/1980,0,0
H6AL05038,"FLIPPO, RONNIE GENE",I,1,DEM,169051,0,77827,0,0,0,0,0,0,0,0,0,0,AL,5,,,,W,94,0,0,12/31/1980,0,0
H6AL05111,"POTTS, ROBERT LESLIE",,1,DEM,250,0,0,0,0,0,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1980,0,0
H0AL06013,"CLIFFORD, WESLEY BRYANT ""PETE""",,1,DEM,25864,0,28484,0,0,0,0,0,0,0,0,0,0,AL,6,,,,L,47,0,0,12/31/1980,0,0
H8AL06032,"JOHNSON, DAVID C.",,1,DEM,0,0,80,0,0,0,0,0,0,0,0,0,0,AL,6,,,,,,0,0,3/31/1979,0,0
H6AL06028,"BUCHANAN, JOHN H.",I,2,REP,199037,0,196088,0,0,0,0,0,0,0,0,0,0,AL,6,,L,,,0,0,0,12/31/1980,0,0
H8AL06016,"SMITH, ALBERT LEE JR",,2,REP,192513,0,192825,0,0,0,0,0,0,0,0,0,0,AL,6,,W,,W,51,0,0,12/31/1980,0,0
H8AL07014,"SHELBY, RICHARD CRAIG",I,1,DEM,245809,0,136018,0,0,0,0,0,0,0,0,0,0,AL,7,,,,W,73,0,0,12/31/1980,0,0
H8AL07022,"SCRUGGS, JIM",C,2,REP,1312,0,1402,0,0,0,0,0,0,0,0,0,0,AL,7,,,,,,0,0,9/30/1979,0,0
H8AL07055,"GRAY, FULTON",C,3,CRV,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,7,,L,,,0,0,0,10/30/1979,0,0
H6AR01023,"ALEXANDER, BILL",I,1,DEM,116462,0,49301,0,0,0,0,0,0,0,0,0,0,AR,1,,,,W,100,0,0,12/31/1980,0,0
H0AR02024,"REID, JAMES GILMER",,1,DEM,14918,0,14919,0,0,0,0,0,0,0,0,0,0,AR,2,,W,,L,21,0,0,11/24/1980,0,0
H0AR02032,"WHITTEN, JAMES ROBERT II",,1,DEM,5535,0,5535,0,0,0,0,0,0,0,0,0,0,AR,2,,L,,,0,0,0,6/17/1980,0,0
H8AR02019,"ALLEN, BEN",C,1,DEM,0,0,1908,0,0,0,0,0,0,0,0,0,0,AR,2,,,,,,0,0,4/30/1979,0,0
H8AR02035,"BRANDON, BENTON DOUGLAS JR.",C,1,DEM,5636,0,13900,0,0,0,0,0,0,0,0,0,0,AR,2,,,,,,0,0,3/31/1979,0,0
H8AR02050,"RUSS, OTIS STANLEY",C,1,DEM,226,0,238,0,0,0,0,0,0,0,0,0,0,AR,2,,,,,,0,0,8/13/1980,0,0
H8AR02068,"BETHUNE, ED",I,2,REP,262714,0,193207,0,0,0,0,0,0,0,0,0,0,AR,2,,,,W,79,0,0,12/31/1980,0,0
H6AR03029,"HAMMERSCHMIDT, JOHN PAUL",I,2,REP,50864,0,42037,0,0,0,0,0,0,0,0,0,0,AR,3,,,,W,100,0,0,12/31/1980,0,0
H8AR04023,"ANTHONY, BERYL F. JR.",I,1,DEM,112992,0,101235,0,0,0,0,0,0,0,0,0,0,AR,4,,,,W,100,0,0,12/31/1980,0,0
H8AR04049,"SMITH, DONALD H.",C,1,DEM,7365,0,7481,0,0,0,0,0,0,0,0,0,0,AR,4,,,,,,0,0,6/30/1980,0,0
H8AR04056,"WYNNE, THOMAS DUNCAN III",C,1,DEM,10272,0,10262,0,0,0,0,0,0,0,0,0,0,AR,4,,,,,,0,0,12/31/1980,0,0
H8AR04064,"BRYANT, WINSTON",C,1,DEM,9,0,84,0,0,0,0,0,0,0,0,0,0,AR,4,,,,,,0,0,6/5/1979,0,0
H0AS00034,"MULITAUAOPELE, I",,1,DEM,12390,0,10210,0,0,0,0,0,0,0,0,0,0,AS,0,,,,,,0,0,10/15/1980,0,0
H0AS00018,"HUNKIN, ENI FA'AUAA JR",,3,IND,58380,0,56786,0,0,0,0,0,0,0,0,0,0,AS,0,,,L,L,38,0,0,11/25/1980,0,0
H0AS00026,"SUNIA, FOFO I F",I,3,IND,29951,0,29735,0,0,0,0,0,0,0,0,0,0,AS,0,,,W,W,43,0,0,1/31/1981,0,0
H0AZ01010,"AMACHER, RYAN CUSTER",,1,DEM,35449,0,35449,0,0,0,0,0,0,0,0,0,0,AZ,1,,,,,,0,0,12/31/1980,0,0
H0AZ01101,"JANCEK, STEVE",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,1,,W,,L,21,0,0,8/31/1980,0,0
H6AZ01041,"RHODES, JOHN",I,2,REP,205052,0,182884,0,0,0,0,0,0,0,0,0,0,AZ,1,,W,,W,73,0,0,12/31/1980,0,0
H6AZ02049,"UDALL, MORRIS KING",I,1,DEM,730612,0,688173,0,0,0,0,0,0,0,0,0,0,AZ,2,,W,,W,58,0,0,12/31/1980,0,0
H0AZ02018,"HUFF, RICHARD H",,2,REP,584306,0,574474,0,0,0,0,0,0,0,0,0,0,AZ,2,,W,,L,40,0,0,12/31/1980,0,0
H6AZ02064,"DOLGAARD, KEITH E.",,2,REP,7122,0,7260,0,0,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,9/30/1980,0,0
H8AZ02029,"RICHEY, THOMAS BRUCE",,2,REP,7819,0,13176,0,0,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,9/30/1980,0,0
H8AZ02037,"MCDONALD, BETSY",,3,SWP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,11/20/1979,0,0
H6AZ03062,"ROSEN, SID",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,12/31/1980,0,0
H6AZ03088,"GABALDON, MR. TONY",,1,DEM,1475,0,2675,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,12/31/1980,0,0
H6AZ03112,"STUMP, BOB",I,1,DEM,134326,0,59902,0,0,0,0,0,0,0,0,0,0,AZ,3,,W,,W,64,0,0,12/31/1980,0,0
H8AZ03019,"MATTHEWS, HARRY GLEN",,1,DEM,1684,0,1825,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,12/31/1980,0,0
H0AZ03016,"CROFT, BOB",,2,REP,2471,0,5229,0,0,0,0,0,0,0,0,0,0,AZ,3,,W,,L,30,0,0,11/23/1980,0,0
H6AZ03054,"KOORY JR., EDWARD FREDERICK",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,12/31/1980,0,0
H8AZ03035,"COOKE, KATHLEEN",,3,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,3/1/1979,0,0
H6AZ04011,"BROWN, BYRON T.",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,4,,,,,,0,0,12/31/1980,0,0
H6AZ04086,"DAVIDS, CRAIG E.",,1,DEM,0,0,76,0,0,0,0,0,0,0,0,0,0,AZ,4,,,,,,0,0,4/15/1980,0,0
H8AZ04017,"MILLER, LES",,1,DEM,153290,0,153345,0,0,0,0,0,0,0,0,0,0,AZ,4,,W,,L,37,0,0,12/31/1980,0,0
H6AZ04029,"RUDD, ELDON",I,2,REP,238016,0,163531,0,0,0,0,0,0,0,0,0,0,AZ,4,,W,,W,63,0,0,12/31/1980,0,0
H8AZ04041,"HILL, JOHN THEODORE (TED)",,2,REP,331,0,350,0,0,0,0,0,0,0,0,0,0,AZ,4,,,,,,0,0,3/1/1979,0,0
H6CA00030,"FAMILIAN, GARY   [CA/27]",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,,,,,,0,0,10/11/1979,0,0
H0CA01023,"LEE, ROBERT KIPLEY",,1,DEM,67,0,67,0,0,0,0,0,0,0,0,0,0,CA,1,,,,,,0,0,7/1/1979,0,0
H0CA01056,"MURPHY, TRACY",,1,DEM,1280,0,2716,0,0,0,0,0,0,0,0,0,0,CA,1,,L,,,0,0,0,12/31/1980,0,0
H6CA01046,"JOHNSON, HON. HAROLD T.",I,1,DEM,307091,0,298764,0,0,0,0,0,0,0,0,0,0,CA,1,,W,,L,40,0,0,12/31/1980,0,0
H6CA01053,"STEELE, BILL",,1,DEM,960,0,960,0,0,0,0,0,0,0,0,0,0,CA,1,,,,,,0,0,12/31/1980,0,0
H8CA01034,"LOREE, TIMOTHY RICHARD",,1,DEM,4042,0,4490,0,0,0,0,0,0,0,0,0,0,CA,1,,L,,,0,0,0,6/3/1980,0,0
H0CA01015,"CHAPPIE, EUGENE",,2,REP,383348,0,375721,0,0,0,0,0,0,0,0,0,0,CA,1,,W,,W,54,0,0,12/31/1980,0,0
H0CA02013,"WINDREM, PETER FOLGER",,1,DEM,73881,0,73770,0,0,0,0,0,0,0,0,0,0,CA,2,,L,,,0,0,0,12/31/1980,0,0
H0CA02021,"KAHN, BRIAN",,1,DEM,84740,0,75201,0,0,0,0,0,0,0,0,0,0,CA,2,,L,,,0,0,0,12/31/1980,0,0
H8CA02016,"BORK, NORMA (KOESTER)",,1,DEM,248465,0,244689,0,0,0,0,0,0,0,0,0,0,CA,2,,W,,L,41,0,0,12/31/1980,0,0
H8CA02032,"WREDE, BARBARA J.",,1,DEM,199,0,260,0,0,0,0,0,0,0,0,0,0,CA,2,,,,,,0,0,6/30/1979,0,0
H6CA02044,"CLAUSEN, DONALD H.",I,2,REP,412380,0,420032,0,0,0,0,0,0,0,0,0,0,CA,2,,W,,W,55,0,0,12/31/1980,0,0
H0CA02054,"BEARY, LOUIS G",,3,LIB,1243,0,1243,0,0,0,0,0,0,0,0,0,0,CA,2,,L,,,0,0,0,6/3/1980,0,0
H8CA03014,"MATSUI, ROBERT T.",I,1,DEM,248380,0,211981,0,0,0,0,0,0,0,0,0,0,CA,3,,W,,W,71,0,0,12/31/1980,0,0
H8CA03022,"ISENBERG, PHILLIP",C,1,DEM,14378,0,14303,0,0,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,12/31/1980,0,0
H8CA03030,"GUALCO, EUGENE T.",C,1,DEM,400,0,632,0,0,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,12/31/1980,0,0
H8CA03089,"MCGANN, TERRY M.",C,1,DEM,275,0,760,0,0,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,3/31/1980,0,0
H8CA03048,"SMOLEY, SANDRA R.",C,2,REP,80814,0,80761,0,0,0,0,0,0,0,0,0,0,CA,3,,,,,,0,0,6/30/1980,0,0
H8CA03055,"MURPHY, JOSEPH",,2,REP,8307,0,8958,0,0,0,0,0,0,0,0,0,0,CA,3,,W,,L,27,0,0,11/5/1980,0,0
H0CA03029,"DANIEL, BRUCE ALLEN",,3,LIB,6131,0,5981,0,0,0,0,0,0,0,0,0,0,CA,3,,W,,L,3,0,0,12/31/1980,0,0
H8CA04053,"FAZIO, VIC",I,1,DEM,213639,0,185300,0,0,0,0,0,0,0,0,0,0,CA,4,,W,,W,65,0,0,12/31/1980,0,0
H6CA04032,"DEHR, MR. ALBERT",C,2,REP,6906,0,6489,0,0,0,0,0,0,0,0,0,0,CA,4,,W,,L,30,0,0,12/31/1980,0,0
H8CA04012,"HIME, REX STEWART",C,2,REP,15668,0,16018,0,0,0,0,0,0,0,0,0,0,CA,4,,,,,,0,0,12/31/1980,0,0
H6CA05021,"BURTON, JOHN",I,1,DEM,338064,0,370503,0,0,0,0,0,0,0,0,0,0,CA,5,,W,,W,51,0,0,12/31/1980,0,0
H0CA05016,"MCQUAID, JOHN DENNIS",,2,REP,484704,0,484140,0,0,0,0,0,0,0,0,0,0,CA,5,,W,,L,45,0,0,12/31/1980,0,0
H8CA05027,"SKORE, DOLORES",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,5,,,,,,0,0,3/31/1979,0,0
H0CA05024,"DOUGHERTY, DAN P",,3,LIB,9649,0,8873,0,0,0,0,0,0,0,0,0,0,CA,5,,W,,L,4,0,0,12/31/1980,0,0
H0CA06014,"BARNES, ROBERT WILLIAM SR",,1,DEM,2651,0,2901,0,0,0,0,0,0,0,0,0,0,CA,6,,L,,,0,0,0,4/15/1980,0,0
H6CA06029,"BURTON, PHILLIP",I,1,DEM,140963,0,140812,0,0,0,0,0,0,0,0,0,0,CA,6,,W,,W,69,0,0,12/31/1980,0,0
H6CA06060,"SPINOSA, TOM",,2,REP,6887,0,6906,0,0,0,0,0,0,0,0,0,0,CA,6,,W,,L,26,0,0,12/31/1980,0,0
H6CA07043,"MILLER, GEORGE III",I,1,DEM,115888,0,105835,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,W,63,0,0,12/31/1980,0,0
H0CA07020,"ST CLAIR, GILES JR",,2,REP,53155,0,49995,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,L,31,0,0,12/31/1980,0,0
H6CA07076,"VICKERS, MR. ROBERT L.",,2,REP,97,0,98,0,0,0,0,0,0,0,0,0,0,CA,7,,,,,,0,0,2/13/1980,0,0
H8CA07015,"GORDON, PAULA D.",,2,REP,3472,0,3604,0,0,0,0,0,0,0,0,0,0,CA,7,,,,,,0,0,9/24/1979,0,0
H8CA07023,"LAYSON, WALTER WELLS",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,7,,,,,,0,0,7/10/1980,0,0
H0CA07046,"SNOW, STEPHEN A",,3,LIB,243,0,139,0,0,0,0,0,0,0,0,0,0,CA,7,,W,,L,3,0,0,5/19/1980,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,356661,0,312378,0,0,0,0,0,0,0,0,0,0,CA,8,,W,,W,55,0,0,12/31/1980,0,0
H6CA08074,"BRECK, PHILIP STILES JR.",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,8,,,,,,0,0,3/31/1980,0,0
H8CA08013,"HUGHES, CHARLES V.",,2,REP,74356,0,74292,0,0,0,0,0,0,0,0,0,0,CA,8,,W,,L,39,0,0,12/31/1980,0,0
H6CA09023,"STARK, FORTNEY H.",I,1,DEM,32603,0,47194,0,0,0,0,0,0,0,0,0,0,CA,9,,W,,W,55,0,0,12/31/1980,0,0
H0CA09018,"KENNEDY, WILLIAM J",,2,REP,31048,0,28806,0,0,0,0,0,0,0,0,0,0,CA,9,,W,,L,41,0,0,12/31/1980,0,0
H8CA09029,"ALLEN, ROBERT S.",,2,REP,702,0,570,0,0,0,0,0,0,0,0,0,0,CA,9,,,,,,0,0,12/31/1980,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,29406,0,29151,0,0,0,0,0,0,0,0,0,0,CA,10,,W,,W,62,0,0,12/31/1980,0,0
H0CA10016,"LUTTON, JOHN M.",,2,REP,2491,0,1542,0,0,0,0,0,0,0,0,0,0,CA,10,,W,,L,28,0,0,10/15/1980,0,0
H0CA11022,"LANTOS, THOMAS P",,1,DEM,528677,0,526110,0,0,0,0,0,0,0,0,0,0,CA,11,,W,,W,46,0,0,12/31/1980,0,0
H0CA11170,"COREY, GEORGE RAYMOND",O,1,DEM,147355,0,145417,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1980,0,0
H0CA11188,"HOLSINGER, G. W. ""JOE""",O,1,DEM,204465,0,192532,0,0,0,0,0,0,0,0,0,0,CA,11,L,,,,0,0,0,12/31/1979,0,0
H0CA11196,"LANDERS, CURTISS A",O,1,DEM,37651,0,37651,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,6/12/1979,0,0
H0CA11204,"SPEIER, JACQUELINE",O,1,DEM,18086,0,26714,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,6/30/1980,0,0
H6CA11037,"RYAN, LEO J.",I,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1979,0,0
H8CA11025,"PLOUGH, CHARLES T. (TOBY) III",O,1,DEM,1056,0,1039,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,3/26/1979,0,0
H0CA11014,"ROYER, WILLIAM H.",I,2,REP,654359,0,642014,0,0,0,0,0,0,0,0,0,0,CA,11,W,W,,L,43,0,0,12/31/1980,0,0
H0CA11105,"CANFIELD, ROGER BLAINE II",O,2,REP,13330,0,13330,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,2/4/1980,0,0
H0CA11154,"KELTING, LES",O,2,REP,16765,0,16765,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,11/15/1980,0,0
H0CA11162,"MAKAR, BRUCE BERNARD",O,2,REP,64173,0,63066,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1980,0,0
H8CA11017,"WELCH, DAVID LOGAN",O,2,REP,21942,0,23422,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,12/31/1979,0,0
H8CA11033,"KAMSLER, MILTON A. JR.",,2,REP,400,0,516,0,0,0,0,0,0,0,0,0,0,CA,11,,,,,,0,0,8/31/1980,0,0
H6CA11060,"KUDROVZEFF, NICHOLAS WACIL",C,3,IND,1177,0,1168,0,0,0,0,0,0,0,0,0,0,CA,11,L,W,,L,1,0,0,4/23/1979,0,0
H0CA11113,"BRANCH, WILSON G.",C,3,PAF,1454,0,1454,0,0,0,0,0,0,0,0,0,0,CA,11,L,W,,L,7,0,0,4/6/1979,0,0
H0CA12012,"STRASSMAN, MARC",,1,DEM,639,0,639,0,0,0,0,0,0,0,0,0,0,CA,12,,L,,,0,0,0,4/24/1980,0,0
H8CA12015,"OLSEN, KIRSTEN",,1,DEM,6631,0,4548,0,0,0,0,0,0,0,0,0,0,CA,12,,W,,L,19,0,0,12/31/1980,0,0
H8CA12031,"DAVIS, RONALD E.",,1,DEM,153,0,125,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,6/30/1980,0,0
H6CA12043,"MCCLOSKEY, PAUL N JR",I,2,REP,94731,0,84059,0,0,0,0,0,0,0,0,0,0,CA,12,,W,,W,72,0,0,12/31/1980,0,0
H8CA12023,"ZINGALE, JOSEPH ANTHONY",,2,REP,701,0,701,0,0,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,12/31/1980,0,0
H0CA12038,"EVERS, WILLIAMSON M",,3,LIB,16522,0,15668,0,0,0,0,0,0,0,0,0,0,CA,12,,W,,L,8,0,0,11/24/1980,0,0
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,241161,0,210855,0,0,0,0,0,0,0,0,0,0,CA,13,,W,,W,59,0,0,12/31/1980,0,0
H0CA13028,"GAGNE, WILFRED EDWARD",,2,REP,460,0,32,0,0,0,0,0,0,0,0,0,0,CA,13,,W,,L,36,0,0,12/21/1980,0,0
H6CA13108,"KONNYU, MR. ERNEST L.",,2,REP,0,0,520,0,0,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,12/31/1980,0,0
H8CA13013,"O'KEEFE, DANIEL P.",,2,REP,3531,0,3102,0,0,0,0,0,0,0,0,0,0,CA,13,,,,,,0,0,12/31/1980,0,0
H0CA13010,"STRONG, H RAYMOND",,3,LIB,15282,0,15282,0,0,0,0,0,0,0,0,0,0,CA,13,,W,,L,4,0,0,12/31/1980,0,0
H0CA14018,"CERNEY, ANNE",,1,DEM,67190,0,65486,0,0,0,0,0,0,0,0,0,0,CA,14,,W,,L,36,0,0,12/31/1980,0,0
H0CA14026,"RICHARDS, RONALD C",,1,DEM,21850,0,21572,0,0,0,0,0,0,0,0,0,0,CA,14,,L,,,0,0,0,12/31/1980,0,0
H6CA14015,"MCFALL, JOHN J.",C,1,DEM,1043,0,9185,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,11/30/1979,0,0
H8CA14029,"PINKERTON, JAMES WORTLEY JR.",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,12/31/1979,0,0
H8CA14037,"KREISS, LOUIS ALLEN  JR.",,2,REP,1057,0,1360,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,10/9/1979,0,0
H8CA14086,"SHUMWAY, NORMAN",I,2,REP,216188,0,235364,0,0,0,0,0,0,0,0,0,0,CA,14,,W,,W,61,0,0,12/31/1980,0,0
H8CA14094,"BURTON, CARL ALDON",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,6/24/1979,0,0
H8CA14052,"WALDRON, GEORGE DAROLD",,3,AIP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,14,,,,,,0,0,1/31/1979,0,0
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,211886,0,210250,0,0,0,0,0,0,0,0,0,0,CA,15,,W,,W,72,0,0,12/31/1980,0,0
H0CA15015,"SCHWARTZ, RONALD",,2,REP,5623,0,5136,0,0,0,0,0,0,0,0,0,0,CA,15,,W,,L,25,0,0,1/31/1981,0,0
H8CA15026,"PATTERAKIS, CHRIS GREGORY",C,2,REP,438,0,2506,0,0,0,0,0,0,0,0,0,0,CA,15,,,,,,0,0,3/31/1979,0,0
H6CA16036,"PANETTA, LEON E",I,1,DEM,102407,0,55475,0,0,0,0,0,0,0,0,0,0,CA,16,,W,,W,71,0,0,12/31/1980,0,0
H0CA16013,"ROTH, WALLACE A. (JACK)",,2,REP,5745,0,5807,0,0,0,0,0,0,0,0,0,0,CA,16,,W,,L,25,0,0,12/31/1980,0,0
H8CA16016,"SEASTRAND, ERIC",,2,REP,8332,0,8707,0,0,0,0,0,0,0,0,0,0,CA,16,,,,,,0,0,6/25/1979,0,0
H0CA16039,"MAURO, JEFF",,3,AIP,2494,0,2494,0,0,0,0,0,0,0,0,0,0,CA,16,,W,,L,1,0,0,11/24/1980,0,0
H0CA16021,"BOWERS, KENTON H",,3,LIB,1427,0,1350,0,0,0,0,0,0,0,0,0,0,CA,16,,W,,L,3,0,0,5/19/1980,0,0
H0CA17011,"JOHNSON, WILLARD H. ""BILL""",,1,DEM,66700,0,66117,0,0,0,0,0,0,0,0,0,0,CA,17,,W,,L,29,0,0,12/31/1980,0,0
H0CA17029,"CREIGHTON, DAVID LYONS",,1,DEM,1511,0,1474,0,0,0,0,0,0,0,0,0,0,CA,17,,L,,,0,0,0,6/30/1980,0,0
H6CA17026,"KREBS, JOHN",C,1,DEM,5321,0,14949,0,0,0,0,0,0,0,0,0,0,CA,17,,,,,,0,0,12/31/1980,0,0
H8CA17014,"PASHAYAN, CHARLES S JR",I,2,REP,488329,0,482896,0,0,0,0,0,0,0,0,0,0,CA,17,,W,,W,71,0,0,12/31/1980,0,0
H8CA17022,"MIRIGIAN, LEE",,2,REP,3775,0,2590,0,0,0,0,0,0,0,0,0,0,CA,17,,,,,,0,0,3/31/1979,0,0
H0CA18027,"TIMMERMANS, MARY ""PAT""",,1,DEM,19396,0,12869,0,0,0,0,0,0,0,0,0,0,CA,18,,W,,L,29,0,0,12/31/1980,0,0
H8CA18012,"SOGGE, BOB",C,1,DEM,32583,0,34081,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,12/31/1980,0,0
H6CA18024,"KETCHUM, WILLIAM",C,2,REP,0,0,42916,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,6/30/1979,0,0
H8CA18020,"THOMAS, WILLIAM M",I,2,REP,246167,0,192111,0,0,0,0,0,0,0,0,0,0,CA,18,,W,,W,71,0,0,12/31/1980,0,0
H8CA18038,"BOPP, LEO R.",,3,UNK,100,0,100,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,3/26/1979,0,0
H8CA19010,"ZAMOS, JEROME",,1,DEM,2342,0,2496,0,0,0,0,0,0,0,0,0,0,CA,19,,,,,,0,0,5/31/1979,0,0
H6CA19022,"LAGOMARSINO, ROBERT J",I,2,REP,131314,0,97504,0,0,0,0,0,0,0,0,0,0,CA,19,,W,,W,78,0,0,12/31/1980,0,0
H0CA20015,"MILLER, MATTHEW W",,1,DEM,15371,0,15420,0,0,0,0,0,0,0,0,0,0,CA,20,,W,,L,17,0,0,11/24/1980,0,0
H6CA20061,"LEAR, PAT",,1,DEM,30451,0,30778,0,0,0,0,0,0,0,0,0,0,CA,20,,,,,,0,0,12/31/1980,0,0
H6CA20020,"GOLDWATER, BARRY M JR",I,2,REP,203115,0,196703,0,0,0,0,0,0,0,0,0,0,CA,20,,W,,W,79,0,0,12/31/1980,0,0
H8CA20026,"STRAIT, DAVID TALBOT",,3,UNK,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,20,,,,,,0,0,3/21/1979,0,0
H6CA21010,"CORMAN, JAMES C.",I,1,DEM,852446,0,905231,0,0,0,0,0,0,0,0,0,0,CA,21,,W,,L,48,0,0,12/31/1980,0,0
