Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H4AL01024,"STOUDENMIRE, WILLIAM WARD",O,2,REP,91825,13738,91696,0,0,128,0,21993,0,2000,0,23805,65993,AL,1,,L,,,0,0,0,12/31/1984,0,0
H4AL01032,"CALLAHAN, HERBERT LEON",O,2,REP,563010,0,559065,0,0,3945,0,0,0,0,0,0,346729,AL,1,,W,,W,51,0,0,12/31/1984,300,0
H4AL01057,"BISHOP, DAVID EDWARD",O,2,REP,8798,0,8798,0,0,0,0,0,0,0,0,0,6515,AL,1,,,,,,0,0,3/31/1984,4360,0
H6AL01011,"EDWARDS, WILLIAM JACKSON III",I,2,REP,329,0,38891,0,38562,0,0,0,0,0,0,0,5,AL,1,,,,,,0,0,12/31/1984,0,0
H2AL02018,"LEE, LARRY GREELEY",,1,DEM,63366,0,60790,0,27,2604,0,4000,0,3057,0,17495,37044,AL,2,,R,,L,39,0,0,12/31/1984,0,0
H2AL02034,"CAMP, BILLY JOE",,1,DEM,37797,0,40741,0,3837,892,0,0,0,30859,0,0,32031,AL,2,,,,,,0,0,12/31/1984,0,0
H6AL02050,"DICKINSON, WILLIAM LOUIS",I,2,REP,433610,0,329622,0,111788,215773,0,0,0,0,0,0,181668,AL,2,,W,,W,60,0,0,12/31/1984,0,0
H6AL03025,"NICHOLS, BILL",I,1,DEM,159218,0,33330,0,135007,260940,0,0,0,0,0,0,49284,AL,3,,W,,W,96,0,0,12/31/1984,200,0
H4AL04010,"SHARP, MICHAEL CHARLES",C,1,DEM,25194,0,24430,0,0,763,0,6000,0,1700,0,4300,5828,AL,4,,L,,,0,0,0,12/31/1984,0,0
H6AL04023,"BEVILL, TOM",I,1,DEM,272685,0,100529,0,185865,358023,0,0,0,0,0,0,125599,AL,4,,W,,W,100,0,0,12/31/1984,0,0
H6AL05038,"FLIPPO, RONNIE GENE",I,1,DEM,327626,11675,128958,0,139348,338016,0,0,0,0,0,0,79921,AL,5,,W,,W,96,0,0,12/31/1984,1000,0
H2AL05011,"YAMBREK, LEOPOLD M",,2,REP,55,0,226,0,199,28,0,0,0,0,0,0,0,AL,5,,,,,,0,0,7/31/1983,0,0
H2AL06019,"ERDREICH, BEN",I,1,DEM,584349,0,569611,0,5860,20598,0,0,0,3000,0,11533,220640,AL,6,,W,,W,60,0,0,12/31/1984,1996,0
H4AL06015,"WAGGONER, JAMES THOMAS JR (""JABO"")",,2,REP,357951,0,355295,0,0,2655,0,0,0,0,0,1434,234374,AL,6,,W,,L,40,0,0,12/31/1984,500,0
H8AL06016,"SMITH, ALBERT LEE JR",C,2,REP,37065,0,39881,0,2817,0,0,125,0,12194,0,0,29348,AL,6,,,,,,0,0,12/31/1984,10,0
H2AL07017,"KARTUS, JACK L",,1,DEM,13000,0,13360,0,361,0,0,0,0,13350,0,0,0,AL,7,,,,,,0,0,12/31/1983,0,0
H4AL07021,"MCFARLAND, BILL",,1,DEM,4275,0,616,0,0,3658,0,0,0,0,0,0,0,AL,7,,,,,,0,0,12/31/1984,0,0
H6AL07018,"JOHNSON, ROY WEBSTER JR",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,7,,,,,,0,0,12/31/1984,0,0
H8AL07014,"SHELBY, RICHARD CRAIG",I,1,DEM,407089,0,69484,0,153403,491007,0,0,0,0,0,0,148766,AL,7,,W,,W,97,0,0,12/31/1984,0,0
H6AR01023,"ALEXANDER, WILLIAM V JR",I,1,DEM,308195,0,270290,0,43785,81689,0,0,0,0,0,0,156440,AR,1,,W,,W,100,0,0,12/31/1984,0,0
H2AR01014,"BANKS, CHARLES ALFRED",,2,REP,1514,0,9747,0,11699,3464,0,0,0,0,0,0,0,AR,1,,,,,,0,0,12/31/1984,0,0
H2AR02012,"GEORGE, CHARLES L",O,1,DEM,12,0,12,0,0,0,0,0,0,0,0,0,0,AR,2,,,,,,0,0,4/6/1984,12,0
H4AR02018,"RIVIERE, PAUL FRANKLIN",O,1,DEM,515467,0,514438,0,0,1027,0,38100,0,26159,0,34111,339674,AR,2,,L,,,0,0,0,12/31/1984,1600,0
H4AR02026,"SHERMAN, WILLIAM FARRAR",O,1,DEM,20325,0,20324,0,0,0,0,3040,0,3000,0,0,11425,AR,2,,,,,,0,0,6/30/1984,1007,0
H4AR02034,"COLLINS, THEDFORD LAVON",O,1,DEM,52296,0,52147,0,0,147,0,4500,0,0,0,6300,45996,AR,2,,L,,,0,0,0,9/30/1984,200,0
H4AR02059,"RUSS, OTIS STANLEY",O,1,DEM,99429,0,98398,0,0,1029,0,20000,0,5500,0,14500,70479,AR,2,,L,,,0,0,0,12/31/1984,0,0
H4AR02067,"ALFORD, THOMAS DALE MD",O,1,DEM,26151,0,26150,0,0,0,0,0,0,0,0,0,12772,AR,2,,L,,,0,0,0,7/13/1984,0,0
H4AR02091,"ROBINSON, TOMMY F",O,1,DEM,921486,0,917467,0,0,4017,0,441235,0,214579,0,534895,389202,AR,2,,W,,W,47,0,0,12/31/1984,5950,0
H4AR02042,"PETTY, JUDY C",O,2,REP,400319,0,400310,0,0,4,0,0,0,0,0,0,214532,AR,2,,W,,L,41,0,0,1/31/1985,0,0
H8AR02068,"BETHUNE, ED",I,2,REP,35061,0,46911,0,12903,1057,0,0,0,0,0,0,26272,AR,2,,,,,,0,0,12/31/1984,0,0
H4AR02083,"TAYLOR, JAMES R",O,3,IND,8012,0,7195,0,0,817,0,0,0,0,0,0,7666,AR,2,,W,,L,11,0,0,12/31/1984,0,0
H2AR03010,"MCDOUGAL, JAMES BERT",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AR,3,,,,,,0,0,6/30/1983,0,0
H6AR03029,"HAMMERSCHMIDT, JOHN PAUL",I,2,REP,96046,0,57505,0,33997,72537,0,0,0,0,0,0,21692,AR,3,,W,,W,100,0,0,12/31/1984,0,0
H8AR04023,"ANTHONY, BERYL FRANKLIN JR",I,1,DEM,218971,0,93062,2000,330,126236,0,0,0,20410,0,0,74352,AR,4,,W,,W,100,0,0,12/31/1984,25,0
H2AR04018,"LESLIE, ROBERT BRUCE (BOB)",,2,REP,2405,0,4088,0,1683,0,0,0,0,0,0,0,2405,AR,4,,,,,,0,0,3/31/1983,0,0
H0AS00026,"SUNIA, FOFO I F CONGRESSMAN",I,1,DEM,30631,0,30579,0,0,51,0,0,0,0,0,0,25681,AS,0,,W,,W,65,0,0,12/31/1984,0,0
H4AS00028,"SOLI, AUMOEUALOGO SALANOA",,3,UNK,21705,0,21363,0,0,341,0,0,0,0,0,0,21705,AS,0,,,,L,35,0,0,12/30/1984,0,0
H4AZ01012,"BRAUN, HARRY W III",,1,DEM,2817,0,2770,0,0,47,0,1972,0,0,0,2127,290,AZ,1,,W,,L,22,0,0,10/15/1984,0,0
H2AZ01016,"WEST, DONNA CARLSON",C,2,REP,3386,0,343,0,-9,1825,0,0,0,0,0,90968,2180,AZ,1,,,,,,0,0,6/30/1983,0,0
H2AZ01024,"MCCAIN, JOHN S",I,2,REP,707083,0,524237,0,9934,192781,0,0,0,177031,0,0,384203,AZ,1,,W,,W,78,0,0,12/31/1984,2100,0
H2AZ01032,"MACK, JAMES A",C,2,REP,7115,0,9562,0,2458,11,0,0,0,0,0,0,100,AZ,1,,,,,,0,0,12/31/1983,0,0
H2AZ01040,"RUSSELL, RAYMOND LOUIS",C,2,REP,18407,0,18999,0,2430,1837,0,0,0,3009,0,53000,9780,AZ,1,,,,,,0,0,12/31/1984,1125,0
H6AZ02049,"UDALL, MORRIS KING",I,1,DEM,282535,31407,226550,1000,487,56472,0,0,0,0,0,0,163741,AZ,2,,W,,W,88,0,0,12/31/1984,0,0
H2AZ02022,"LAOS, ROY B III",,2,REP,2243,0,5036,0,4490,2321,0,0,0,998,0,0,335,AZ,2,,,,,,0,0,12/31/1984,0,0
H2AZ03012,"BOSCH, PAT",,1,DEM,0,0,708,0,708,0,0,0,0,0,0,0,0,AZ,3,,,,,,0,0,6/30/1983,0,0
H4AZ03018,"SCHUSTER, ROBERT C",,1,DEM,64847,0,64411,0,0,437,0,11358,0,1271,0,15239,30144,AZ,3,,W,,L,26,0,0,12/31/1984,0,0
H0AZ03016,"CROFT, BOB",,2,REP,0,0,0,0,10,10,0,0,0,0,0,3589,0,AZ,3,,,,,,0,0,6/30/1983,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,260952,0,232245,0,43418,72127,0,0,0,0,0,0,127924,AZ,3,,W,,W,72,0,0,12/31/1984,50,0
H6AZ04029,"RUDD, ELDON D",I,2,REP,234398,0,157335,0,159347,236400,0,0,0,0,0,0,116219,AZ,4,,W,,W,100,0,0,12/31/1984,900,0
H2AZ04036,"BROWN, JACK E",,3,,0,0,0,0,0,0,0,0,0,0,0,47135,0,AZ,4,,,,,,0,0,12/31/1984,0,0
H2AZ05017,"MCNULTY, JAMES F JR",I,1,DEM,739789,8132,733001,0,7548,14335,0,0,0,0,0,3958,408840,AZ,5,,W,,L,48,0,0,12/31/1984,944,0
H2AZ02014,"KOLBE, JAMES T",C,2,REP,719457,0,744740,0,36731,11448,0,15000,0,0,0,75519,409090,AZ,5,,W,,W,51,0,0,12/31/1984,200,0
H2AZ05025,"JOYNER, CONRAD FRANCIS",C,2,REP,5150,0,6229,0,5305,4226,0,0,0,0,0,18398,5150,AZ,5,,,,,,0,0,6/30/1983,0,0
H2CA01011,"BOSCO, DOUGLAS H",I,1,DEM,235505,500,216144,500,3062,22420,0,15000,0,20500,0,3000,108877,CA,1,,W,,W,62,0,0,12/31/1984,45,0
H6CA01046,"JOHNSON, HON. HAROLD T.",C,1,DEM,0,0,19061,0,19062,0,0,0,0,0,0,0,0,CA,1,,,,,,0,0,6/1/1984,0,0
H4CA01017,"REDICK, DAVID",C,2,REP,48426,190,48332,0,0,190,0,18767,0,0,0,35040,22534,CA,1,,W,,L,38,0,0,12/31/1984,0,0
H4CA01025,"FATLAND, JAMES RAYMOND",,2,REP,15820,0,15798,0,0,20,0,3000,0,0,0,3000,11479,CA,1,,L,,,0,0,0,12/31/1984,100,0
H6CA02044,"CLAUSEN, DONALD H.",C,2,REP,41241,0,116375,0,75136,0,0,0,0,0,0,0,6975,CA,1,,,,,,0,0,12/31/1984,0,0
H0CA02013,"WINDREM, PETER FOLGER",,1,DEM,0,0,0,0,59,59,0,0,0,0,0,2788,0,CA,2,,,,,,0,0,12/31/1984,0,0
H2CA02027,"NEWMEYER, JOHN A",,1,DEM,6110,0,10100,0,3989,0,0,0,0,3989,0,0,0,CA,2,,,,,,0,0,7/31/1983,0,0
H4CA02015,"COZAD, HARRY WORK",,1,DEM,45472,1175,41835,0,0,3635,0,10985,0,675,0,10310,18999,CA,2,,W,,L,31,0,0,12/31/1984,0,0
H0CA01015,"CHAPPIE, EUGENE ""GENE""",I,2,REP,373523,0,367562,0,34118,40079,0,0,0,30292,0,0,234468,CA,2,,W,,W,69,0,0,12/31/1984,1000,0
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,347960,0,233758,7750,163617,277820,0,0,0,0,0,0,127621,CA,3,,W,,W,100,0,0,12/31/1984,2100,0
H8CA04053,"FAZIO, VICTOR H",I,1,DEM,555905,5000,570772,5000,51265,36397,0,0,0,0,0,0,237294,CA,4,,W,,W,62,0,0,12/31/1984,500,0
H2CA04015,"CANFIELD, ROGER BLAINE II",,2,REP,126390,0,84739,0,130,41828,0,2414,0,7104,0,30272,51724,CA,4,,W,,L,37,0,0,10/17/1984,0,0
H4CA04011,"WALTRIP, STEPHEN MARSHALL",,2,REP,38416,0,38341,0,0,73,0,0,0,0,0,69368,12855,CA,4,,L,,,0,0,0,12/31/1984,0,0
H4CA05018,"BURTON, SALA",I,1,DEM,485562,0,389521,0,0,96039,0,0,0,0,0,0,237237,CA,5,W,W,,W,72,0,0,12/31/1984,1500,0
H4CA05091,"LANTZ, EVELYN K",C,1,DEM,14389,0,14387,0,0,0,0,100,0,100,0,1186,12055,CA,5,L,L,,,0,0,0,12/31/1984,0,0
H4CA05166,"DOYLE, J RICHARD",O,1,DEM,12081,0,12081,0,0,0,0,0,0,0,0,0,6881,CA,5,L,,,,0,0,0,12/31/1983,0,0
H6CA06029,"BURTON, PHILLIP",I,1,DEM,3066,0,45476,0,42410,0,0,0,0,0,0,0,160,CA,5,,,,,,0,0,3/31/1984,-250,0
H2CA05012,"MARKS, MILTON",,2,REP,5359,0,17367,0,12601,489,0,0,0,4801,0,329889,2075,CA,5,,,,,,0,0,12/31/1984,0,0
H2CA06010,"GEE, HOOVER MARK",C,2,REP,0,0,165,0,0,0,0,0,0,0,0,0,0,CA,5,,,,,,0,0,12/31/1983,0,0
H4CA05026,"DUNLAP, WILLIAM THOMAS III",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,5,L,,,,0,0,0,12/31/1983,0,0
H4CA05067,"HOWARD, DUNCAN LENT",O,2,REP,70776,0,69937,0,0,837,0,0,0,0,0,138,55767,CA,5,L,,,,0,0,0,12/31/1984,0,0
H4CA05158,"UNGER, SAMUEL",C,3,IND,1622,0,1622,0,0,0,0,0,0,1184,0,0,85,CA,5,,W,,,0,0,0,12/31/1983,0,0
H2CA06028,"BOXER, BARBARA",I,1,DEM,585988,0,535874,0,2384,56180,0,0,0,10500,0,0,345381,CA,6,,W,,W,68,0,0,12/31/1984,750,0
H2CA06036,"RENNE, LOUISE HORNBECK",C,1,DEM,41639,0,42317,0,868,189,0,4300,0,3450,0,145850,34980,CA,6,,,,,,0,0,12/31/1984,2075,0
H0CA05016,"MCQUAID, JOHN DENNIS",C,2,REP,39554,0,40723,0,1169,0,0,0,0,0,0,0,35929,CA,6,,,,,,0,0,12/30/1983,0,0
H4CA06016,"BINDERUP, DOUGLAS FREDRICK",,2,REP,70673,0,70264,0,0,409,0,6000,0,0,0,21458,46819,CA,6,,W,,L,30,0,0,1/31/1985,0,0
H4CA06032,"BAKA, GREGORY VINCENT",,2,REP,14565,0,14566,0,0,0,0,11600,0,145,0,11454,1432,CA,6,,L,,,0,0,0,12/31/1984,1335,0
H6CA07043,"MILLER, GEORGE III",I,1,DEM,272691,2444,182793,2444,88704,178602,0,0,0,0,0,0,136537,CA,7,,W,,W,66,0,0,12/31/1984,595,0
H2CA07026,"VALLELY, PAUL EUGENE",,2,REP,1955,0,1995,0,82,42,0,0,0,1265,0,23432,1825,CA,7,,,,,,0,0,1/31/1984,0,0
H4CA07014,"THAKAR, ROSEMARY",,2,REP,130554,26238,130206,0,0,347,0,81000,0,0,0,0,41902,CA,7,,W,,L,33,0,0,12/31/1984,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,951097,55949,981171,0,36004,5930,0,0,0,0,0,0,804459,CA,8,,W,,W,60,0,0,12/31/1984,0,0
H2CA08016,"SORENSEN, LEO KJELDBJERG",,2,REP,23998,0,25582,0,1584,0,0,0,0,20450,0,0,0,CA,8,,,,,,0,0,10/17/1984,0,0
H2CA08024,"HUTCHISON, CLAUDE B JR",,2,REP,5203,0,16040,0,10840,3,0,0,0,13950,0,3050,2655,CA,8,,,,,,0,0,12/31/1984,0,0
H4CA08012,"HEFFERAN, ROGER L",,2,REP,119725,0,119751,0,0,473,0,41000,0,0,0,54671,65555,CA,8,,L,,,0,0,0,12/31/1984,250,0
H4CA08020,"CONNOR, CHARLES",,2,REP,219943,18965,219944,0,0,0,0,13000,0,1500,0,51101,146762,CA,8,,W,,L,40,0,0,12/31/1984,0,0
H4CA08038,"CLEAVER, ELDRIDGE LEROY",,3,IND,24280,0,22282,0,0,-615,0,0,0,0,0,0,13804,CA,8,,W,,,0,0,0,9/1/1984,0,0
H2CA09014,"O'DONNELL, JOHN",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,38000,0,CA,9,,,,,,0,0,12/31/1984,0,0
H6CA09023,"STARK, FORTNEY H JR",I,1,DEM,575106,0,571886,1000,917,4136,0,223227,0,189907,0,166394,50270,CA,9,,W,,W,70,0,0,12/31/1984,0,0
H0CA09018,"KENNEDY, BILL",,2,REP,128,0,2258,0,2129,0,0,0,0,0,0,2416,128,CA,9,,,,,,0,0,12/31/1984,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,152632,0,140908,0,3081,14802,0,2000,0,2000,0,2000,54371,CA,10,,W,,W,62,0,0,12/31/1984,100,0
H2CA10020,"HERRIOTT, ROBERT PAUL",,2,REP,89558,0,86078,0,672,4243,0,8900,0,9600,0,45609,49629,CA,10,,W,,L,34,0,0,12/31/1984,0,0
H0CA11022,"LANTOS, THOMAS P",I,1,DEM,638340,0,289561,0,30701,379480,0,0,0,0,0,0,505221,CA,11,,W,,W,70,0,0,12/31/1984,1500,0
H0CA11170,"COREY, GEORGE RAYMOND",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,100718,0,CA,11,,,,,,0,0,12/31/1984,0,0
H0CA11014,"ROYER, BILL",C,2,REP,51449,24915,53312,0,1412,0,0,0,0,31830,0,17085,50423,CA,11,,,,,,0,0,12/31/1983,0,0
H0CA11162,"MAKAR, BRUCE BERNARD",C,2,REP,0,0,0,0,1075,1075,0,0,0,0,0,107338,0,CA,11,,,,,,0,0,12/31/1984,0,0
H4CA11024,"HICKEY, JOHN J ""JACK""",,2,REP,1800,0,800,0,0,1000,0,0,0,0,0,0,1050,CA,11,,W,,L,28,0,0,6/1/1984,0,0
H2CA12026,"RAFFEL, KEITH",C,1,DEM,4691,0,4762,0,71,0,0,0,0,0,0,0,0,CA,12,,,,,,0,0,12/31/1984,0,0
H4CA12014,"CARNOY, MARTIN",,1,DEM,83599,0,69132,0,0,14467,0,7000,0,0,0,19778,54491,CA,12,,W,,L,36,0,0,10/17/1984,75,0
H4CA12022,"MATTOON, RICHARD HAROLD",,1,DEM,366,0,366,0,0,0,0,0,0,0,0,0,310,CA,12,,L,,,0,0,0,7/12/1984,0,0
H2CA12018,"ZSCHAU, EDWIN VAN WYCK",I,2,REP,508727,0,310770,0,17011,214965,0,0,0,0,0,0,384159,CA,12,,W,,W,62,0,0,12/31/1984,0,0
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,499009,0,422186,0,86046,162868,0,0,0,0,0,0,298926,CA,13,,W,,W,65,0,0,12/31/1984,400,0
H4CA13020,"WILLIAMS, JOHN DAVIS",,2,REP,15263,0,14720,0,0,542,0,6323,0,50,0,7277,5047,CA,13,,W,,L,33,0,0,12/31/1984,0,0
H6CA13108,"KONNYU, MR. ERNEST L.",,2,REP,0,0,0,0,0,0,0,0,0,0,0,8568,0,CA,13,,,,,,0,0,12/31/1983,0,0
H8CA13013,"O'KEEFE, DANIEL P.",,2,REP,53,0,2623,1800,2579,9,0,0,0,640,0,0,0,CA,13,,,,,,0,0,12/31/1984,0,0
H4CA14036,"MALBERG, DONALD R",,1,DEM,11762,0,11094,0,0,668,0,4317,0,1000,0,3317,6895,CA,14,,L,,,0,0,0,12/31/1984,73,0
H8CA14086,"SHUMWAY, NORMAN DAVID",I,2,REP,366764,0,295327,0,1774,72811,0,0,0,0,0,0,216295,CA,14,,W,,W,73,0,0,12/31/1984,2100,0
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,631965,0,488012,0,16987,160941,0,0,0,0,0,0,328756,CA,15,,W,,W,65,0,0,12/31/1984,365,0
H2CA15011,"BATES, EDWARD BRYANT",,2,REP,4194,0,4281,0,87,0,0,0,0,2149,0,11411,1295,CA,15,,,,,,0,0,12/31/1984,0,0
H4CA15017,"HARNER, CAROL",,2,REP,8815,0,8814,0,0,0,0,0,0,0,0,0,300,CA,15,,W,,L,33,0,0,11/26/1984,0,0
H6CA16036,"PANETTA, LEON EDWARD",I,1,DEM,227639,0,279883,0,117118,64824,0,0,0,0,0,0,112409,CA,16,,W,,W,71,0,0,12/31/1984,0,0
H4CA16015,"RAMSEY, PATRICIA SMITH",,2,REP,462338,0,425277,0,0,37058,0,425000,0,0,0,431449,22332,CA,16,,W,,L,28,0,0,12/31/1984,458,0
H2CA17017,"TACKETT, GENE",,1,DEM,2433,1000,6936,0,5088,585,0,0,0,0,0,20756,515,CA,17,,,,,,0,0,6/30/1984,0,0
H4CA17013,"LAKRITZ, SIMON",,1,DEM,21896,0,21803,0,0,92,0,0,0,0,0,1082,13536,CA,17,,W,,L,28,0,0,12/31/1984,150,0
H8CA17014,"PASHAYAN, CHARLES JR",I,2,REP,339949,0,289776,0,7293,57466,0,0,0,3645,0,3500,211541,CA,17,,W,,W,72,0,0,12/31/1984,1515,0
H0CA18027,"TIMMERMANS, MARY ""PAT""",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,18,,,,,,0,0,6/30/1983,0,0
H2CA18015,"LEHMAN, RICHARD H",I,1,DEM,234448,0,195157,1000,4644,43934,0,0,0,0,0,4000,51138,CA,18,,W,,W,67,0,0,12/31/1984,500,0
H2CA18023,"FONDSE, ADRIAN",C,2,REP,0,0,16450,0,1367,0,0,0,0,16450,0,16450,0,CA,18,,,,,,0,0,3/15/1984,0,0
H4CA18011,"EWEN, DALE L",,2,REP,6901,0,7431,0,109,109,0,0,0,0,0,3355,6561,CA,18,,W,,L,33,0,0,1/31/1985,0,0
H2CA19013,"FROST, FRANK",,1,DEM,200,0,405,0,205,0,0,0,0,0,0,0,0,CA,19,,,,,,0,0,7/31/1983,0,0
H4CA19019,"CAREY, JAMES C JR",,1,DEM,43873,0,43870,0,0,0,0,0,0,0,0,0,36296,CA,19,,W,,L,31,0,0,12/31/1984,0,0
H4CA19027,"DOSCHER, TODD M",,1,DEM,15386,0,15385,0,0,0,0,12000,0,0,0,12000,0,CA,19,,L,,,0,0,0,10/12/1984,0,0
H6CA19022,"LAGOMARSINO, ROBERT J",I,2,REP,463908,0,289255,0,89799,264453,0,0,0,0,0,0,330912,CA,19,,W,,W,67,0,0,12/31/1984,575,0
H4CA20017,"LESAGE, MICHAEL T",,1,DEM,23703,0,22747,0,0,955,0,7083,0,0,0,7086,11257,CA,20,,W,,L,29,0,0,12/31/1984,150,0
H8CA18020,"THOMAS, WILLIAM M",I,2,REP,294298,0,179895,3000,100619,215057,0,0,0,0,0,0,101024,CA,20,,W,,W,71,0,0,12/31/1984,0,0
H4CA21023,"DAVIS, CHARLIE",,1,DEM,70219,0,69113,0,0,1105,0,4000,0,4000,0,6700,50234,CA,21,,W,,L,26,0,0,12/31/1984,556,0
H0CA21013,"FIEDLER, BOBBI",I,2,REP,434197,0,175157,250,55303,314343,0,0,0,0,0,0,259362,CA,21,,W,,W,72,0,0,12/31/1984,0,0
H6CA22026,"MOORHEAD, CARLOS J",I,2,REP,199350,0,107398,0,196958,288907,0,0,0,0,0,0,42070,CA,22,,W,,W,85,0,0,12/31/1984,0,0
H4CA22013,"YAUCH, MICHAEL B",,3,LIB,10741,0,10741,0,0,0,0,0,0,0,0,0,10179,CA,22,,W,,L,15,0,0,12/31/1984,0,0
H4CA23011,"WATERS, MAXINE",C,1,DEM,34237,0,1247,0,0,32992,0,0,0,0,0,0,30600,CA,23,,,,,,0,0,12/31/1984,0,0
H6CA23024,"BEILENSON, ANTHONY",I,1,DEM,178243,0,157880,0,5225,25588,0,9000,0,9000,0,0,159802,CA,23,,W,,W,62,0,0,12/31/1984,0,0
H2CA23015,"GREENE, JEFFREY BENNETT",,2,REP,2000,0,2000,0,1034,1034,0,2000,0,0,0,50965,0,CA,23,,,,,,0,0,12/31/1984,0,0
H2CA23023,"ARMOR, DAVID",,2,REP,4948,0,6466,0,2139,620,0,2100,0,1000,0,20648,2113,CA,23,,,,,,0,0,12/31/1984,0,0
H4CA23029,"LITTLE, DONNA ALYSON",,2,REP,5010,0,5010,0,0,0,0,0,0,0,0,0,5010,CA,23,,,,,,0,0,3/31/1984,4998,0
H4CA23037,"MAZZI, FRANK",,2,REP,32985,2195,31855,0,0,1129,0,0,0,0,0,0,17123,CA,23,,L,,,0,0,0,12/31/1984,1000,0
H4CA23045,"PARRISH, CLAUDE",,2,REP,149760,0,149486,0,0,274,0,111130,0,1300,0,112474,12922,CA,23,,W,,L,37,0,0,12/31/1984,0,0
H6CA23016,"WOOLVERTON, GEORGE",,2,REP,21380,0,4492,0,0,16888,0,0,0,0,0,0,21380,CA,23,,,,,,0,0,1/31/1985,0,0
H6CA24048,"WAXMAN, HENRY A",I,1,DEM,175012,0,117831,0,34761,91942,0,0,0,0,0,0,41021,CA,24,,W,,W,63,0,0,12/31/1984,0,0
H0CA24041,"ZERG, JEROME",,2,REP,134611,20121,133765,0,374,1219,0,49350,0,26850,0,74153,59375,CA,24,,W,,L,33,0,0,12/31/1984,0,0
H2CA24021,"MEDVID, NICK",,2,REP,3751,0,3743,0,5,12,0,3736,0,3736,0,7991,0,CA,24,,,,,,0,0,12/31/1984,0,0
H8CA25017,"ROYBAL, EDWARD R",I,1,DEM,153529,0,75415,0,111490,189604,0,0,0,0,0,0,55559,CA,25,,W,,W,72,0,0,12/31/1984,1125,0
H4CA25057,"BLOXOM, ROY DON (BILL)",,2,REP,48374,0,48373,0,0,0,0,20000,0,20000,0,0,970,CA,25,,W,,L,24,0,0,11/2/1984,0,0
H2CA26026,"BERMAN, HOWARD L",I,1,DEM,220590,0,204427,0,378,16541,0,0,0,0,0,33000,116226,CA,26,,W,,W,63,0,0,12/31/1984,200,0
