Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H2AL06019,"ERDREICH, BENJAMIN LEADER",I,1,DEM,251841,0,159323,0,146955,239472,0,0,0,0,0,0,52641,AL,6,,W,,W,67,173850,250,12/31/1988,0,0
H8AL06057,"CADDIS, CHARLES OWINGS",,2,REP,8604,0,8604,8004,0,0,5579,0,0,0,0,0,1975,AL,6,,W,,L,33,0,1050,12/8/1988,0,0
H8AL06065,"WINGO, WILLIAM",,3,LIB,238,0,238,0,0,0,238,0,0,0,0,0,0,AL,6,,W,,L,1,0,0,12/31/1988,0,0
H6AL07075,"HARRIS, CLAUDE JR",I,1,DEM,405426,0,328296,0,1501,78631,0,0,0,47000,0,5000,143626,AL,7,,W,,W,68,257205,2841,12/31/1988,0,0
H0AL07011,"BACON, JAMES E. ""JIM""",,2,REP,9842,0,8737,0,0,1106,297,7290,0,0,0,7290,1195,AL,7,,W,,L,32,0,1060,11/28/1988,0,0
H4AL07021,"MCFARLAND, BILL",C,2,REP,29399,0,29788,0,1053,455,27066,0,0,27066,0,8933,125,AL,7,,,,,,0,0,12/31/1988,0,0
H6AR01023,"ALEXANDER, WILLIAM VOLLIE JR",I,1,DEM,674287,0,665445,0,8540,17381,0,85000,0,161000,0,28830,263158,AR,1,,W,,W,100,321524,1848,12/31/1988,1000,0
H8AR01011,"GLASCOCK, DARRELL",,1,DEM,46430,0,46430,0,0,0,0,11669,0,2450,0,15023,21591,AR,1,,L,,,0,13100,50,12/31/1988,0,0
H2AR01014,"BANKS, CHARLES ALFRED",,2,REP,0,0,1548,0,1548,0,0,0,0,0,0,0,0,AR,1,,,,,,0,0,8/15/1988,0,0
H6AR01056,"ALBIN, RICKEY HAROLD",,2,REP,7535,0,7680,0,184,39,7450,0,0,0,0,9533,85,AR,1,,,,,,0,0,12/31/1988,0,0
H4AR02059,"RUSS, OTIS STANLEY",C,1,DEM,7050,0,7103,0,54,0,1000,0,0,5635,0,0,4100,AR,2,,,,,,1950,0,12/31/1987,0,0
H4AR02091,"ROBINSON, TOMMY FRANKLIN",I,1,DEM,687069,183741,643617,183741,49367,92815,0,0,0,0,0,0,319683,AR,2,,W,,W,83,182980,0,12/31/1988,1000,0
H6AR02013,"HAMAKER, KEITH",,2,REP,135,0,132,0,35,2,0,0,0,0,0,43675,100,AR,2,,,,,,0,0,12/31/1987,0,0
H6AR02096,"FAULKNER, ROBERT W",,2,REP,10375,0,10583,0,208,0,10000,0,0,0,0,0,375,AR,2,,,,,,0,0,6/30/1987,0,0
H8AR02076,"CARPENTER, WARREN D",,2,REP,11299,0,11098,0,0,0,11299,0,0,0,0,0,0,AR,2,,W,,L,17,0,0,12/31/1988,0,0
H8AR02084,"WATERS, M ALAN",,2,REP,5980,0,5980,0,0,0,2670,0,0,0,0,0,3310,AR,2,,L,,,0,0,0,3/8/1988,0,0
H8AR03033,"STEWART, DAVID ALAN",,1,DEM,60059,0,60054,0,0,0,195,0,0,0,0,0,43350,AR,3,,W,,L,25,300,15921,12/21/1988,0,0
H8AR03041,"LINGLE, JIM",,1,DEM,31101,0,28599,0,0,0,11009,0,0,0,0,0,18022,AR,3,,L,,,0,2000,0,12/31/1988,3939,0
H6AR03029,"HAMMERSCHMIDT, JOHN PAUL",I,2,REP,330387,0,159221,0,168435,339600,0,0,0,0,0,0,128112,AR,3,,W,,W,75,166700,9100,12/31/1988,0,0
H8AR04023,"ANTHONY, BERYL F JR",I,1,DEM,547244,0,570155,0,337764,314855,0,0,40000,0,0,40000,52269,AR,4,,W,,W,69,353042,18250,12/31/1988,0,1000
H6AR04027,"KEELS, LAMAR",,2,REP,2317,0,2317,0,0,0,2317,0,0,1012,0,22225,0,AR,4,,,,,,0,0,12/31/1988,0,0
H8AR04072,"BELL, ROGER NEAL",,2,REP,21709,0,21538,0,0,167,1205,0,1000,0,0,1000,11573,AR,4,,W,,L,31,880,7051,1/31/1989,0,0
H0AS00018,"FALEOMAVAEGA, ENI FAAUAA HUNKIN",O,1,DEM,66794,0,66515,0,0,278,500,12085,4790,0,0,29315,49169,AS,0,,W,,W,51,250,0,12/31/1988,990,0
H0AS00026,"SUNIA, FOFO I F CONGRESSMAN",I,1,DEM,0,0,390,0,390,0,0,0,0,0,0,0,0,AS,0,,,,,,0,0,7/31/1988,0,0
H4AS00028,"AMOEUALOGO SALANOA, SOLI",O,2,REP,42249,3911,42723,0,475,0,19568,0,0,10543,0,8736,18770,AS,0,,L,,L,20,0,0,12/31/1988,0,0
H8AS00029,"TUFELE, F LI'AMATUA",O,3,IND,58600,3000,56029,3000,0,2569,1920,0,0,0,0,0,53480,AS,0,,W,,L,49,0,200,11/2/1988,0,0
H4AZ01012,"BRAUN, HARRY W III",C,1,DEM,937,0,1621,0,685,0,0,0,0,412,999,26957,0,AZ,1,,,,,,0,0,12/31/1987,0,0
H8AZ01047,"FILLMORE, JOHN M",,1,DEM,13756,0,13266,0,0,487,8315,3316,0,1411,0,3316,1230,AZ,1,,W,,L,28,1250,0,12/31/1988,0,0
H2AZ01040,"RUSSELL, RAY L",C,2,REP,69607,0,71362,0,1778,22,0,56497,10000,1800,55942,99697,3110,AZ,1,,,,,,0,0,12/31/1988,0,0
H6AZ00019,"EDENS, ROBERT H",C,2,REP,50000,0,50751,0,751,0,50000,0,0,50385,0,31614,0,AZ,1,,,,,,0,0,6/30/1988,0,0
H6AZ01025,"LAVIS, RICK C",C,2,REP,25000,0,25024,0,24,0,22000,0,0,20000,0,1985,3000,AZ,1,,,,,,0,0,6/30/1988,0,0
H6AZ01033,"SELLERS, DEAN K",C,2,REP,0,0,0,0,97,0,0,2000,0,97,0,149692,0,AZ,1,,,,,,0,0,12/31/1988,2000,0
H6AZ01108,"RHODES, JOHN JACOB III",I,2,REP,293044,0,291961,0,5226,6309,0,0,0,55962,0,962,156187,AZ,1,,W,,W,72,134419,1147,12/31/1988,0,0
H6AZ02015,"GONZALES, LUIS ARMANDO",,1,DEM,1865,0,2928,0,1064,0,0,0,0,500,341,1158,1865,AZ,2,,,,,,0,0,1/1/1988,0,0
H6AZ02049,"UDALL, MORRIS K",I,1,DEM,119497,0,99607,0,12916,32804,0,0,0,0,0,0,32199,AZ,2,,W,,W,73,84605,375,12/31/1988,0,0
H2AZ02022,"LAOS, ROY B III",,2,REP,0,0,2321,0,2321,0,0,0,0,0,0,0,0,AZ,2,,,,,,0,0,12/31/1988,0,0
H4AZ02010,"SWEENEY, JOSEPH D",,2,REP,3105,0,3065,0,0,40,3000,0,0,0,0,0,105,AZ,2,,W,,L,27,0,0,12/31/1988,0,0
H8AZ03043,"MOSS, DAVID R",,1,DEM,26551,0,26281,0,0,268,19621,6000,0,6000,0,6000,875,AZ,3,,W,,L,29,0,54,12/31/1988,0,0
H6AZ03112,"STUMP, BOB",I,2,REP,257184,0,319690,0,170179,107674,0,0,0,0,0,0,94670,AZ,3,,W,,W,69,115046,325,12/31/1988,0,500
H8AZ03050,"PARSONS, JOHN",,3,UNK,10188,0,9069,0,0,1018,1597,0,0,0,0,0,7908,AZ,3,,W,,L,3,0,0,12/31/1988,0,0
H6AZ04060,"DAVIS, PHILIP RICHARD",C,1,DEM,5427,0,8185,0,4048,1291,0,100,52,100,52,18333,3374,AZ,4,,,,,,1000,0,12/31/1988,0,0
H6AZ04029,"RUDD, ELDON",C,2,REP,1567,0,223629,0,222062,0,0,0,0,0,0,0,0,AZ,4,,,,,,0,0,5/12/1987,0,0
H6AZ04110,"KYL, JON L",I,2,REP,497313,0,316476,0,9054,189890,0,0,0,0,0,4196,302381,AZ,4,,W,,W,87,178114,2198,12/31/1988,0,0
H6AZ04128,"DIOGUARDI, MARK",C,2,REP,209,0,400,0,191,0,0,127,0,0,127,0,0,AZ,4,,,,,,0,0,12/31/1987,0,0
H2AZ04036,"BROWN, JACK E",,3,,0,0,0,0,0,0,0,0,0,0,0,47135,0,AZ,4,,,,,,0,0,12/31/1988,0,0
H2AZ02014,"KOLBE, JAMES T",I,2,REP,419090,0,434665,0,21725,6272,0,0,0,0,0,24540,240729,AZ,5,,W,,W,68,158738,8653,12/31/1988,400,0
H8AZ05014,"WEBER, WALTER ULRICH",,2,REP,11355,0,10939,0,0,414,0,6025,0,0,0,6025,5330,AZ,5,,L,,,0,0,0,12/31/1988,0,0
H6CA00014,"LOCKYER,BILL",,3,UNK,240,0,0,0,230,470,0,0,0,0,0,0,240,CA,0,,,,,,0,0,12/31/1988,0,0
H2CA01011,"BOSCO, DOUGLAS H",I,1,DEM,256328,4000,251779,4000,653,5198,0,36000,2000,36977,2153,0,93228,CA,1,,W,,W,63,119638,0,12/31/1988,4950,0
H8CA01042,"VANDERBILT, SAMUEL ""MARK""",,2,REP,7795,0,7795,0,0,0,589,2519,0,935,0,1585,3700,CA,1,,W,,L,28,0,985,12/31/1988,0,0
H8CA01083,"COVARRUBIAS, RUBEN JR",,2,REP,4165,0,4044,0,0,119,1000,0,0,0,0,0,3165,CA,1,,L,,,0,0,0,6/30/1988,0,0
H6CA01087,"MCFARLAND, ELDEN RAYMOND",,3,PAF,559,0,750,0,192,0,0,0,0,500,0,0,559,CA,1,,,,,,0,0,7/24/1987,0,0
H8CA01091,"FRIED, ERIC",,3,UNK,8022,0,7924,0,0,20,0,0,1000,0,0,1000,6722,CA,1,,W,,L,9,300,300,12/31/1988,0,0
H0CA02013,"WINDREM, PETER FOLGER",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1924,0,CA,2,,,,,,0,0,12/31/1988,0,0
H6CA02127,"MEYER, WAYNE R",C,1,DEM,193861,0,193915,0,0,253,0,0,0,0,0,10546,127759,CA,2,,W,,L,39,58900,3730,12/31/1988,2319,400
H6CA02135,"SWENDIMAN, STEPHEN C",C,1,DEM,2091,0,4922,0,2831,0,0,0,0,0,0,0,973,CA,2,,,,,,0,0,6/23/1987,0,0
H6CA02010,"HERGER, WALTER WILLIAM (WALLY) JR",I,2,REP,691969,0,696748,0,18589,13809,0,0,1000,0,7000,10602,407753,CA,2,,W,,W,59,258675,9114,12/31/1988,865,0
H6CA02150,"KIRKPATRICK, HOWARD DELANE",C,2,REP,75,0,153,0,78,0,0,0,0,0,0,21794,75,CA,2,,,,,,0,0,12/31/1988,0,0
H8CA03014,"MATSUI, ROBERT T",I,1,DEM,917025,0,638688,0,376464,654798,0,0,0,0,0,0,348347,CA,3,,W,,W,71,475366,0,12/31/1988,1003,1503
H6CA03018,"LANDOWSKI, LOWELL PATRICK",,2,REP,7695,0,7695,0,0,0,3609,0,0,833,0,0,4025,CA,3,,W,,L,29,0,0,12/31/1988,0,0
H8CA04053,"FAZIO, VIC",I,1,DEM,752357,130000,659334,130000,285596,378618,0,0,0,0,0,0,222795,CA,4,,W,,W,99,378783,0,12/31/1988,950,0
H4CA04011,"WALTRIP, STEPHEN MARSHALL",,2,REP,0,0,0,0,0,0,0,0,0,0,0,67885,0,CA,4,,,,,,0,0,6/30/1987,0,0
H6CA04081,"HITE, JACK DALE",,2,REP,6111,0,6120,0,8,0,5659,0,0,3314,412,0,332,CA,4,,,,,,0,0,10/2/1988,0,0
H8CA04103,"SMITH, LARRY T",,2,REP,5100,0,5000,0,0,100,0,0,0,0,0,0,0,CA,4,,W,,L,1,560,5000,6/30/1988,0,0
H4CA05018,"BURTON, SALA",I,1,DEM,4283,0,89944,0,86910,1250,0,0,0,0,0,0,109,CA,5,,,,,,0,0,12/31/1987,0,0
H8CA05035,"PELOSI, NANCY",I,1,DEM,1865268,0,1792413,0,0,72852,0,335000,0,335000,0,0,960156,CA,5,W,W,,W,76,548815,0,12/31/1988,8036,500
H8CA05043,"BRITT, HARRY G",O,1,DEM,419446,0,419237,0,0,209,0,0,15600,0,5646,12370,368493,CA,5,L,,,,0,28835,1000,12/31/1988,955,0
H8CA05050,"SILVER, CAROL RUTH",O,1,DEM,104988,0,104962,0,0,25,0,38990,0,4014,6196,37750,61953,CA,5,L,,,,0,2750,1000,12/31/1988,0,0
H8CA05068,"MAHER, BILL",O,1,DEM,110849,0,110849,0,0,0,0,0,0,0,0,0,97826,CA,5,L,,,,0,11350,1000,12/31/1987,0,0
H8CA05084,"WARD, DORIS MARGARET",O,1,DEM,106618,0,126883,0,0,0,0,25000,0,25000,0,0,77793,CA,5,L,,,,0,2000,1000,8/31/1988,0,500
H2CA05012,"MARKS, MILTON",,2,REP,21989,0,1500,0,10519,31009,0,0,0,0,0,78729,12237,CA,5,,,,,,6000,0,12/31/1988,500,0
H2CA06010,"GEE, HOOVER MARK",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,5,,,,,,0,0,2/26/1987,0,0
H8CA05076,"ROSS, HARRIET",O,2,REP,40376,0,40375,0,0,0,127,0,0,0,0,0,23682,CA,5,L,,,,0,6325,10250,12/31/1987,0,0
H8CA05092,"WADSWORTH, KEVIN",O,2,REP,18358,0,18358,0,0,0,9556,0,0,0,0,0,7911,CA,5,L,,,,0,0,0,12/31/1987,0,0
H8CA05126,"O'NEILL, BRUCE M",C,2,REP,19245,0,19245,0,0,0,0,5869,0,5869,0,0,9876,CA,5,,W,,L,19,0,3500,11/28/1988,0,0
H2CA06028,"BOXER, BARBARA",I,1,DEM,450306,0,351687,0,134467,233086,0,0,0,0,0,0,247591,CA,6,,W,,W,73,185330,0,12/31/1988,0,0
H2CA06036,"RENNE, LOUISE HORNBECK",C,1,DEM,0,0,0,0,156,156,0,0,0,0,0,126550,0,CA,6,,,,,,0,0,12/31/1988,0,0
H4CA06016,"BINDERUP, DOUGLAS FREDRICK",,2,REP,0,0,0,0,262,262,0,0,0,0,0,21458,0,CA,6,,,,,,0,0,12/31/1988,0,0
H4CA06032,"BAKA, GREGORY VINCENT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,11254,0,CA,6,,,,,,0,0,12/31/1988,0,0
H6CA06144,"ERNST, FRANKLIN ""HARRY"" III",,2,REP,1196,0,1356,0,103,0,0,978,0,57,0,921,280,CA,6,,L,,,0,0,0,12/31/1988,23,0
H8CA06025,"STEINMETZ, WILLIAM G",,2,REP,50955,0,50532,0,0,423,1880,8050,0,2560,0,6515,34266,CA,6,,W,,L,27,6250,0,12/31/1988,0,0
H6CA07043,"MILLER, GEORGE",I,1,DEM,429305,0,269887,0,257437,416855,0,0,0,0,0,0,208914,CA,7,,W,,W,68,179984,0,12/31/1988,0,0
H0CA07020,"ST CLAIR, GILES",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,7,,,,,,0,0,1/31/1989,0,0
H2CA07042,"LAST, JEAN",,2,REP,14941,0,14939,0,0,0,0,0,0,0,0,0,10685,CA,7,,W,,L,32,123,991,12/31/1988,0,0
H4CA07014,"THAKAR, ROSEMARY",,2,REP,765,0,4930,0,4164,0,0,0,0,3387,0,0,335,CA,7,,,,,,0,0,12/31/1988,0,0
H6CA08041,"DELLUMS, RONALD V",I,1,DEM,1153750,0,1174676,0,153259,132270,0,0,183425,0,183425,0,848795,CA,8,,W,,W,55,83399,825,12/31/1988,2000,0
H6CA08017,"EIGENBERG, STEVEN",,2,REP,235,0,1884,250,2055,407,0,0,0,0,0,0,150,CA,8,,,,,,0,0,12/31/1988,0,0
H8CA08039,"CUDDIHY, JOHN JOSEPH JR",,2,REP,7291,0,7472,0,0,-109,0,1021,0,1021,0,475,4984,CA,8,,W,,L,26,200,1070,12/31/1988,0,0
H4CA05091,"LANTZ, EVELYN K",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,1186,0,CA,9,,,,,,0,0,12/31/1988,0,0
H6CA09023,"STARK, FORTNEY HILLMAN JR",I,1,DEM,504708,150,410540,16220,37565,131730,0,0,0,0,0,0,159985,CA,9,,W,,W,73,325428,0,12/31/1988,0,0
H0CA09018,"KENNEDY, BILL",,2,REP,0,0,0,0,0,0,0,0,0,0,0,2416,0,CA,9,,,,,,0,0,12/31/1988,0,0
H6CA10013,"EDWARDS, DON",I,1,DEM,166689,0,173537,0,46556,39708,0,0,0,0,0,0,41438,CA,10,,W,,W,86,117256,0,12/31/1988,0,0
H8CA10043,"CHAVEZ, ANSELMO ARTURO",,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,10,,L,,,0,0,0,7/15/1988,0,0
H0CA11022,"LANTOS, THOMAS P",I,1,DEM,386453,0,269510,0,353277,470219,0,0,0,0,0,0,223034,CA,11,,W,,W,71,111267,335,12/31/1988,0,0
H0CA11170,"COREY, GEORGE RAYMOND",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,100718,0,CA,11,,,,,,0,0,12/31/1987,0,0
H6CA11011,"QURAISHI, G M (BILL)",,2,REP,90306,0,95575,0,5376,107,0,39119,0,26548,0,23372,42833,CA,11,,W,,L,24,8100,211,12/31/1988,0,0
H4CA12014,"CARNOY, MARTIN",,1,DEM,7743,0,7743,0,23,23,7743,0,0,7000,0,1048,0,CA,12,,,,,,0,0,12/31/1988,0,0
H6CA12092,"WEIL, LANCE T",C,1,DEM,1960,0,2247,0,303,15,0,0,0,500,0,7198,1960,CA,12,,,,,,0,0,6/30/1988,0,0
H8CA10035,"GARRISON, JAMES A",,1,DEM,243150,0,238973,0,0,4326,5900,10000,19800,0,4000,36708,204556,CA,12,,L,,,0,1000,0,12/31/1988,1850,0
H8CA12064,"YEAMANS, ROBIN",,1,DEM,10514,0,10507,0,0,6,1444,0,0,0,0,0,9069,CA,12,,L,,,0,0,0,3/15/1988,0,0
H8CA12072,"SIMMONS, SYLVIA",,1,DEM,48505,0,48355,0,0,0,0,24437,0,23981,0,0,23551,CA,12,,L,,,0,0,0,12/31/1988,0,0
H8CA12098,"ESHOO, ANNA G",,1,DEM,1092766,0,1089570,0,0,3207,0,85000,0,0,0,137599,558545,CA,12,,W,,L,46,422547,10000,12/31/1988,29,500
H8CA12106,"BOND, GARY JOSEPH",,1,DEM,39526,0,39298,0,0,228,0,35922,0,500,0,35424,3561,CA,12,,L,,,0,0,0,12/31/1988,0,0
H6CA12019,"MERCER, JOHN EDWARD",C,2,REP,2450,0,2485,0,35,0,2450,0,0,0,0,3068,0,CA,12,,,,,,0,0,12/31/1988,0,0
H6CA12035,"QUACKENBUSH, CHARLES W",C,2,REP,23150,18950,24365,65,1198,0,0,0,0,22000,0,0,2000,CA,12,,,,,,5900,0,5/23/1988,0,0
H6CA12050,"HUGHES, LADDIE W",C,2,REP,34634,0,34648,0,1894,0,30749,0,0,33544,0,0,2005,CA,12,,,,,,0,0,12/31/1988,0,0
H6CA12100,"SKORNIA, THOMAS A",C,2,REP,9790,0,8864,0,215,1124,0,0,0,6000,0,401822,9637,CA,12,,,,,,0,0,12/31/1988,200,0
H6CA13108,"KONNYU, ERNEST L",I,2,REP,607105,0,608085,0,4139,3159,0,50000,1000,73040,3000,30000,380346,CA,12,,L,,,0,159714,6936,12/31/1988,3663,2000
H8CA12080,"CAMPBELL, THOMAS J",,2,REP,1445770,0,1440639,0,0,5132,0,15721,1500,5000,0,101059,1176961,CA,12,,W,,W,52,239382,9998,12/31/1988,1745,3999
H6CA13116,"MINETA, NORMAN Y",I,1,DEM,577164,0,521674,0,265258,320749,0,0,0,0,0,0,256899,CA,13,,W,,W,67,277450,0,12/31/1988,1790,2090
H6CA13017,"NASH, ROBERT J",,2,REP,10687,0,11457,0,769,0,10594,0,0,10662,0,0,0,CA,13,,,,,,0,0,7/31/1987,0,0
H8CA13047,"SOMMER, LUKE ELLIOTT",,2,REP,26981,0,25511,0,0,169,65,2805,4925,275,2575,6329,18582,CA,13,,W,,L,30,0,512,12/31/1988,100,0
H8CA14110,"MALBERG, PATRICIA",,1,DEM,106125,0,103799,0,0,1960,0,16715,880,1559,880,15156,73420,CA,14,,W,,L,37,12835,1823,12/31/1988,0,0
H8CA14086,"SHUMWAY, NORMAN D",I,2,REP,390233,0,492349,0,139098,36984,0,0,0,0,0,0,213551,CA,14,,W,,W,63,151635,3500,12/31/1988,500,0
H8CA15018,"COELHO, ANTHONY LEE",I,1,DEM,837955,0,972235,0,213331,79049,0,0,0,0,0,0,392979,CA,15,,W,,W,70,415666,0,12/31/1988,130,0
H2CA15011,"BATES, EDWARD BRYANT",,2,REP,0,0,0,0,0,0,0,0,0,0,0,11411,0,CA,15,,,,,,0,0,12/31/1988,0,0
H6CA16036,"PANETTA, LEON EDWARD",I,1,DEM,318076,0,252336,0,116169,181908,0,0,0,0,0,0,140820,CA,16,,W,,W,79,158600,510,12/31/1988,620,0
H6CA16077,"DARRIGO, LOUIS",,2,REP,2823,0,2823,0,79,79,0,2823,0,0,0,10762,0,CA,16,,L,,,0,0,0,7/31/1988,0,0
H8CA16024,"MONTEITH, STANLEY KIMBALL MD",,2,REP,59646,0,59038,0,0,605,0,10000,0,0,0,20524,48511,CA,16,,W,,L,21,0,1135,12/31/1988,475,0
H6CA16085,"WRIGHT, RONALD W",,3,PAF,158,0,500,0,341,0,158,0,0,500,0,0,0,CA,16,,,,,,0,0,6/30/1987,0,0
H6CA17034,"HARTNETT, JOHN",,1,DEM,4314,0,9600,0,5285,0,0,0,0,0,0,12747,3415,CA,17,,,,,,250,0,12/31/1988,0,0
H8CA15042,"LAVERY, VINCENT",,1,DEM,5867,0,5637,0,0,230,0,1559,0,0,0,1559,3308,CA,17,,W,,L,29,1000,0,12/31/1988,0,0
H8CA17014,"PASHAYAN, CHARLES JR",I,2,REP,217299,0,206596,0,60440,71143,0,0,0,0,0,0,88882,CA,17,,W,,W,71,118170,5411,12/31/1988,0,0
H8CA17030,"LAYGO, PAUL",,3,IND,0,0,0,0,100,100,0,0,0,0,0,0,0,CA,17,,,,,,0,0,7/15/1988,0,0
H2CA18015,"LEHMAN, RICHARD H",I,1,DEM,279981,0,193681,0,7099,93399,0,0,0,0,0,0,105423,CA,18,,W,,W,70,166910,1357,12/31/1988,0,0
H6CA18073,"CREVELT, DAVID C",,2,REP,544,0,564,0,45,25,250,0,0,0,0,9650,0,CA,18,,,,,,0,0,6/30/1988,0,0
H8CA18046,"LINN, DAVID A",,2,REP,89428,0,89260,0,0,166,6408,28897,0,0,0,30820,51755,CA,18,,W,,L,30,1300,1060,12/31/1988,975,0
H4CA19035,"NORRIS, WAYNE BRUCE",,1,DEM,2253,0,2709,0,707,249,0,1105,0,500,0,8767,938,CA,19,,,,,,0,0,12/31/1988,0,0
H8CA19036,"HART, GARY K",,1,DEM,1634505,84827,1633216,84827,0,1291,5000,25196,2000,0,0,56196,963130,CA,19,,W,,L,49,511277,50,12/31/1988,4300,3325
H6CA19022,"LAGOMARSINO, ROBERT",I,2,REP,1226229,0,1470674,0,272488,28043,0,0,0,0,0,0,809074,CA,19,,W,,W,50,338996,26204,12/31/1988,200,0
H6CA20095,"MOQUIN, JULES H.",,1,DEM,0,0,430,0,0,0,0,0,0,0,0,0,0,CA,20,,,,,,0,0,12/31/1987,0,0
H8CA20034,"REID, LITA MARTIN",,1,DEM,13879,0,12999,0,0,879,0,200,0,260,0,10227,13057,CA,20,,W,,L,27,0,622,12/31/1988,0,0
H8CA18020,"THOMAS, WILLIAM MARSHALL",I,2,REP,336586,0,329354,0,220486,200913,0,0,0,0,0,0,79654,CA,20,,W,,W,71,216150,2010,12/31/1988,500,0
H6CA21028,"GALLEGLY, ELTON",I,2,REP,506391,0,465310,0,40407,81485,0,0,0,87675,0,33565,331764,CA,21,,W,,W,69,163825,5537,12/31/1988,424,0
H6CA21051,"HOPE, ANTHONY ""TONY"" J",C,2,REP,207,0,2587,0,3255,876,0,0,0,0,0,355000,0,CA,21,,,,,,0,0,12/31/1988,0,0
H6CA21127,"LAPORTE, THOMAS",C,2,REP,0,0,396,0,396,0,0,0,0,396,0,0,0,CA,21,,,,,,0,0,6/30/1987,0,0
